n03911767 penlight
n04471632 transistor
n03127408 crankshaft
n07928367 ginger_ale
n04290259 spur
n03129848 creel
n03949317 piston_rod
n02481500 silverback
n02964843 cargo_container
n01315581 ectotherm
n01943087 ormer
n07587700 clam_chowder
n02600298 goatfish
n12278650 quercus_suber
n02451415 tayra
n12727518 goat_willow
n01351315 spirillum
n12091953 polyanthus
n12413165 iris_cristata
n01321770 orphan
n07611148 dumpling
n02877642 bottlebrush
n10707233 therapist
n04258618 solar_telescope
n04303357 tacker
n11839823 mirabilis_jalapa
n02405440 banting
n02240517 chinch
n02337001 peromyscus_maniculatus
n07812184 spice
n03408340 fustian
n01646292 bufo
n13147689 malvasia
n03671914 linear_accelerator
n04125257 safe_deposit
n03650551 layette
n00467320 quoits
n12050533 cattleya
n12691661 gumbo_limbo
n02300554 bombyx_mori
n04413969 terraced_house
n04075291 remote_terminal
n12286826 hornbeam
n12281788 yellow_birch
n04185529 sharpie
n06266878 news_photography
n03147156 culverin
n04365328 surveillance_system
n03335846 figure_eight
n12245319 azalea
n11616852 pinus_virginiana
n07804900 paddy
n02428089 puku
n04431025 thumbhole
n11769176 adenium_obesum
n02490811 pygmy_marmoset
n01821076 rainbow_lorikeet
n03533014 shisha
n01573240 eastern_meadowlark
n02487547 macaca_mulatta
n03836976 silk_stocking
n03289660 enlarger
n03221351 dongle
n03448590 gorget
n13007417 oyster_mushroom
n03579538 interior_door
n01318053 stocker
n04138977 saucepan
n02763306 secondary_storage
n03831757 nose_flute
n01519563 cassowary
n00456465 day_game
n02029378 sanderling
n12833149 african_violet
n01858281 coscoroba
n03572107 inkle
n14891255 greek_fire
n07763987 mangosteen
n07906111 vodka
n10007995 hotel_clerk
n03907908 penalty_box
n01792429 cockerel
n02080415 elephant_seal
n04459122 phaeton
n04205062 short_iron
n02895328 breast_pocket
n03797264 mufti
n02053425 solan
n01575117 cowbird
n03883054 panic_button
n01330497 arenavirus
n02507148 digitigrade
n07881205 quesadilla
n03911658 penknife
n03040376 clean_room
n04266162 space_platform
n04968139 olive_green
n02754656 atrium
n01904806 scallop_shell
n01959985 cockle
n04509171 undies
n02325722 eastern_cottontail
n03036022 city_hall
n08649711 bedside
n02117646 brown_hyena
n04474187 transport_ship
n15092227 vitamin_d
n12777680 snowbell
n08494231 amusement_park
n03517899 high_altar
n02835724 bicycle_pump
n11676500 pistil
n07596160 icing_sugar
n02295390 cutworm
n03635032 lamasery
n02998841 chaddar
n03593222 japan
n07927070 negus
n12073991 odontoglossum
n03637898 lancet_window
n01579578 daw
n07854455 quark
n00470554 professional_football
n03047171 clockwork
n13025647 yeast
n11934239 goldilocks
n02130086 tigon
n03140126 melting_pot
n00449892 camel_racing
n03690851 lota
n03284981 enamelware
n02823335 beer_barrel
n03432360 geiger_counter
n01952712 physa
n02868240 bomblet
n07616590 split
n03495671 harpoon
n10382710 organ_grinder
n02883004 bowsprit
n03177708 depressor
n02919890 bungee_cord
n02739550 armoire
n02833040 bethel
n10087434 fighter_pilot
n03426574 gas_turbine
n12903503 jimsonweed
n02771004 backspace
n04439712 tin_foil
n03170872 deerstalker
n12731835 balsam_poplar
n02898585 wedding_dress
n12049562 calypso
n01563945 goldcrest
n07905474 schnaps
n04290507 spur_wheel
n02751215 astrolabe
n01758757 carcase
n03505667 headset
n02407276 galloway
n01977485 stone_crab
n07919165 zombi
n07857731 hummus
n11508382 snowfall
n01712752 ceratosaur
n03995661 power_loom
n04059947 rearview_mirror
n07887461 bock_beer
n04305323 stately_home
n02054502 anhinga
n03102516 coolant_system
n04164002 secondary_winding
n03374570 flytrap
n04973585 brick_red
n08551296 exarchate
n04085017 reverse_gear
n09289596 glen
n07913882 collins
n03356559 flamethrower
n13213066 silver_fern
n03543012 hot_line
n02053584 booby
n00483705 court_tennis
n02003204 marabout
n02584449 caribe
n04541320 voltmeter
n02892948 brass_knuckles
n07928790 pepsi_cola
n03868406 oxford
n03122295 conestoga
n07615289 sherbet
n02755675 attenuator
n02184720 cootie
n11603835 macrozamia
n03362639 fleece
n07931870 may_wine
n04054361 rapier
n07927931 dope
n01691217 legless_lizard
n03709363 magnum
n02414763 argali
n11712282 tulip_poplar
n03571625 inkpot
n01623880 spotted_owl
n02976123 sheath_knife
n02903126 brochette
n04309049 steam_engine
n02405929 angus
n12380761 wild_peach
n04499810 turnbuckle
n07574780 continental_breakfast
n02806762 bath_chair
n12055516 cymbidium
n07612137 pavlova
n07605040 candyfloss
n02446206 striped_skunk
n03193107 diesel_engine
n03448031 gordian_knot
n11949402 camomile
n09242389 chasm
n07694659 shortcake
n01599556 loggerhead_shrike
n03239054 dress_suit
n02485371 grivet
n01971620 loligo
n02931294 cabana
n04304215 starship
n04514648 upper
n02520147 flathead_catfish
n07924747 grapefruit_juice
n01991520 pill_bug
n15089803 vitamin_a
n03521076 hinge
n02392434 indian_rhinoceros
n02823124 beeper
n02652132 butterflyfish
n03510244 heat_sink
n07919787 decaffeinated_coffee
n03684740 lockup
n11690254 hypanthium
n11706942 laurel_tree
n12648693 prunus_salicina
n02658531 plaice
n02117512 striped_hyena
n03736147 meat_hook
n04385799 tail_rotor
n08506347 semidesert
n02407071 shorthorn
n12266528 myrtle_beech
n03127531 crash_barrier
n12914923 vervain
n02312175 maggot
n07880458 schnitzel
n02069412 common_dolphin
n02418770 goral
n02811936 battlement
n01842504 puffbird
n02650541 sea_robin
n06359657 portal_site
n11985053 iva
n07932614 rickey
n04595028 wifi
n01422335 trophozoite
n12753573 red_maple
n01826680 european_roller
n07823698 cranberry_sauce
n13145040 vitis_labrusca
n12939874 heracleum_sphondylium
n03622058 klaxon
n02445171 eurasian_otter
n11758122 lightwood
n04118635 ruin
n07904760 hollands
n02200850 aedes_aegypti
n13108481 sapling
n02793296 bar_magnet
n01555004 pitta
n09376786 oceanfront
n03176763 department_store
n11905392 california_poppy
n07689003 johnnycake
n03158186 dacha
n01797307 spruce_grouse
n09295210 growler
n02788572 baptistry
n01818299 amazon
n03250588 sander
n03408054 fuselage
n03796974 muff
n07689003 johnny_cake
n04210591 shrink_wrap
n04532831 vibraphone
n03745571 menhir
n12580012 keurboom
n07893642 champagne
n03250089 drum_brake
n12316444 liquidambar
n04355511 sundress
n04066270 red_carpet
n02520147 mudcat
n07899769 vouvray
n03493792 ironware
n05467054 glia
n12908093 wild_tobacco
n03931765 picture_frame
n04370600 sweatshop
n03676759 lcd
n00324978 tightrope_walking
n02030035 ruff
n02838345 bilge_pump
n12128071 paspalum
n02216365 mud_dauber
n04164868 writing_table
n13035707 helvella
n11613867 limber_pine
n11617090 monterey_pine
n02488894 guereza
n01619835 andean_condor
n07584423 borsch
n03146687 cullis
n07851554 mascarpone
n01606522 goshawk
n03016737 chicken_run
n04075813 rep
n04064747 record_cover
n04559994 water_hazard
n07690585 yorkshire_pudding
n12441958 asphodel
n07920540 iced_coffee
n05263448 attilio
n04237423 slicer
n02350989 jumping_mouse
n04448070 toilet_water
n03441345 glove_compartment
n02413717 lincoln
n12113195 feathertop
n12708941 bergamot_orange
n07864638 tetrazzini
n02764398 axe_handle
n03145719 cue_ball
n06596474 news_magazine
n07813579 seasoned_salt
n02686227 air_compressor
n02644501 rasher
n12642600 gean
n04976952 skin_colour
n04542329 voussoir
n07914413 daiquiri
n07693590 danish
n07643891 orange_marmalade
n02757337 audiometer
n03164344 data_system
n12328567 purple_loosestrife
n02305929 cinnabar
n03432129 shifter
n07890068 pale_ale
n01949499 keyhole_limpet
n04180229 sewing_room
n07915800 rob_roy
n01577035 sturnus_vulgaris
n04452615 tool_chest
n15091304 vitamin_b12
n04605572 wraparound
n04561287 water_meter
n11759853 saman
n03982895 poorhouse
n02190790 house_fly
n03027625 chukka
n08182379 crowd
n03122295 conestoga_wagon
n02182045 seed_weevil
n03684489 lockring
n07852919 american_cheese
n04567593 meteorological_satellite
n07934032 tisane
n03609397 kazoo
n07574504 refreshment
n02713364 anklet
n04955160 burnish
n03644378 lariat
n00449054 skateboarding
n04607869 wrist_watch
n02871147 bookmark
n12352639 musa_acuminata
n04251791 snowboard
n01623706 scops_owl
n03615406 khaki
n12604228 rumex_acetosa
n04375615 synchronous_motor
n01931520 pinworm
n03904782 pedometer
n11690455 petal
n03844673 oil_refinery
n02417242 cashmere_goat
n03638180 lander
n03617312 kilt
n04037873 race
n04155457 scriber
n02412629 lambkin
n12771390 diospyros_kaki
n02247655 bemisia_tabaci
n14938389 lino
n04150980 scraper
n07567139 food_color
n04979002 warning_coloration
n12625383 cotoneaster
n07928696 coca_cola
n11758276 golden_wattle
n07691539 brioche
n03495941 harpoon_gun
n04419642 theremin
n12903503 datura_stramonium
n03457451 greave
n13095013 partial_veil
n12833985 streptocarpus
n03555217 hypercoaster
n08249459 concert_band
n04051439 rammer
n14975598 papyrus
n04455652 topsail
n03855756 orlon
n03822767 newtonian_telescope
n04228581 ski_boot
n02068206 beaked_whale
n03572631 inlay
n04146862 school_ship
n04538249 viscometer
n03595409 jeroboam
n02836035 bicycle_wheel
n03249342 drugstore
n07928163 cream_soda
n04182152 shadow_box
n03861430 outrigger_canoe
n03982331 poolroom
n02839592 billiard_hall
n04334105 strapless
n04420024 thermal_reactor
n01709876 barosaurus
n02630281 sailfish
n00449168 speed_skating
n12920204 poinsettia
n04409806 tennis_racquet
n01799679 curassow
n03089753 conference_house
n03285578 encaustic
n09193551 alluvial_plain
n12599874 psyllium
n02971167 car_tire
n07926442 orangeade
n07874441 sicilian_pizza
n03334382 fieldwork
n03082656 tourniquet
n04124573 saddle_seat
n02084732 doggie
n04518764 valise
n01440242 mirror_carp
n11616662 pinus_sylvestris
n04502851 twenty_two
n15006012 roughcast
n02339922 packrat
n12023726 tanacetum_vulgare
n03002816 chalet
n03123809 cowhouse
n02875948 borstal
n02253127 greenfly
n12402840 rubber_plant
n03275681 electrolytic
n04236935 cascabel
n07862348 spareribs
n04036776 rabbet
n02869155 bone_china
n12761905 terebinth
n03123666 cover_plate
n04373089 switchblade
n01359762 trichodesmium
n02163297 springtail
n04528079 verdigris
n12906498 mandrake
n01586941 mockingbird
n04023695 punch_bowl
n07935379 oolong
n01405007 fucus
n03978815 polonaise
n03856465 orrery
n12836862 phacelia
n02470238 simian
n02686379 air_conditioner
n13882639 nonagon
n03293741 equaliser
n02448318 ratel
n01357328 botulinum
n13882563 octagon
n11939699 bellis_perennis
n11685621 silique
n10186216 wrangler
n03823216 niblick
n02417785 markhor
n03553248 hydrogen_bomb
n11782036 alocasia
n02227247 migratory_locust
n02746978 art_school
n03699754 machicolation
n00449517 car_racing
n12583401 palmetto
n03233744 drawbridge
n04100519 rodeo
n03795976 movie_projector
n08501887 intergalactic_space
n03980478 pommel_horse
n04397168 tea_chest
n02846874 blackface
n11929743 artemisia_annua
n04953678 iridescence
n02255391 woolly_adelgid
n03918737 pda
n02312640 chrysalis
n01477875 sea_lamprey
n03169063 decoder
n12590499 elaeis_guineensis
n13865904 heart
n07861158 bread_dough
n01953361 cowry
n04967882 bottle_green
n07928887 root_beer
n01651487 cricket_frog
n12343480 fuchsia
n03760944 microtome
n02907873 brownstone
n11761836 inga_edulis
n07569644 graham
n03901750 pawn
n03143400 crystal_detector
n04355115 sunday_best
n04356925 solarium
n10721321 traffic_cop
n04973816 indian_red
n02122510 alley_cat
n02737351 ark
n04107598 roomette
n02978205 casque
n01787006 sea_spider
n02961225 car_battery
n02197689 drosophila_melanogaster
n07855317 velveeta
n02438173 guanaco
n07920222 latte
n03283221 emergency_room
n02755529 attack_submarine
n11619227 tamarack
n01805321 monal
n07723039 leek
n13132656 panicle
n01815601 sandgrouse
n04401680 telephone_box
n03316105 fax
n04247544 smoothbore
n03886053 panzer
n04042985 radiometer
n03344509 firebox
n03677682 lisle
n04497442 tun
n01617766 egyptian_vulture
n04445154 toga_virilis
n12122725 yorkshire_fog
n07927716 birch_beer
n04371979 swing_door
n10304914 medalist
n02011805 american_bittern
n08613733 open
n03175081 den
n03116008 couchette
n01672432 spiny_softshell
n02414763 argal
n02763604 volary
n02643112 scorpionfish
n03639230 landing_skid
n02869563 boneshaker
n09344324 lunar_crater
n02922798 burlap
n07836600 blanc
n04366033 sushi_bar
n02281136 large_white
n11536673 aquatic
n07704205 congee
n02403740 heifer
n04951071 graining
n07867164 falafel
n04136161 sari
n02739427 arm_band
n02756854 audio_amplifier
n03901974 loan_office
n07860208 treacle
n01664990 eretmochelys_imbricata
n07888378 shebeen
n04414476 terry
n04270371 speakerphone
n02522722 atlantic_cod
n03198500 dildo
n03471030 gusher
n02132580 silvertip
n09403427 rainbow
n04472563 transmission_shaft
n03462110 grosgrain
n02610664 parrotfish
n12099342 statice
n07721325 hot_pepper
n00451563 bicycling
n04229737 ski_lodge
n01758895 carrion
n10324560 poser
n02152881 quarry
n04591631 wine_bar
n01545574 lyrebird
n00453478 fox_hunting
n07915491 julep
n02366959 nutria
n03872273 packsaddle
n09269341 down
n07828642 vanilla_bean
n03678879 live_axle
n03415252 gamp
n07556406 comfort_food
n03364156 fin
n04590553 windscreen
n03781683 money_belt
n12675876 japanese_honeysuckle
n02813252 bay_rum
n07919894 drip_coffee
n02681392 adobe_brick
n04003241 primus
n02247655 superbug
n12282737 betula_pubescens
n03516996 superheterodyne_receiver
n08571275 midfield
n03935234 piggery
n07729225 butterbean
n01806467 green_peafowl
n07847453 clotted_cream
n11902709 argemone
n09858165 black_belt
n02977936 gambling_casino
n04395024 tarpaulin
n05259914 pigtail
n03842012 office_building
n03349892 first_class
n07832416 pesto
n07741706 stayman
n11745817 zebrawood
n03674842 linocut
n12279458 black_oak
n07818995 marjoram
n04303357 staple_gun
n02396796 babirusa
n03600285 riding_breeches
n03514129 hematocrit
n03219010 doyley
n03730494 maternity_ward
n03483823 pocket_calculator
n11610215 single_leaf
n03622526 klystron
n12500518 cassia_tora
n01514752 gamecock
n02786198 bandana
n03483230 handbell
n03365374 floodlight
n01881564 cuscus
n02360282 chipmunk
n02710201 mechanical_man
n02190790 musca_domestica
n07860805 batter
n07900616 madeira
n12253229 epacris
n03343737 smoke_alarm
n02404906 zebu
n03666362 led
n01903346 scute
n11939180 balsamroot
n07684164 matzah
n01614038 harpy_eagle
n03981340 pontifical
n03742019 medicine_ball
n03784270 monstrance
n13139647 husk
n09881358 busboy
n07733005 garden_cress
n04533802 vcr
n03029445 butter_churn
n11926365 silversword
n01786646 millipede
n12475774 pia
n01857325 brant
n11998888 scotch_thistle
n12155009 pandanus_tectorius
n01633406 hellbender
n04973291 beige
n12511856 caragana
n09818022 spaceman
n01449712 platy
n12877244 snapdragon
n03890093 parer
n00468299 shinny
n12732491 black_poplar
n02407625 hereford
n11552806 annual
n12115180 pampas_grass
n01857632 canada_goose
n02519472 brown_bullhead
n02475078 neanderthal
n01541102 pine_grosbeak
n04158956 sea_chest
n07619881 tapioca
n12168565 lobelia
n07752264 victoria_plum
n02413917 cheviot
n06419354 collegiate_dictionary
n01613807 eaglet
n03855333 oriel_window
n02513248 rough_fish
n07585015 beef_stock
n03567066 incubator
n03251932 dry_fly
n04099003 rocker_arm
n03239054 tails
n03349771 first_base
n03586219 iron_lung
n14942411 lodestone
n02817650 beater
n03099274 convenience_store
n04409911 tenon
n01857632 honker
n01912152 hydra
n01558149 mavis
n04301760 standard_transmission
n04121228 rushlight
n04327682 stopcock
n12766595 poison_sumac
n03943266 pinnacle
n04353573 sulky
n04095577 riveting_machine
n01847170 duckling
n11906127 golden_cup
n04350688 sugar_refinery
n02454794 peba
n02925519 business_suit
n03145277 cuddy
n12627119 blackthorn
n02024479 golden_plover
n04139395 sauna
n04502059 turret_clock
n04549721 wankel_engine
n02993368 censer
n01751215 banded_krait
n02961035 khan
n11690254 floral_cup
n12890265 veronica
n03548195 huck
n12602612 wild_buckwheat
n02828427 belting
n12987056 lichen
n04590553 windshield
n02694045 aisle
n12865824 salvia_officinalis
n02387887 coach_horse
n03878511 palestra
n03838024 object_ball
n03915118 percolator
n07610890 charlotte
n04189651 sheet_piling
n12272239 quercus_garryana
n10634849 speedskater
n02656301 burrfish
n07683490 chapati
n02411999 ewe
n04497570 tunic
n01951274 sea_hare
n12858150 monarda
n04053508 rangefinder
n03171635 defibrillator
n02244173 assassin_bug
n12861345 phlomis
n07887461 bock
n04125257 lockbox
n02072493 narwhal
n03301568 euphonium
n03306385 limited
n03487886 hand_pump
n02833403 bevel
n02404432 texas_longhorn
n03586631 ironmongery
n02376679 filly
n07846802 whole_milk
n03067518 cold_frame
n12814643 catalpa
n02660519 atlantic_halibut
n12282527 silver_birch
n07834507 mayo
n07586604 pea_soup
n03054605 cluster_bomb
n07919441 irish_coffee
n04539407 viyella
n03917198 peristyle
n03695857 luger
n02286089 lymantria_dispar
n12173069 velvetleaf
n01611472 peregrine_falcon
n04204755 short_circuit
n04482177 tricorne
n04028315 puzzle
n03216402 diving_dress
n02217563 chalcid_wasp
n07577918 tea_break
n01530439 chaffinch
n09834699 ballet_dancer
n12862512 plectranthus
n02048353 tufted_puffin
n02974348 caryatid
n04145863 schmidt_telescope
n04126852 safety_lamp
n02397744 javelina
n02308735 fall_webworm
n02100399 setter
n03187751 dialyzer
n02776505 baize
n04432203 tiara
n04165675 security_blanket
n03707766 magnetic_stripe
n12059314 dendrobium
n11923174 mayweed
n07694839 hardtack
n03297735 establishment
n04146343 schoolbag
n02295870 underwing
n01813088 wood_pigeon
n07730708 celery_root
n07734017 tomato
n02327028 jackrabbit
n07698543 reuben
n04545858 walkie_talkie
n03904433 cycle_rickshaw
n07690892 scone
n14867545 fish_meal
n02979516 cassock
n01397871 seagrass
n15091669 pyridoxal
n04306592 stator
n02710429 anemometer
n04962062 silver_gray
n11986511 lactuca_sativa
n02432291 white_tail
n03818343 neon_lamp
n01849676 shelduck
n15090065 retinol
n03122295 prairie_schooner
n05526957 prepuce
n03724756 musjid
n04212165 shuttle_bus
n13028611 cup_fungus
n03097362 control_center
n11761650 inga
n02081927 pacific_walrus
n03075634 combine
n07892418 vintage
n12726670 weeping_willow
n01542786 weaver
n08658309 soil_horizon
n01818832 kea
n12204730 corchorus
n02885108 boxcar
n04395106 tartan
n02060569 manx_shearwater
n04287451 sprag
n04346157 stun_gun
n03675235 linotype
n11773987 oleander
n11811706 ragged_robin
n06273207 call_back
n11664418 ginkgo_biloba
n03322704 green_market
n02125010 sand_cat
n12552309 sainfoin
n03316873 factory_ship
n01319685 by_catch
n07907037 firewater
n07598256 candy_bar
n13874073 equator
n11652039 podocarp
n13132940 cyme
n13092240 ascospore
n04443433 toboggan
n03995535 power_line
n00449517 auto_racing
n02932693 economy_class
n01927159 schistosome
n07826250 tomato_paste
n03492922 hard_hat
n04185946 shaving_brush
n02848921 dummy
n02599347 weakfish
n04472726 sender
n04273285 speculum
n03025165 choo_choo
n07933799 cupper
n01672611 smooth_softshell
n00443231 floating
n01779629 mite
n03368352 flowerbed
n01904886 oyster_shell
n03437430 gilding
n03698723 lyceum
n03166809 death_row
n02245111 firebug
n03524150 hockey_stick
n04574348 whaleboat
n07697699 sloppy_joe
n12012111 ragwort
n04389854 tank_engine
n02405929 aberdeen_angus
n07581607 canape
n01791107 jungle_fowl
n02710324 anechoic_chamber
n11621950 canada_balsam
n01860497 screamer
n02536456 oncorhynchus_tshawytscha
n03136369 crossbow
n02560110 snook
n12390099 pale_violet
n07893642 bubbly
n12023108 feverfew
n03168217 beach_chair
n06263762 storage_medium
n01819734 cockatiel
n02922461 burin
n02900459 bridle_path
n02953455 cantle
n15091304 cyanocobalamin
n02921029 bunsen
n04431436 thumbscrew
n07907161 irish_whiskey
n02881757 bowler
n07727868 green_bean
n01972131 architeuthis
n03980026 pomade
n05459457 leydig_cell
n03049924 cloth_cap
n04969798 greenish_blue
n07563800 liquid_diet
n12762896 sumac
n03416775 garand
n07815956 white_pepper
n04251701 snowbank
n07930062 fruit_punch
n01380754 pneumococcus
n03573848 insole
n04077889 research_facility
n03382856 foremast
n03240140 electric_drill
n03209910 diskette
n03047052 clock_tower
n02488415 entellus
n06273743 call_waiting
n12218274 silky_oak
n02237581 mirid
n02783459 ball_valve
n03829857 norfolk_jacket
n03319457 false_face
n02627532 yellowfin_tuna
n03256631 dunce_cap
n03284308 empty
n02811936 crenellation
n04584056 wiffle_ball
n02896074 breechblock
n07588947 stew
n12973791 rhizopus
n04449290 tollhouse
n03615300 khadi
n03044801 clip_on
n11890150 isatis_tinctoria
n07741804 winesap
n02237581 capsid
n02379743 appaloosa
n06592281 rock_opera
n13141797 cascara
n03432061 gearset
n02762725 donkey_boiler
n03954393 planchet
n02454794 dasypus_novemcinctus
n02434954 barking_deer
n01987545 prawn
n02419336 chamois
n01528845 meadow_pipit
n07591961 paella
n03616763 kick_start
n09454153 talus
n03828020 nonsmoker
n11758276 acacia_pycnantha
n01315213 peeper
n04172512 sennit
n02962200 carburetor
n13006171 coprinus_comatus
n04082562 retainer
n13077295 mildew
n10092794 first_lady
n02901114 briefs
n04266162 space_laboratory
n02919792 bungalow
n03451798 graffito
n07745661 saskatoon
n02425887 sable_antelope
n02636854 mojarra
n04506895 ultrasuede
n09309168 ice_floe
n02425532 nilgai
n01604968 accipitriformes
n03555564 hypodermic_needle
n12957803 nardoo
n02024185 dotterel
n05245192 freckle
n02631475 black_marlin
n01621635 owlet
n13004423 chanterelle
n10297234 mascot
n04389854 tank_locomotive
n12365158 maria
