n07594066 cake_mix
n04164002 secondary_winding
n01586941 mocker
n02312175 maggot
n03619050 kirpan
n02234355 american_cockroach
n07743902 cranberry
n03674270 data_link
n02147947 pipistrelle
n02212062 wasp
n02523877 haddock
n03321954 fan_vaulting
n09294877 grot
n03448031 gordian_knot
n12320627 pignut_hickory
n02256172 psylla
n11773987 nerium_oleander
n12131405 blue_grass
n02027075 spotted_sandpiper
n02599347 weakfish
n02178717 boll_weevil
n09191635 air_bubble
n12137791 guinea_corn
n01483830 porbeagle
n02290664 almond_moth
n04395106 plaid
n04164868 secretary
n02536456 oncorhynchus_tshawytscha
n02119359 silver_fox
n03710528 mailer
n04174234 serial_port
n04249882 snifter
n03135030 croquet_mallet
n01809106 guinea_fowl
n01842504 puffbird
n01623110 barred_owl
n07575076 tiffin
n11598886 ephedra_sinica
n03225458 dosimeter
n07708124 julienne
n03355768 flagon
n02017725 takahe
n02536165 red_salmon
n03939178 pilot_boat
n03667235 lighting
n13111881 bonsai
n03176594 deodorant
n02979399 cassette_tape
n02814774 beachwear
n07924655 must
n03215076 diwan
n03279508 electron_microscope
n03894051 particle_detector
n11545350 pecopteris
n03177708 depressor
n12928307 candelilla
n12290748 centaury
n11710136 bull_bay
n02675522 achromatic_lens
n02739427 arm_band
n07691539 brioche
n03376279 folder
n03986949 portmanteau
n02379743 appaloosa
n02432704 blacktail_deer
n04292572 squawk_box
n03697552 lunchroom
n02841187 binnacle
n06273743 call_waiting
n02662993 brill
n12919847 leafy_spurge
n03521076 hinge
n07752782 sultana
n03319457 false_face
n02405302 yak
n12791329 syringa
n03487886 hand_pump
n04395651 tattoo
n03362639 fleece
n01756508 western_diamondback
n02324850 european_rabbit
n07871588 porcupines
n04366033 sushi_bar
n12402596 ficus_religiosa
n02786837 band_saw
n07610890 charlotte
n07919441 irish_coffee
n03002816 chalet
n03625943 knitwear
n03743279 megaphone
n02433729 roebuck
n07740461 red_delicious
n03632963 powder_room
n02312912 imago
n01722998 pterosaur
n12129986 canary_grass
n01504179 fledgling
n07785487 rollmops
n08583455 heronry
n11988132 goldfields
n03145147 cuckoo_clock
n02317781 brittle_star
n10223177 jockey
n07869937 kedgeree
n03956331 epicyclic_gear
n02415253 dall_sheep
n02161338 defoliator
n11711764 magnolia_virginiana
n12110778 brome
n07891309 ginger_beer
n11617272 bristlecone_pine
n07567980 kibble
n08524735 urban_center
n13098962 phloem
n08560295 dude_ranch
n04327682 stopcock
n04529108 vernier_scale
n11617878 knobcone_pine
n11857696 portulaca
n01609956 marsh_harrier
n07859796 sugar_syrup
n07681450 challah
n03653110 leatherette
n00449168 speed_skating
n08558770 sheikhdom
n12243693 fetterbush
n03538817 horsehair
n07926540 malted_milk
n02080415 elephant_seal
n04045397 raft
n04237423 slicer
n03874487 paddock
n03600722 joinery
n04611916 yardstick
n03535024 hope_chest
n04219580 silks
n09451237 supernova
n04431025 thumbhole
n04344734 studio_apartment
n08649711 bedside
n04189651 sheet_piling
n03618101 king
n02227247 locusta_migratoria
n03585438 irons
n02947660 canal_boat
n03138344 crowbar
n03885904 pantyhose
n04119478 rumpus_room
n04307878 chophouse
n01979874 blue_crab
n03416775 garand_rifle
n02419056 serow
n05454833 sickle_cell
n02016956 purple_gallinule
n02478875 proconsul
n11712282 tulip_poplar
n03628831 crumhorn
n03717285 mangle
n03727465 master_bedroom
n09344324 lunar_crater
n03767203 mill_wheel
n03890358 pargetting
n02125081 felis_silvestris
n02733524 arch
n02040266 stone_curlew
n01552034 bellbird
n12520406 guar
n03801671 music_school
n12244650 rosebay
n03337494 file_server
n03729308 matchbook
n03522100 hip_roof
n03194297 differential_gear
n12215022 honeypot
n03671914 linear_accelerator
n01449712 platy
n04438643 time_switch
n03615790 khukuri
n01594787 barn_swallow
n12215022 king_protea
n07587700 clam_chowder
n11898639 pennycress
n03788601 motel_room
n11974557 snakeweed
n13154388 pinnule
n13003061 amanita_muscaria
n12920204 christmas_star
n03994614 powder_horn
n03125588 crackle
n01440242 mirror_carp
n03036244 city_university
n09210862 atoll
n04204081 shopping_bag
n03316873 factory_ship
n09454153 talus
n04556533 watch_case
n03759243 microfiche
n02485536 vervet
n01787006 sea_spider
n10324560 poser
n07865484 chow_mein
n01748686 spitting_cobra
n03688707 long_underwear
n02177196 water_beetle
n03937931 pillion
n03868406 oxford
n04136045 sarcophagus
n03687137 loggia
n06359657 portal
n12890265 speedwell
n04305572 stateroom
n01851573 greater_scaup
n04500060 turner
n03474167 habit
n02739550 armoire
n04209811 showroom
n02705429 amphora
n12404729 trumpet_tree
n03690473 lorry
n01956764 seashell
n03137579 crosspiece
n03129848 creel
n11849871 mammillaria
n09289331 glacier
n02948293 candlepin
n03293741 equalizer
n09391386 photosphere
n01588002 brown_thrasher
n04210120 shredder
n03394149 service_elevator
n12883628 gerardia
n03012373 cheesecloth
n07584423 borsch
n03351151 fishhook
n02065026 finback
n07926250 lemonade
n04541662 vomitory
n03499468 hauberk
n04955160 gloss
n09452291 swale
n02405440 banting
n02864504 bolero
n07807594 potato_salad
n08673039 kampong
n02582721 pomfret
n03397947 frisbee
n02602059 liza
n04357121 sunroof
n02129837 bengal_tiger
n12085267 stelis
n01794158 turkey
n07870894 lobster_thermidor
n12180168 hibiscus_tiliaceus
n09398076 pothole
n01669654 painted_turtle
n04130257 salad_bowl
n11669786 floret
n06266878 news_photography
n07846557 skim_milk
n15093298 ascorbic_acid
n04022434 pump_action
n03122295 conestoga
n07738224 cling
n01579578 jackdaw
n03499907 hawaiian_guitar
n12414329 iris_pallida
n03624400 knife_blade
n07608098 marshmallow
n04395024 tarp
n04335886 streetlight
n01947396 whelk
n14973585 pantothenic_acid
n12402596 bo_tree
n01821554 carolina_parakeet
n03152951 cutaway
n04127117 safety_net
n04607869 wrist_watch
n03510244 heat_sink
n11646694 araucaria_bidwillii
n12230794 arbutus_unedo
n12865824 ramona
n10721321 traffic_cop
n01953361 cowry
n12791064 philadelphus
n03855333 oriel_window
n03432129 shifter
n02352591 dormouse
n06273555 call_in
n02768433 backbone
n03947798 pique
n02169705 flea_beetle
n03764822 milk_float
n07585015 beef_stock
n02627532 yellowfin
n03837698 oast_house
n03307792 external_drive
n07875436 risotto
n07847827 heavy_cream
n04053508 rangefinder
n07585557 chicken_soup
n04307986 steak_knife
n03037404 clapperboard
n03858085 ossuary
n04403413 telephoto_lens
n02791532 barbette_carriage
n01919385 beroe
n04517211 uzi
n04610013 yacht
n03688605 long_trousers
n07857170 miso
n12681579 black_haw
n04335886 street_lamp
n12225563 australian_pine
n11603246 encephalartos
n03368352 flower_bed
n03229244 joggle
n02795978 barrel_organ
n03770224 minicomputer
n04210591 shrink_wrap
n03641569 lanyard
n03842012 office_building
n04611351 yardarm
n12024445 taraxacum_officinale
n02136103 bearcat
n04233295 skywalk
n07869611 jambalaya
n03811965 naval_gun
n12844939 coleus
n12360108 begonia
n07848936 ghee
n03844550 oil_pump
n12120347 teff
n04107984 roost
n05467054 glia
n02046939 black_guillemot
n04375615 synchronous_motor
n13897528 hypotenuse
n01799302 guan
n03426574 gas_turbine
n12475774 pia
n02823848 beer_hall
n03013006 chemical_reactor
n03698360 lute
n07740342 golden_delicious
n01462544 gastrula
n04181083 sgraffito
n02620578 archerfish
n03457451 greave
n04093775 riot_gun
n01573898 bobolink
n07914271 smoothie
n02885882 ticket_office
n03468570 gunboat
n14919819 inositol
n03723885 martingale
n02622955 hairtail
n01558149 song_thrush
n02757337 audiometer
n13149970 betel
n03934565 pier_table
n12750767 leatherwood
n02767038 baby_powder
n02406432 ayrshire
n04146504 school_bell
n04364160 lightning_arrester
n12658308 sorbus_aucuparia
n03801353 music_box
n04486616 troika
n04257790 solar_array
n04210012 shrapnel
n04328580 secondary_cell
n01392380 ameba
n02427470 kob
n03902220 pc_board
n11614420 ponderosa
n07868508 frittata
n07932614 rickey
n01647640 western_toad
n04085574 reversible
n01444339 electric_eel
n13126050 taproot
n04136161 saree
n12732009 abele
n03703862 madras
n09428628 seaside
n01422335 trophozoite
n04467899 trailing_edge
n04158002 scuttle
n04224395 siren
n13035707 helvella
n07586894 vegetable_soup
n02505063 woolly_mammoth
n04614655 ziggurat
n09242389 chasm
n02851939 blindfold
n04135315 kotex
n02124623 wildcat
n04247011 smokescreen
n07915918 margarita
n04293258 squelch
n02338145 muskrat
n07896287 dessert_wine
n02922578 burqa
n02240517 bed_bug
n04358117 supercomputer
n01487506 sand_shark
n02982416 catboat
n02998841 chador
n12779603 pitcher_plant
n01972541 cuttlefish
n09205509 arete
n02766168 babushka
n03024233 choir_loft
n03730893 matting
n02493224 uakari
n03067093 cold_cathode
n07722485 scallion
n02871963 throwing_stick
n02670935 accelerometer
n02439398 okapi
n02137015 genet
n03821145 neutron_bomb
n03868643 oximeter
n04201733 shooting_brake
n03270695 electric_bell
n03013850 chenille
n07585015 beef_broth
n04562496 waterspout
n01319685 bycatch
n07832416 pesto
n02921756 burglar_alarm
n12110085 avena_sativa
n02126028 jungle_cat
n03622839 knee_brace
n03718458 manor
n04591887 wine_cooler
n00448872 rollerblading
n03943115 pinion
n03231819 dragunov
n07839055 nantua
n04386792 talcum
n09454744 tar_pit
n12728656 dwarf_willow
n12622875 agrimonia
n01917611 staghorn_coral
n02324850 oryctolagus_cuniculus
n07696728 chicken_sandwich
n03259009 dustpan
n11756870 black_wattle
n12413165 iris_cristata
n04133114 sampan
n04320598 stink_bomb
n03518135 highball_glass
n04414101 terra_cotta
n12448136 calochortus_luteus
n12480456 tuberose
n12866162 clary
n11685621 siliqua
n03759661 micrometer
n03339529 film_advance
n02067240 sperm_whale
n01986806 shrimp
n03643737 laser_printer
n02749169 headache_powder
n14891255 greek_fire
n03503997 headlamp
n07817315 cilantro
n03632852 ladder_truck
n11712282 yellow_poplar
n12604228 rumex_acetosa
n03856012 orphanage
n02202006 culex_pipiens
n04349306 subway_train
n03985881 portcullis
n07808479 chicken_salad
n03025165 choo_choo
n01583495 currawong
n12322099 mockernut_hickory
n01447331 may_fish
n01351315 spirillum
n07836600 blanc
n02833040 bethel
n10421470 druggist
n12443323 aspidistra
n07735404 parsnip
n01469723 salpa
n07600696 candy_apple
n04061681 reception_desk
n09475925 waterside
n03900194 patrol_ship
n07685303 oatcake
n02735268 arch_support
n04049585 rain_gauge
n03402941 funeral_chapel
n07749312 valencia_orange
n03675235 linotype_machine
n04340521 strobe
n07922955 criollo
n02065263 sei_whale
n01318053 stocker
n02895438 breathalyser
n12278650 quercus_suber
n11656123 huon_pine
n01891633 shrew
n02389559 donkey
n03684740 lockup
n03036701 clack
n07926346 limeade
n01712752 ceratosaurus
n11609475 pinon
n01617443 lammergeier
n04499062 tureen
n02962414 car_carrier
n04185804 electric_razor
n01461315 spawn
n02377603 broodmare
n07893425 sacramental_wine
n03102859 cooling
n02047975 atlantic_puffin
n01770795 pseudoscorpion
n04529962 vertical_fin
n13108545 shade_tree
n02883004 bowsprit
n02388276 trotting_horse
n03760944 microtome
n03941684 tweezer
n11602091 coontie
n08551296 exarchate
n04461437 town_hall
n02536456 chinook_salmon
n03244919 driving_wheel
n12663359 coffea_canephora
n01498699 butterfly_ray
n03643253 laser
n05578095 heel
n09248399 coastland
n01380754 pneumococcus
n00440382 broad_jump
n03657511 leotard
n02561803 chain_pickerel
n09231117 caldera
n03567066 incubator
n01892030 common_shrew
n07934373 sun_tea
n02421449 gnu
n04185804 shaver
n07924366 apple_juice
n02403740 heifer
n03496486 harris_tweed
n02755529 attack_submarine
n12685431 geranium
n03097673 control_key
n04395024 tarpaulin
n12261808 white_beech
n02487547 rhesus
n03142431 crypt
n12519563 crotalaria
n12279458 black_oak
n03462110 grosgrain
n02432291 odocoileus_virginianus
n01442972 minnow
n01579410 rook
n11616662 scotch_pine
n02946824 camshaft
n12045860 arethusa
n04375775 synchrotron
n03708962 magnetron
n05244934 macula
n12093329 cyclamen
n02756854 audio_amplifier
n04145863 schmidt_camera
n03226880 double_door
n04520962 vaporiser
n02950943 round_shot
n09403427 rainbow
n07684164 matzah
n03664943 ligament
n07866723 spring_roll
n02853218 blockade
n03723267 marquetry
n02643112 scorpionfish
n01809106 guinea
n03885293 pant_leg
n03193107 diesel_motor
n11737534 pasque_flower
n02072493 narwal
n03395859 fresnel_lens
n01454856 stickleback
n12495895 gleditsia_triacanthos
n03499907 steel_guitar
n03260504 dynamo
n03602081 jolly_boat
n09218494 belay
n06359467 chatroom
n12599874 psyllium
n02788572 font
n09877951 crony
n03317788 faience
n11542137 bog_moss
n12115180 pampas_grass
n02855701 blucher
n03465151 guard_ship
n03974070 pogo_stick
n04289449 sprit
n13050397 bracket_fungus
n12482893 joshua_tree
n04246731 smokehouse
n11621950 balsam_fir
n07582441 relish
n03568117 indicator
n12368028 tutsan
n04233715 slacks
n07598928 barley_sugar
n03918737 organiser
n03318865 falchion
n03628511 kremlin
n03349892 first_class
n02974348 caryatid
n03600475 jodhpur
n04238321 zip
n00454983 fly_casting
n01381044 streptococcus
n03618982 kirk
n02907082 broomstick
n12235051 mayflower
n03556679 ice_axe
n12059625 disa
n03790953 motorized_wheelchair
n09376526 seabed
n02846733 black_box
n02603317 barracuda
n10341343 music_teacher
n04448361 token
n03343737 fire_alarm
n03146846 cultivator
n03028596 church_bell
n01804653 northern_bobwhite
n12523475 brazilian_rosewood
n03267821 elastic_bandage
n12585629 palmyra_palm
n01491006 blue_shark
n02562796 crappie
n02361587 groundhog
n03983499 popgun
n07577918 coffee_break
n02036711 avocet
n04603729 work_table
n09893502 captive
n04201064 shofar
n11675025 rosebud
n12228387 bell_heather
n02653786 filefish
n00477639 polo
n03801533 vaudeville_theatre
n03493792 ironware
n03463381 ground_floor
n03222722 doorframe
n02036228 banded_stilt
n03615300 khadi
n03449309 gouge
n03211789 shop_window
n03975788 needlepoint
n04282494 splint
n02941845 camail
n12189987 baobab
n07713074 eggplant
n03549589 hurdle
n04110178 rosette
n07905979 tequila
n06272612 voice_mail
n01530439 chaffinch
n12721477 palo_santo
n01879217 pademelon
n03229244 dowel
n09305898 hot_spring
n12086778 vanilla_orchid
n12732009 white_poplar
n03547229 hovercraft
n01421333 cryptophyte
n03533014 kalian
n01809752 hoatzin
n03176763 emporium
n09436444 ski_slope
n02379430 walking_horse
n01636127 lungless_salamander
n13155095 bracteole
n03645577 lateen_sail
n02302969 luna_moth
n02890804 brake_pedal
n03015149 chesterfield
n12827907 manroot
n02898585 wedding_gown
n12399899 osage_orange
n09305898 thermal_spring
n08495908 aphelion
n11666854 dicot
n11870418 garlic_mustard
n07932454 spruce_beer
n02660640 pacific_halibut
n02446206 striped_skunk
n15091473 vitamin_b2
n03508485 heat_exchanger
n03423877 gas_lamp
n12263038 american_chestnut
n12319414 juglans_regia
n03836906 nylon
n02696165 alehouse
n02814338 beach_house
n02995871 centrifugal_pump
n03687928 longbow
n11791341 philodendron
n12510343 dak
n02686379 air_conditioning
n03103396 cooling_tower
n02488415 entellus
n02565072 smallmouth
n04189282 sheeting
n02200850 aedes_aegypti
n04102406 roller_coaster
n07842753 omelet
n03483823 pocket_calculator
n03087245 diffusion_pump
n03900194 patrol_boat
n08547544 crest
n02686121 airbus
n12374418 rock_rose
n07690273 muffin
n03818343 neon_lamp
n07899292 sweet_vermouth
n02976455 casement_window
n11712282 liriodendron_tulipifera
n02962200 carburettor
n07680517 breadstick
n01497118 sawfish
n04524941 velour
n04294879 stalls
n12593994 phoenix_dactylifera
n02926426 bustier
n04340521 stroboscope
n01758757 carcass
n04539407 viyella
n02396088 sow
n04250473 snips
n03560430 igloo
n02757061 audio_cd
n04559994 water_hazard
n02101670 field_spaniel
n04542329 voussoir
n07609728 turkish_delight
n03224490 doppler_radar
n03448590 gorget
n01751472 taipan
n04261281 souk
n00444846 scuba_diving
n04541987 voting_booth
n07605804 panocha
n13025647 yeast
n02863426 bodywork
n01439514 carp
n11632167 cupressus_macrocarpa
n01712752 ceratosaur
n08658309 soil_horizon
n07922147 perry
n11626152 sitka_spruce
n03146687 cullis
n01581166 canada_jay
n04585128 wilton
n02377388 gelding
n02682407 aeolian_harp
n03334912 spare
n07619881 tapioca
n03330947 hobble
n02708711 analyzer
n03272239 electric_fire
n01792955 sitter
n04053508 range_finder
n04261868 sound_film
n03173270 delft
n03216710 paper_cup
n04542095 voting_machine
n04354026 summer_house
n12285512 red_alder
n08659331 coalface
n12099342 sea_lavender
n13219422 horsetail
n01577035 sturnus_vulgaris
n04036303 qwerty_keyboard
n02415829 mouflon
n02942147 cambric
n11624192 atlas_cedar
n11944954 carduus_nutans
n05604434 abdominal_wall
n03848348 opener
n04002629 primary_coil
n02734725 architecture
n03209910 floppy_disk
n09452760 swell
n04197110 shipwreck
n01386007 pathogen
n04591517 wind_turbine
n12882779 foxglove
n03382104 forecastle
n04184316 shantung
n12904938 boxthorn
n02173373 japanese_beetle
n11961100 mum
n02366959 coypu
n11793779 calla
n06883725 swastika
n03066359 coil_spring
n11790936 peltandra_virginica
n02871824 boom
n04389430 tankard
n02970408 tote
n07567139 food_coloring
n01752585 vipera_berus
n02407390 holstein
n02387722 poster
n03724538 five_iron
n03108759 corer
n02495242 tree_shrew
n12718995 quassia
n01959492 giant_clam
n03904433 pedicab
n03169063 decoder
n02116450 raccoon_dog
n12545635 lotus_corniculatus
n02416104 barbary_sheep
n01580870 blue_jay
n04034367 quilting
n02486657 chacma
n13141797 cascara
n13065089 wheat_rust
n07896661 macon
n04474187 transport_ship
n03821518 newel
n01823013 cuckoo
n11821184 ice_plant
n04521863 variometer
n03588841 jabot
n03788498 motel
n03008177 charcuterie
n02976123 sheath_knife
n12270946 quercus_chrysolepis
n01396617 stentor
n03593222 japan
n07564796 pap
n04280845 spirometer
n02992795 scotch_tape
n11890022 woad
n02831335 berlin
n01484285 shortfin_mako
n03822767 newtonian_telescope
n04242408 sloop
n09411189 riparian_forest
n03231368 drawing_table
n10151760 guitarist
n01527917 skylark
n02243562 water_strider
n02285179 codling_moth
n12705013 milkwort
n02937010 cagoule
n13901490 bolus
n01646292 bufo
n13137951 bacca
n03166809 death_house
n02191273 tsetse
n01756089 prairie_rattlesnake
n01418498 leishmania
n04404200 teleprinter
n01687290 caiman_lizard
n02435853 mouse_deer
n03031012 cigarette_case
n03885028 scanty
n04477725 treasure_ship
n01755740 timber_rattlesnake
n02392824 white_rhinoceros
n02905036 broiler
n07931870 may_wine
n04241249 slip_on
n04261116 sorter
n03732458 maxi
n03637480 lanai
n03785237 moquette
n04364994 surplice
n03161016 dampener
n03553248 hydrogen_bomb
n03994008 powder
n12866459 salvia_divinorum
n01812662 columba_livia
n01988701 krill
n11782761 amorphophallus
n03318294 fairy_light
n02752810 atlas
n07607967 cough_drop
n01415626 eukaryote
n05584746 hangnail
n03258192 vacuum_bag
n01527194 accentor
n04973020 tan
n01897667 alula
n07615569 tutti_frutti
n02839110 billboard
n12974987 slime_mould
n02462213 coronet
n04247876 snaffle_bit
n03796522 mud_brick
n09818022 astronaut
n04127395 guardrail
n02962061 carboy
n07854707 string_cheese
n04185946 shaving_brush
n09361517 versant
n02080713 bearded_seal
n07690585 yorkshire_pudding
n04612026 yarmulke
n02631475 black_marlin
n02876084 bosom
n03686924 log_cabin
n02406859 devon
n02885108 boxcar
n12485653 buddleia
n04401680 phone_booth
n03384167 fork
n03215191 dive_bomber
n12890265 veronica
n02146201 red_bat
n03796605 mudguard
n04458843 touch_screen
n12086778 vanilla_planifolia
n12316444 liquidambar
n12168565 lobelia
n03426134 petrol_tank
n13880994 parallel
n02259708 treehopper
n03201638 dinner_dress
n03569494 inflator
n12321873 shellbark_hickory
n03332271 violin_bow
n04137355 sateen
n10605253 skier
n11769803 golden_trumpet
n03071021 cologne
n04304215 starship
n03629231 kurta
n03487533 hand_luggage
n03680512 loaner
n12764008 sugar_bush
n09874862 bridesmaid
n03805725 nail_polish
n04045644 balk
n03280216 electroscope
n11998888 cotton_thistle
n03517899 high_altar
n04434531 tie_rod
n02903126 brochette
n03934656 pieta
n12622875 agrimony
n12262018 weeping_beech
n03832144 nosewheel
n09223487 bladder_stone
n07805594 birdseed
n04513827 upholstery
n01937909 leech
n15092059 niacin
n02726017 ao_dai
n06273986 local_call
n01620135 california_condor
n06415688 jotter
n02387346 shire
n08249459 concert_band
n07719330 bamboo_shoot
n07651025 puree
n12836508 five_spot
n02907873 brownstone
n07887099 draught_beer
n02147591 cave_bat
n12382233 cirio
n07935504 water
n03347617 fire_tower
n02482650 bonobo
n11622368 grand_fir
n04532831 vibraphone
n03379204 football_stadium
n13862407 leaf_shape
n11508382 snow
n01965529 zebra_mussel
n09877951 brother
n01350701 yersinia_pestis
n01485479 basking_shark
n00476235 stickball
n01852142 wood_duck
n02065026 fin_whale
n12575322 vetch
n03539103 horseless_carriage
n03057920 coat_hanger
n01318279 hatchling
n04036776 rebate
n03002341 chairlift
n12321873 shagbark_hickory
n03369407 fluid_drive
n02527271 moray
n04135315 sanitary_napkin
n02102605 water_spaniel
n02337902 grasshopper_mouse
n03696445 lugger
n04398688 teaspoon
n03917814 permanent_press
n12782530 sundew
n02405929 angus
n03797264 mufti
n01322604 puppy
n03067339 cold_cream
n04506506 ultracentrifuge
n02381004 buckskin
n03982331 poolroom
n09245515 cirque
n07837545 cream_sauce
n09913593 cheerleader
n04402746 telephone_system
n02986160 cattle_guard
n02993194 cenotaph
