n02857477 boarding_house
n04534127 video_recording
n02112497 griffon
n03450734 gown
n02907391 bar
n03065243 coif
n03800933 musical_instrument
n02843276 birdcage
n03043693 clinker
n03120778 courtroom
n04210288 shrimper
n04330340 stove
n01622120 little_owl
n03018712 chinese_lantern
n07891433 saki
n01579729 chough
n04459122 touring_car
n03290096 ensign
n07882497 concoction
n03035252 big_top
n02414763 argal
n03360300 flatbed
n03128248 crayon
n12866162 clary
n03469493 gunlock
n02715712 antiaircraft
n02852173 blinker
n02420509 black_buck
n03432061 gearset
n13862407 leaf_shape
n02200509 wiggler
n03918737 organizer
n02935658 coffeehouse
n07751737 damson
n03057920 coat_hanger
n03981760 pontoon_bridge
n03251280 dry_cell
n03079616 companionway
n07890068 pale_ale
n01646802 american_toad
n00451635 motorcycling
n11544015 hepatica
n03473227 gyro
n03405725 furniture
n12914923 vervain
n03718458 manor
n03100490 transport
n03191561 dickey
n13869547 hook
n02672371 accommodation
n12320806 bitternut
n03309465 eyepiece
n06359657 portal_site
n01528845 meadow_pipit
n03249342 drugstore
n03612010 ketch
n03885535 larder
n04112752 rouge
n03199901 dory
n02630281 sailfish
n12435649 ramsons
n03719343 chimneypiece
n04289027 sprinkler
n03224753 dormer_window
n02317781 brittle_star
n02526425 elver
n03582508 ivp
n12785724 sedum
n12919847 leafy_spurge
n07587618 corn_chowder
n03729951 material
n12937130 wild_carrot
n04068441 refinery
n02785648 bandage
n04402057 line
n07752782 sultana
n02520147 mudcat
n02732572 arabesque
n11786539 colocasia_esculenta
n02852360 blister_pack
n03033986 circuit_board
n03391301 frame
n10253296 legal_representative
n02033561 curlew
n02839592 billiard_hall
n01913166 jellyfish
n03122295 conestoga
n01504179 fledgeling
n10780632 married_woman
n02799897 baseball_equipment
n12318378 walnut_tree
n04605726 wrapper
n02699770 reredos
n03730655 matrix
n03715669 mallet
n03237416 topper
n03446268 clubhead
n07567139 food_colouring
n03387653 foundry
n03372549 flute
n03235979 dray
n04131929 salver
n02073250 sea_cow
n04567593 weather_satellite
n03684823 locomotive
n11954161 creeping_thistle
n02405101 aurochs
n03973945 pod
n11797321 aralia
n07574923 brunch
n03309808 cloth
n02921029 bunsen
n03629100 kurdistan
n03258192 vacuum_bag
n03381126 footwear
n04517211 uzi
n04236377 arm
n04329681 storm_cellar
n01847170 duckling
n04373894 blade
n12217453 grevillea
n12136392 rattan
n13156986 palmate_leaf
n12421137 hippeastrum
n03738472 mechanism
n03376279 folder
n04102618 roller_skate
n02881906 bowline
n04064401 record_player
n02970849 cart
n10001217 deliverer
n07721195 pimiento
n07572616 larder
n07880080 teriyaki
n14915184 ice
n04043733 radio_set
n04111190 rotating_shaft
n03113657 costume
n02366002 agouti
n04365112 surrey
n03171635 defibrillator
n04472243 transmission
n07895962 sauvignon_blanc
n03423568 gasometer
n12596849 cabbage_palm
n07560903 diet
n11844371 sahuaro
n02584449 caribe
n07732904 watercress
n07824702 paprika
n11614420 ponderosa_pine
n13919919 keel
n01478511 hag
n02788572 baptistery
n04330340 range
n04206225 shot_glass
n07721942 cayenne
n01639765 toad
n02417387 angora
n04050066 rake
n01341090 rotavirus
n07867883 fondue
n02905036 broiler
n01848840 baldpate
n07710616 murphy
n07687381 baguette
n01560105 nightingale
n06266973 rotogravure
n03628215 koto
n01620414 carrion_crow
n03516996 superheterodyne_receiver
n11782761 amorphophallus
n03322570 farm_building
n01646388 agua
n07774596 macadamia_nut
n04524716 velocipede
n03736147 meat_hook
n04464852 tracked_vehicle
n02809241 batiste
n03743902 monument
n13880994 parallel
n03858418 puff
n01916481 sea_fan
n11487732 sundog
n13145250 muscadine
n02855390 torch
n12574866 gorse
n01055165 bivouacking
n03492250 harbour
n03809211 spikenard
n01630284 newt
n02810782 battery
n02556846 perch
n03612965 tympani
n11760785 calliandra
n01544704 honeycreeper
n07568818 roughage
n07572957 canned_goods
n04334599 street
n03467517 guitar
n02925666 buskin
n02645538 bullhead
n10763383 waiter
n03045228 clipper_ship
n07921615 hard_cider
n07904934 ouzo
n04970059 purple
n07721456 chile
n02896074 breechblock
n07886463 aperitif
n03905730 rowlock
n03356559 flamethrower
n07893253 rose
n09208496 asterism
n02940385 call_centre
n12732756 cottonwood
n11699751 oregon_grape
n03281524 elevator
n02843553 bird_feeder
n10304914 medallist
n07931612 white_russian
n07744559 black_currant
n04560113 water_heater
n04236001 sleeping_car
n04963740 dark_red
n07578093 spread
n07605040 cotton_candy
n02968333 carrell
n07607492 life_saver
n02066707 toothed_whale
n04315948 stereo
n11844371 saguaro
n03158668 dado
n02813752 bazooka
n05486510 cortex
n01936671 lugworm
n07722888 red_onion
n03543012 hot_line
n01579260 raven
n03543394 hot_rod
n02753044 atomic_bomb
n04229007 skidder
n04347519 submachine_gun
n03685486 lodge
n04134008 sandbag
n01424420 malaria_parasite
n12639736 bullace
n03325941 trilby
n10735173 typist
n02448318 ratel
n02883101 bowstring
n04393549 tapis
n06271778 telecommunication
n03696568 lugsail
n03768916 mineshaft
n03238131 dressing_room
n12407715 chinese_elm
n02708711 analyzer
n02261419 booklouse
n02335127 water_rat
n02135220 civet
n03309808 material
n02757714 audiotape
n13198054 fiddlehead
n03945928 pipe_cleaner
n07743723 teaberry
n04549629 wand
n02897097 bren_gun
n04143897 scarf
n02264885 green_lacewing
n03145719 cue_ball
n12320627 pignut
n02965300 cargo_ship
n07879174 sukiyaki
n12196336 flame_tree
n07005523 lobe
n07823105 chutney
n03912218 whistle
n12741222 soapberry
n07687381 baguet
n02085272 lapdog
n02871314 bookmobile
n03859958 getup
n02130086 tigon
n12929403 camelia
n04237423 slicer
n04222210 single_bed
n06263202 free_press
n03516844 wellington_boot
n01636829 dusky_salamander
n02079851 common_seal
n01567133 wood_warbler
n04603399 workstation
n01681940 horned_lizard
n05449959 leukocyte
n02546331 ribbonfish
n04598582 woodwind_instrument
n04167489 seeker
n03166514 deanery
n13131618 petiole
n07904760 hollands
n04560882 water_jump
n02795528 gun_barrel
n03438071 cincture
n03631922 lacquerware
n03381231 forceps
n03067093 cold_cathode
n04377057 system
n10514429 referee
n02692232 drome
n01784293 tardigrade
n07832902 salad_dressing
n02955065 cap
n02856013 blue_chip
n03563710 implant
n03689157 loom
n01946630 nerita
n07853560 goat_cheese
n03744276 storage
n11723986 baneberry
n00454493 trolling
n03094159 contact
n02250822 mealybug
n12370174 mamey
n02823848 beer_hall
n03278248 electronic_equipment
n01697611 crocodylus_porosus
n04294879 stable
n02177775 deathwatch_beetle
n12193665 wineberry
n03089477 cone_clutch
n03556679 ice_axe
n01641206 wood_frog
n00474568 ball
n07680932 bun
n12934985 water_hemlock
n12311579 syringa_vulgaris
n02013177 whooper
n02934168 transmission_line
n14853210 high_explosive
n02780815 tutu
n04514241 uplift
n02481366 mountain_gorilla
n02081927 pacific_walrus
n03885535 pantry
n02960903 carafe
n09403734 mountain_range
n02631330 blue_marlin
n04206225 pony
n01564773 blackcap
n03492087 hansom
n02295064 noctuid
n03225108 dormitory
n04037964 racing_boat
n03601442 jdam
n04303497 stapler
n02687821 hangar
n12074408 butterfly_orchid
n04165945 security
n04234455 spline
n03072201 colour_television
n11630017 cedar
n04562122 scooter
n03791235 motor_vehicle
n12328567 purple_loosestrife
n04409128 tender
n03490884 hanger
n02524524 hake
n12399899 osage_orange
n07756325 honeydew_melon
n03273551 electric_organ
n02504770 mammoth
n03915118 percolator
n12937130 daucus_carota
n03158414 dacron
n04473108 fanlight
n10340312 player
n11877860 rutabaga
n02300173 silkworm_moth
n02869737 bongo
n03719743 mantilla
n13067330 ustilago_maydis
n01321579 offspring
n01694709 monitor
n12708941 bergamot_orange
n04294879 horse_barn
n04328703 storage_ring
n07897438 riesling
n03863262 overall
n02185167 crab_louse
n03645577 lateen_sail
n03349020 firing_pin
n00453396 ducking
n01552813 ovenbird
n02421136 addax
n04164002 secondary_winding
n03228967 dovetail
n03316406 manufactory
n03222722 doorcase
n02270623 silverfish
n03606347 jury_box
n01623706 scops_owl
n12340581 water_gum
n03653110 leatherette
n13897528 hypotenuse
n07595180 caramel
n07933891 herbal_tea
n03548086 hubcap
n04030161 pix
n02783459 ball_valve
n04542595 vox_humana
n06998748 graphics
n03881404 panchromatic_film
n06263369 press
n02143439 horseshoe_bat
n02890804 brake_pedal
n04081844 restraint
n01791954 bantam
n03384891 eveningwear
n12510343 palas
n04445952 toggle
n03013006 chemical_reactor
n09336555 lather
n04197110 shipwreck
n03916720 peripheral
n04187233 sheathing
n12727518 goat_willow
n01906749 sponge
n07876893 scrapple
n07752514 dried_apricot
n04040373 radial_engine
n04961331 pearl
n03896984 master
n03212811 distillery
n07860208 treacle
n08238463 form
n04447028 toilet_bowl
n03237992 dressing_gown
n02146201 red_bat
n07915213 grasshopper
n07599998 gum
n03602081 jolly
n03863923 outer_garment
n04343511 student_center
n03033986 board
n03365592 flooring
n07610620 baked_alaska
n03492087 hansom_cab
n03343737 fire_alarm
n12278107 shumard_oak
n01743605 python
n02045369 auk
n02947977 candid_camera
n02933462 cabinet
n01616086 fish_eagle
n03616428 kickstand
n01497118 sawfish
n04592465 wine_maker
n11545350 pecopteris
n07726095 garbanzo
n03378174 food_processor
n01806467 green_peafowl
n02766534 perambulator
n03920737 underskirt
n12074408 oncidium
n08492461 agora
n00479887 squash
n11547562 fern_ally
n02776205 bait
n03002096 chair
n09899289 cashier
n00450335 riding
n03107488 cords
n03191776 dickey
n02862048 cataphract
n03558176 ice_rink
n02813981 b_battery
n02963302 card_catalogue
n11625804 picea_mariana
n03297103 espadrille
n12566954 kudzu
n02191273 tsetse_fly
n12260799 beech
n10707233 healer
n03716887 mandola
n11619455 western_larch
n08578517 benthos
n03163222 dashboard
n02801938 basket
n04058096 reading_room
n03064935 cog
n12558425 lima_bean
n12683407 scabiosa
n04532504 sacristy
n07697825 poor_boy
n04346511 style
n12513933 redbud
n03790755 motor_hotel
n03717131 manger
n12129738 phalaris_arundinacea
n01596273 sand_martin
n03369866 flume
n12413419 orris
n02840515 bindery
n12510343 dhak
n04180888 sextant
n04261281 souk
n07697825 zep
n11979715 jerusalem_artichoke
n03697552 lunchroom
n03090000 council_board
n04502851 twenty_two
n02848921 blank
n02291748 clothes_moth
n04390977 spigot
n03678879 driving_axle
n11821184 ice_plant
n04191943 shelter
n03669245 limber
n07595180 caramelized_sugar
n02027897 greenshank
n03549473 hunting_knife
n10618342 soccer_player
n03409393 gable_end
n07907831 sour_mash
n02413917 cheviot
n09305031 hollow
n01546506 broadbill
n07728053 snap
n03186818 dial
n01935395 wiggler
n03722288 mart
n03483230 handbell
n04517408 vacation_home
n12245319 azalea
n01318894 pet
n07712267 yam
n07771731 brazil
n03005033 chancellery
n02379329 morgan
n02404573 brahma
n07749969 grapefruit
n01441117 dace
n01591697 titmouse
n12477163 agave_americana
n03825271 ninepin
n01935395 earthworm
n03313333 facade
n03157348 cymbal
n10732010 cornetist
n11680596 pollen_tube
n10582746 military_man
n04123123 sackbut
n01464844 yolk
n02901114 briefs
n01595624 martin
n04208936 shower
n02978055 casket
n11632619 mediterranean_cypress
n03480719 hackamore
n03170292 decoupage
n02135220 civet_cat
n04307878 steakhouse
n03674842 linocut
n03764276 military_vehicle
n09400987 pulsar
n04487724 troop_transport
n02312006 grub
n04571686 weir
n03407865 fusee
n03894677 parts_bin
n10283170 major
n04951373 light
n04368496 swallowtail
n01984245 norway_lobster
n07697825 torpedo
n04417809 house
n07690273 muffin
n03344305 fire_bell
n04196502 merchant_vessels
n02898369 brickwork
n03433877 generator
n07585557 chicken_soup
n13065089 wheat_rust
n07859951 molasses
n03965456 shopping_centre
n07901587 john_barleycorn
n10500217 queen
n03167978 deck
n03375171 foghorn
n02127678 caracal
n02809605 baton
n07909954 curacoa
n01976146 decapod
n04962240 charcoal_gray
n03289985 ensemble
n00474769 hardball
n01453475 boarfish
n02766534 stroller
n07899533 chenin_blanc
n12141385 grain
n02953197 cantilever_bridge
n02960690 karabiner
n03260504 dynamo
n12754648 field_maple
n04137897 satellite_tv
n07840395 curry_sauce
n02912894 bugle
n04450465 pickup
n03518305 tallboy
n12168565 lobelia
n01489920 blacktip_shark
n12939874 cow_parsnip
n04168541 seine
n02567633 rock_bass
n01569060 blackburn
n02551668 billfish
n01852400 mandarin_duck
n02814338 beach_house
n09437454 side
n03986355 portfolio
n07580053 side_order
n04972451 umber
n01808291 rock_partridge
n04330340 kitchen_range
n11791341 philodendron
n02904505 broadside
n03319457 false_face
n10421470 pharmacist
n03631177 lace
n02348788 pocket_mouse
n02461128 tamandua
n07846143 dried_milk
n04341686 structure
n04223299 vest
n12166424 luffa
n02873839 kiosk
n04132985 samovar
n02755140 attache
n03408340 fustian
n03993403 poultice
n04963111 sanguine
n02378870 prancer
n12009047 golden_glow
n04146862 school_ship
n07608866 praline
n02407625 hereford
n03870546 pack
n03491724 halter
n10109443 freak
n07822197 catsup
n02011281 broadbill
n02457945 unai
n03296328 scarp
n07606669 jelly_bean
n02014524 chunga
n02312427 pupa
n02548247 anglerfish
n02991302 cell
n03078670 commutator
n01484097 mako
n03615563 khakis
n01498699 butterfly_ray
n01916187 gorgonian
n04216860 sifter
n03326795 felt
n04251701 snowbank
n02132580 grizzly
n03986562 porthole
n11991263 blazing_star
n07616487 sundae
n04213530 sickroom
n03649161 lavalliere
n03919430 pounder
n02095727 welsh_terrier
n02884994 box_camera
n07698250 gyro
n03356858 rim
n04029734 pyrometer
n02935658 coffee_bar
n07724492 cos
n11996677 mutisia
n03106722 cord
n11823436 tumbleweed
n07624466 turnover
n04048441 railroad_tunnel
n03321954 fan_vaulting
n07868508 frittata
n02002075 stork
n04179126 sewer
n04581102 whitewash
n01397690 arame
n04508949 underwear
n12345899 mangrove
n07803992 wheat_germ
n03940894 pin
n04566756 weathercock
n04520170 van
n02417242 cashmere_goat
n03598151 jib
n04278353 spinet
n07705931 edible_fruit
n00007846 person
n02431122 wapiti
n07822518 cayenne_pepper
n12882779 digitalis
n12405714 elm
n03036469 plain_clothes
n02649546 flathead
n04578934 whisk
n03429771 gauntlet
n03007130 chapel
n01649170 spadefoot
n12189987 baobab
n04112654 rotunda
n03013438 shift
n03971218 plywood
n07827410 sesame_seed
n03141612 cruse
n07882497 mixture
n03919289 pestle
n06417096 breviary
n07911061 ratafia
n12377198 dipterocarp
n03323096 farmstead
n02128598 leopardess
n04384910 tail_lamp
n03811847 naval_equipment
n07932841 tea_leaf
n12656909 salmonberry
n02821943 bedroom_furniture
n02735538 rubber
n02778294 baldric
n04579986 white
n04238128 slide
n03384891 evening_clothes
n03340723 viewfinder
n03125588 crackle
n02997607 ceramic_ware
n03688605 long_trousers
n02977619 casing
n03412058 art_gallery
n02728440 dress
n03556679 piolet
n07915491 julep
n02580679 jack_mackerel
n12401684 fig
n08596076 sands
n03785721 morion
n02775897 bailey_bridge
n03503997 headlight
n07921239 turkish_coffee
n02434954 muntjac
n01611969 kestrel
n01857325 brant
n03016609 chicken_wire
n03845190 oiler
n13188096 davallia
n04525821 venn_diagram
n03555662 hypo
n02726210 apadana
n04518343 vacuum_gauge
n02859184 sailor
n07730406 celery
n01888411 doe
n09308572 iceberg
n01847806 anas_platyrhynchos
n04590746 wiper
n04955160 gloss
n07802417 food_grain
n02133704 black_bear
n12029635 coltsfoot
n04247011 smokescreen
n12889713 torch
n03965907 plait
n04137089 sash_window
n04529108 vernier_scale
n02643836 stonefish
n03259505 habitation
n03619396 outfit
n02071636 globicephala_melaena
n03382413 foredeck
n03343737 smoke_alarm
n02422391 topi
n03846431 olympian_zeus
n01637112 climbing_salamander
n03688504 long_tom
n04127904 canvas
n02947660 narrow_boat
n02129837 bengal_tiger
n04963588 deep_red
n01620414 black_vulture
n03907654 penal_institution
n03216402 diving_suit
n02848523 vane
n02703275 ammunition
n03667664 exposure_meter
n04953678 iridescence
n04239639 sling
n11984542 inula
n04541987 voting_booth
n11625003 picea_abies
n07683617 pita
n04563204 waterwheel
n03911767 penlight
n12939874 hogweed
n03691817 waiting_room
n04079933 resistor
n03392648 francis_turbine
n11882426 toothwort
n03421324 garter_belt
n03487533 hand_luggage
n02413717 lincoln
n12651229 pyracantha
n09262690 dale
n01577035 common_starling
n13030337 elf_cup
n04146050 school
n12640607 apricot_tree
n07589543 brunswick_stew
n03105214 coquille
n03775388 mixer
n04607869 wrist_watch
n02700258 altimeter
n02117900 spotted_hyena
n02932019 cabin
n12104501 pasturage
n01814755 tumbler
n01757677 massasauga
n13100677 vine
n08596076 litoral
n12340383 tupelo
n03073296 colt
n04422875 thermostat
n01616086 osprey
n07886057 home_brew
n02593019 snapper
n03046133 cloche
n02869249 castanets
n03219483 dollhouse
n02372584 cony
n02565324 largemouth
n02922292 tumulus
n03250279 drumhead
n03864356 overhang
n12511856 caragana
n02043063 tern
n03358172 flash
n02245111 firebug
n12146311 zoysia
n04402984 telephone_wire
n03256166 dumper
n02730265 applicator
n03053976 lounge_car
n03528901 home_base
n07740220 delicious
n02079851 harbor_seal
n07764847 aguacate
n12277578 english_oak
n11949402 camomile
n02961035 caravansary
n12363301 dillenia
n04123567 sacking
n04130143 salad_bar
n01821554 carolina_parakeet
n02644113 rockfish
n04030274 pix
n11845557 echinocactus
n03971321 pneumatic_drill
n00464478 water_polo
n03802393 muslin
n01717467 velociraptor
n11807979 pink
n04285965 sport_utility
n02753044 atom_bomb
n03422072 gas_burner
n03518631 high
n06278338 cable_television
n07722052 red_pepper
n03995265 power_cord
n03665232 ligature
n01754370 copperhead
n09331251 lakefront
n02083346 canine
n01741562 constrictor
n07697825 submarine_sandwich
n07933154 tea_bag
n03359436 flash_memory
n12916511 teak
n01478511 hagfish
n02855390 blowtorch
n02733524 arch
n03016737 chicken_run
n03999064 prefab
n11759224 albizia
n02836392 bier
n04226826 skeleton_key
n00441073 ski_jumping
n03625646 knitting_needle
n02505238 columbian_mammoth
n07580359 casserole
n02683323 afghan
n04281260 spittoon
n01754533 water_moccasin
n11757851 huisache
n03300443 ethernet_cable
n04587327 windjammer
n07763629 kiwi
n02824058 stein
n11625632 white_spruce
n03051540 wearable
n06266878 news_photography
n04404997 television_camera
n03308152 extractor
n03687928 longbow
n04095577 riveter
n04072193 regulator
n02472987 world
n04552696 warship
n12320627 pignut_hickory
n03253886 duffel
n07754451 breadfruit
n03543112 hot_pants
n07689842 zwieback
n04351550 rooms
n01368672 klebsiella
n07908812 benedictine
n02887970 bracelet
n04181083 sgraffito
n02402425 cows
n07889274 malt_liquor
n04491388 billy_club
n04115802 royal
n04302988 stanley_steamer
n03326073 feedback_loop
n02981321 catalytic_converter
n04028315 puzzle
n07857731 hummus
n02831724 berth
n02433925 reindeer
n13055577 boletus_edulis
n11892029 stock
n03539678 horse_trail
n09376526 sea_bottom
n04973816 indian_red
n07581775 cocktail
n12599185 buckthorn
n07713895 chou
n02388276 trotting_horse
n10605253 skier
n03766322 millinery
n13653902 peak
n02485371 grivet
n12662772 coffee_tree
n03129001 creamer
n01456756 seahorse
n07696527 butty
n07852229 stilton
n03340923 finery
n09206985 raise
n11788727 pothos
n09433442 shore
n01381044 streptococci
n03437430 gilding
n02746365 heavy_weapon
n02056728 emperor_penguin
n04098513 rocker
n01995514 fairy_shrimp
n12194147 silkwood
n12646397 islay
n04186268 shaving_foam
n02881757 bowler_hat
n04449290 tolbooth
n04061793 reception_room
n12765115 pepper_tree
n07920872 mocha
n03948459 pistol
n03679712 sitting_room
n12235051 mayflower
n03460297 grindstone
n02377063 ridgling
n03223686 doorstep
n07890750 mead
n03156279 cylinder
n03484931 magnifying_glass
n04549919 hospital_ward
n12557064 kidney_bean
n07684164 matzo
n04971313 rose
n02576575 jack
n02917377 bullhorn
n11892637 stock
n03963645 playground
n07723330 salad_greens
n02887970 bangle
n04321453 stob
n01952712 physa
n03794136 mousse
n03539433 shoe
n12606545 spiderwort
n02419336 chamois
n04185071 sharpener
n03619396 kit
n12657082 salmonberry
n03698604 luxury_liner
n04105893 room
n07575510 tea
n07567980 kibble
n03424630 petrol_engine
n11737534 pasque_flower
n04534520 videotape
n02726017 ao_dai
n12695144 mahogany
n03002816 chalet
n02682569 aerator
n02056228 adelie
n03396580 friary
n10151760 guitar_player
n02961035 khan
n02428349 oryx
n02469472 tadpole
n04174705 serration
n13882201 pentagon
n04206790 shot_tower
n02084071 canis_familiaris
n12373100 pawpaw
n03506370 health_spa
n07595914 powdered_sugar
n02449350 wolverine
n02045864 razorbill
n02512830 game_fish
n03947798 pique
n03013580 chemise
n04422727 thermos
n02496913 lemur
n04283585 spokeshave
n00464894 golf
n04010927 prong
n03767112 millstone
n12461466 squill
n07887967 light_beer
n04246271 smocking
n04244379 penstock
n04257223 soft_pedal
n11801392 birthwort
n07642471 conserves
n01488038 whale_shark
n04062428 reclining_chair
n03455488 headstone
n01493541 spiny_dogfish
n04387706 tamp
n12501202 tamarindo
n03561573 imaret
n12655869 raspberry
n02726681 apartment_building
n04369025 swathe
n03420801 garrison_cap
n04397452 teacup
n02551134 halfbeak
n03783873 monoplane
n02275773 tortoiseshell
n01500854 devil_ray
n03412058 gallery
n02783324 ballroom
n07605944 gumdrop
n01730960 coluber_constrictor
n03476313 hairpin
n03039827 cleaners
n03502200 headboard
n04570958 weighbridge
n03610524 dog_house
n03339529 film_advance
n11758276 golden_wattle
n07815588 peppercorn
n04062807 scout_car
n02625851 cero
n02640626 white_sturgeon
n03751757 metal_detector
n12562785 roble
n04604806 worm_gear
n03173387 delicatessen
n03233905 drawer
n00449892 camel_racing
n12289433 filbert
n04042985 radiometer
n03785237 moquette
n03036469 civilian_clothing
n02278839 emperor
n07869775 shish_kebab
n03365374 floodlight
n03284886 enamel
n02414290 merino
n11815491 campion
n12640607 apricot
n02872529 relay_transmitter
n03150232 curler
n03239054 white_tie
n03672827 line_printer
n00470830 hurling
n03708036 magnetic_tape
n02831894 besom
n04602840 workings
n07902937 arak
n02437136 camel
n01691217 legless_lizard
n02910542 buckram
n09461069 trapezium
n07924747 grapefruit_juice
n03719053 hall
n04587404 windmill
n03334382 fieldwork
n03795976 film_projector
n07735687 radish
n12953484 royal_fern
n01836087 whippoorwill
n06277280 telecasting
n03221059 domino
n04267246 spandrel
n09877951 sidekick
n11618290 black_pine
n02670683 accelerator
n07748157 clementine
n02817799 reed_instrument
n04120842 runway
n04196502 cargo_ships
n12286068 green_alder
n02712545 angle_iron
n02424486 greater_kudu
n04245847 smart_bomb
n02432511 mule_deer
n07611991 mousse
n04516354 used_car
n04389521 tank_car
n13915023 ovoid
n04295777 staddle
n12566331 red_sanders
n13001041 mushroom
n03338287 filling
n02080415 elephant_seal
n12305475 red_ash
n02301935 emperor
n03370646 fluoroscope
n02795978 hurdy_gurdy
n02541687 tarpon
n02840134 binder
n02652132 butterflyfish
n02478875 proconsul
n02295064 owlet_moth
n03821145 neutron_bomb
n04492375 truss
n03197446 digitizer
n02962061 carboy
n03957762 gypsum_board
n10155849 hairdresser
n03944024 pintle
n07819480 mustard
n02200850 aedes_aegypti
n11813077 sandwort
n12034141 old_maid
n07927931 dope
n04292414 bat
n03809686 narthex
n06272803 phone_call
n08376250 concatenation
n04282231 splicer
n11811473 catchfly
n01535469 whitethroat
n09376198 ocean
n04538249 viscometer
n04498873 turbogenerator
n03911658 penknife
n03343234 fipple
n07697825 hoagie
n06273743 call_waiting
n04449966 tomahawk
n04345201 study_hall
n03004824 sanctuary
n04449966 hatchet
n10599806 singer
n02786611 bandolier
n10536416 rock_star
n07710616 potato
n03517899 high_altar
n01636127 lungless_salamander
n04531098 vessel
n04224395 siren
n03719053 residence
n04181228 hamper
n04401088 telephone
n07606538 peppermint
n13912540 stemma
n13145444 vinifera
n09990777 dance_master
n03532919 hook
n09437454 slope
n09359803 mountain
n03842377 auxiliary_equipment
n03688943 lookout
n09259219 crater
n08505018 bush
n02300797 silkworm
n01322221 baby
n02842573 biplane
n11748002 legume
n02887209 brace
n02859184 leghorn
n03671914 linac
n03772269 mint
n11885856 draba
n03825080 sleepwear
n02686568 aircraft
n01948573 limpet
n00448466 skating
n02539894 round_whitefish
n07642471 preserve
n07865700 coquille
n04267435 spanker
n03145384 cudgel
n03333610 sports_arena
n04069166 reflectometer
n07723559 lettuce
n01851375 broadbill
n07695652 graham_cracker
n02901620 brigantine
n04345028 study
n03935234 piggery
n02413050 black_sheep
n11998888 scotch_thistle
n03580845 interphone
n12400489 breadfruit
n02561514 muskellunge
n02887079 brace
n03215508 dual_carriageway
n04497442 tun
n04128710 sailcloth
n01606177 tercel
n07853762 grated_cheese
n02766534 pram
n12139575 cordgrass
n02967782 carpet_sweeper
n03171356 defence
n12389130 heartsease
n11627168 hemlock
n02753044 plutonium_bomb
n07567139 food_coloring
n07572353 victuals
n04247736 buffet
n04229620 ski_jump
n07569106 flour
n00440039 running
n02696843 alidade
n02810471 electric_battery
n02995998 extractor
n03553248 hydrogen_bomb
n13027557 aspergillus_fumigatus
n03158414 terylene
n04102406 roller_coaster
n03045228 clipper
n03549589 hurdle
n07831663 wine_sauce
n01936671 lug
n03875955 paintball_gun
n04278605 spinner
n07654148 barbecue
n15092227 vitamin_d
n03496296 cembalo
n03236093 dreadnought
n07895839 merlot
n02801184 basilica
n10091651 fireman
n01935395 crawler
n07616748 banana_split
n01850373 goldeneye
n04447443 toiletry
n11719286 peony
n12584715 sugar_palm
n04464615 trackball
n11712282 liriodendron_tulipifera
n02537085 trout
n02519862 blue_catfish
n04045644 rafter
n02861886 body
n13918387 tongue
n02414290 merino_sheep
n07734017 tomato
n03639497 land_line
n12167075 luffa
n04097760 roaster
n02015554 crake
n02758134 auditorium
n04121228 rushlight
n02670186 throttle
n04592005 wine_barrel
n07936093 sugar_water
n03316406 factory
n02508021 racoon
n07607967 cough_drop
n02431122 american_elk
n12501202 tamarind
n02176439 skipjack
n07628068 phyllo
n04094060 ripcord
n04110654 rotary_engine
n07771731 brazil_nut
n09366317 elevation
n11658544 black_pine
n03831382 noseband
n03912218 tin_whistle
n04070003 reformer
n02406174 dairy_cattle
n02405929 angus
n07908411 absinthe
n09384106 pallasite
n03163222 fascia
n03422072 gas_jet
n03530910 hood
n01035504 last_supper
n01754876 rattlesnake
n03880032 pallium
n11621547 abies_alba
n12482668 spanish_bayonet
n02333546 rattus_norvegicus
n03657511 body_suit
n11723227 monkshood
n02450677 beech_marten
n04339638 strip
n12401684 common_fig
n07900616 madeira
n03429682 gauntlet
n13862407 leaf_form
n04450994 tongue
n03686924 log_cabin
n04393808 tappet
n03506560 hearing_aid
n04955160 polish
n03051249 clothespin
n02824448 bell
n02912557 buggy
n02766168 babushka
n03354207 fixer_upper
n11849271 mescal
n06272803 telephone_call
n03333129 glass
n01882125 flying_squirrel
n07740033 cortland
n07592317 chicken_stew
n13878306 ellipse
n02834778 bike
n03169063 decoder
n12663359 robusta_coffee
n07735052 salsify
n03767459 mimeo
n07697825 cuban_sandwich
n04002629 primary_coil
n07847047 buttermilk
n05418717 vein
n03471030 gusher
n02914991 complex
n07703889 hasty_pudding
n10542761 runner
n04178190 seventy_eight
n07895237 bordeaux
n02688443 airfoil
n01319685 by_catch
n07928998 sarsaparilla
n09302616 highland
n15092227 cholecalciferol
n01976957 crab
n02925107 bushing
n07896287 dessert_wine
n03057841 coatee
n02760658 automatic
n04566257 munition
n12393269 ramie
n10101308 football_hero
n04961331 ivory
n04405907 television_receiver
n03237416 high_hat
n02427470 kob
n03758220 mezzanine
n02069974 tursiops_truncatus
n03456665 topcoat
n01503061 bird
n02378755 steed
n12659356 spirea
n03097362 control_center
n11614713 jeffrey_pine
n12135898 millet
n04233715 slacks
n12730143 salix_repens
n07576969 clambake
n04069777 training_school
n02682311 adz
n03722288 marketplace
n04346157 stun_gun
n07813579 seasoned_salt
n03859495 outerwear
n03024233 choir_loft
n01835276 nightjar
n07870167 lasagna
