n03158668 dado
n02592055 sheepshead
n04351699 suiting
n01784293 tardigrade
n01462544 gastrula
n04083649 retort
n09384106 pallasite
n02527271 moray
n03102859 cooling
n00445226 water_skiing
n12047345 brassavola
n11725623 thimbleweed
n09283405 foothill
n01972541 cuttle
n03529175 homeroom
n02709637 anchor_chain
n04231905 skivvies
n02350989 jumping_mouse
n03137579 crosspiece
n02686227 air_compressor
n01615458 ern
n07886317 kava
n07608098 marshmallow
n08659242 coal_seam
n03865557 overpass
n01533000 purple_finch
n04395651 tattoo
n04285803 activewear
n03954393 planchet
n03795976 film_projector
n02888569 bracket
n01731764 coachwhip
n07609728 turkish_delight
n02551134 halfbeak
n03707766 magnetic_stripe
n08558770 sheikhdom
n02932693 second_class
n07857356 wasabi
n03711044 mail_train
n03440682 glockenspiel
n04343511 student_center
n02956393 capital_ship
n02470238 simian
n02793842 barn_door
n11687789 microspore
n11783920 anthurium
n01855188 smew
n04064747 record_cover
n11758122 lightwood
n04384910 tail_lamp
n12963628 powdery_mildew
n03499468 hauberk
n03173929 delivery_truck
n01750167 death_adder
n04142175 scaler
n00440382 broad_jump
n13879049 quadrate
n12365158 maria
n07887967 light_beer
n01897667 alula
n02549248 frogfish
n03216710 paper_cup
n12520406 guar
n03221059 domino
n09248399 coastland
n11950345 chrysanthemum
n13897198 ellipsoid
n03435743 georgette
n04560113 water_heater
n01469723 salp
n11769621 allamanda
n12146311 zoysia
n04973816 indian_red
n04448070 toilet_water
n03272239 electric_heater
n04969242 azure
n02419634 takin
n02823124 pager
n03424630 petrol_engine
n07860331 grenadine
n01928517 nemertean
n07821610 tarragon
n03435593 geodesic_dome
n01809106 guinea_fowl
n03114839 cotter
n03536122 tailplane
n07907161 irish_whiskey
n02241426 true_bug
n07731436 postum
n12201580 theobroma_cacao
n02538216 speckled_trout
n12927758 tung
n04062807 scout_car
n07624757 knish
n03952576 pizza_shop
n02286089 lymantria_dispar
n08249459 military_band
n02506947 plantigrade
n03572631 inlay
n03229526 downstage
n03821518 newel_post
n03232417 drainage_system
n01554448 woodcreeper
n01713764 tyrannosaur
n03466839 guildhall
n03393761 freewheel
n04401680 call_box
n03495941 harpoon_gun
n07890617 kvass
n01880473 potoroo
n03267821 elastic_bandage
n01875313 common_opossum
n03672827 line_printer
n13001206 toadstool
n03383099 foresail
n02723165 antiperspirant
n08521623 burial_site
n07727458 black_bean
n03801533 vaudeville_theatre
n03674270 data_link
n11602091 coontie
n07894703 montrachet
n03561047 ignition_key
n12023726 tansy
n11902200 papaver_rhoeas
n11542137 sphagnum
n07584423 borsht
n06267758 school_paper
n12477163 agave_americana
n04973291 beige
n08551296 eparchy
n13079073 monilia
n03119203 general_store
n08555710 crawl_space
n04539407 viyella
n04245508 small_stores
n11791569 pistia
n02994573 center_punch
n01357328 botulinum
n07904865 grog
n03582508 ivp
n03906463 pelham
n12991184 reindeer_lichen
n03225108 dormitory
n03222857 doorjamb
n13865904 heart
n04139395 sauna
n11689815 cottonseed
n07852376 gorgonzola
n02871005 bookend
n11961100 mum
n03768823 minelayer
n12764008 sugar_bush
n02031298 eurasian_woodcock
n04121228 rushlight
n13898645 spheroid
n04273796 speed_indicator
n07812184 spice
n03332393 field_gun
n02807616 bathrobe
n07564515 macrobiotic_diet
n02962414 car_carrier
n07910152 grand_marnier
n02106854 police_dog
n03501152 hazard
n02965216 cargo_liner
n02670935 accelerometer
n03628831 crumhorn
n03555217 hypercoaster
n07806774 green_salad
n01852671 muscovy_duck
n04048441 railroad_tunnel
n04969798 peacock_blue
n02692513 air_pump
n00467320 quoits
n03540914 hospital_bed
n03237992 dressing_gown
n03196598 digital_display
n07904072 kirsch
n07828642 vanilla_bean
n02710201 mechanical_man
n02432511 mule_deer
n03492922 hard_hat
n08618831 perihelion
n06273414 call_forwarding
n07680313 bap
n13862552 equilateral
n07613266 tiramisu
n02434954 muntjac
n01758757 carcass
n07726525 mushy_peas
n07902121 ethyl_alcohol
n07740033 cortland
n04561287 water_meter
n04016846 psaltery
n03448031 gordian_knot
n07899976 generic
n03923379 phial
n02427576 lechwe
n07684164 matzah
n12051103 red_helleborine
n12390099 pale_violet
n04064747 record_sleeve
n03592931 jammer
n03825271 ninepin
n12443323 aspidistra
n12081215 greenhood
n04499062 tureen
n02992795 scotch_tape
n11730015 blue_jasmine
n07591162 oyster_stew
n03149135 curb_bit
n03653583 lectern
n00448126 professional_wrestling
n10304914 medal_winner
n11533212 basidiocarp
n05526957 foreskin
n02885882 box_office
n09447666 strand
n03797896 mulch
n11656123 huon_pine
n04168084 segmental_arch
n13895262 belly
n01683201 worm_lizard
n03267113 eight_ball
n02730568 fitting
n01792955 broody
n11723227 monkshood
n03492250 harbor
n13896217 crescent
n13917690 truncated_pyramid
n04186051 shaving_soap
n03538300 horsecar
n04355115 sunday_best
n11811706 ragged_robin
n07607967 troche
n04289195 sprinkler_system
n02127678 caracal
n03698723 lyceum
n09428628 seaboard
n03844233 oil_paint
n03650551 layette
n02805845 bastinado
n12596709 roystonea_regia
n01982347 giant_crab
n03124590 cattle_pen
n07588574 lentil_soup
n10421470 apothecary
n02053425 solan
n12052787 coelogyne
n02310717 woolly_bear
n02050809 dabchick
n11536673 aquatic
n03123917 cowbell
n06267758 school_newspaper
n04479287 trench_knife
n03644378 lasso
n07743902 cranberry
n04368496 swallowtail
n01324610 herbivore
n11818069 stellaria_media
n04347119 subcompact
n03524150 hockey_stick
n03098959 control_tower
n03445326 gold_plate
n07613815 jello
n07903731 armagnac
n07854982 emmental
n07687053 wafer
n01319001 stayer
n01742821 rosy_boa
n12122725 yorkshire_fog
n09249034 gap
n07740342 golden_delicious
n02786198 bandanna
n07918706 swizzle
n03698815 lychgate
n03204436 dipstick
n03603594 junk
n11948264 knapweed
n03221351 dongle
n03112719 corselet
n01546039 scrubbird
n04164868 writing_table
n07582441 relish
n04164868 secretary
n03688066 long_iron
n12484784 bog_myrtle
n02935387 caddy
n02379329 morgan
n02761557 automobile_engine
n02212958 paper_wasp
n03322836 farmhouse
n04538552 vise
n02563949 spotted_sunfish
n03239054 dress_suit
n02778294 baldrick
n03553248 hydrogen_bomb
n01855476 hooded_merganser
n07600394 butterscotch
n01411450 chlorella
n04542715 waders
n02895328 breast_pocket
n04506895 ultrasuede
n07732168 green_corn
n04369282 flyswatter
n03708962 magnetron
n11690254 floral_cup
n12726159 golden_willow
n02918964 dodgem
n03610524 doghouse
n02244173 assassin_bug
n13007417 oyster_mushroom
n07870167 lasagna
n02907656 peacemaker
n03619050 kirpan
n02706806 amusement_arcade
n04132158 shalwar
n01453087 john_dory
n01680478 fence_lizard
n07585557 chicken_soup
n04517408 vacation_home
n02700064 alternator
n02910864 buckskins
n11992479 texas_star
n07618432 chocolate_pudding
n13035707 helvella
n02209354 carpenter_bee
n09415584 riverside
n00474657 professional_baseball
n01421333 cryptophyte
n04168199 segway
n04465358 traction_engine
n02811936 crenellation
n02877642 bottlebrush
n03343560 fire
n03238131 dressing_room
n04570958 weighbridge
n11623967 cedrus_deodara
n03826186 nissen_hut
n04280259 spiral_spring
n07852919 cheddar
n07808587 slaw
n04060448 rebozo
n01713764 tyrannosaurus_rex
n04542858 wading_pool
n04357930 supercharger
n12730143 creeping_willow
n13882639 nonagon
n04149083 scoop
n04035231 quipu
n07768139 anjou
n02692086 airscrew
n02184589 head_louse
n03751269 mess_jacket
n01594372 swallow
n12086778 vanilla_orchid
n12110085 avena_sativa
n02998003 cereal_box
n06415688 jotter
n11636204 japanese_cedar
n01461315 spawn
n07838441 marinara
n04976952 skin_colour
n02067240 cachalot
n11625003 picea_abies
n05482922 subarachnoid_space
n01673282 tuatara
n01929186 rotifer
n01442710 rudd
n12877838 antirrhinum_majus
n04466871 trail_bike
n11674332 inflorescence
n08524735 metropolis
n03019938 chintz
n05584746 hangnail
n02411206 musk_ox
n01559804 wood_thrush
n01835769 european_nightjar
n02682811 aerial_torpedo
n02251593 citrus_mealybug
n07921615 hard_cider
n02079851 harbor_seal
n02794474 barouche
n07575392 high_tea
n02602059 liza
n07917133 sazerac
n15091846 folic_acid
n11646167 monkey_puzzle
n03821145 neutron_bomb
n00483848 pallone
n03104512 copperware
n03237212 dress_blues
n04225222 sixpack
n04156946 scull
n05314075 canthus
n07688757 dodger
n07745661 serviceberry
n02010453 night_heron
n04081699 rest_house
n02751215 astrolabe
n04309049 steam_engine
n13131618 petiole
n04123123 sackbut
n03165616 day_school
n02930645 byway
n12454159 tulip
n02696165 alehouse
n03017698 chimney_breast
n04108999 rope_tow
n03199488 dimmer
n07625324 timbale
n01782516 red_spider
n12218274 silky_oak
n03498536 hatch
n07803213 pearl_barley
n11849871 mammillaria
n11717399 sacred_lotus
n03539103 horseless_carriage
n04158250 scythe
n02874750 bootstrap
n03943266 pinnacle
n02776205 bait
n03600475 jodhpur
n01956764 seashell
n07577918 coffee_break
n13884261 convex_polyhedron
n10421470 chemist
n03684611 lockstitch
n03131967 cricket_ball
n07714188 collard_greens
n02948293 candlepin
n03389889 four_wheeler
n02565072 smallmouth_bass
n01880716 bettong
n04488857 trouser_press
n01697178 crocodile
n02072040 river_dolphin
n03270854 electric_blanket
n02343320 golden_hamster
n01481498 rabbitfish
n03489048 hand_throttle
n03432129 gear_lever
n01422185 sporozoite
n04542329 voussoir
n09217230 beach
n11626152 sitka_spruce
n04247011 smokescreen
n01499732 cownose_ray
n09877951 sidekick
n01821554 carolina_parakeet
n07590320 goulash
n02434954 barking_deer
n01396048 paramecia
n02973236 cartwheel
n07587700 clam_chowder
n02693246 air_terminal
n07690273 muffin
n04259202 solenoid
n11882237 coralroot
n02405929 aberdeen_angus
n12522894 dalbergia_sissoo
n03842585 ogee
n09233446 canyon
n04102162 rollerblade
n07836077 brown_sauce
n04186268 shaving_foam
n04363082 surface_ship
n01583495 currawong
n01804653 northern_bobwhite
n02666943 abattoir
n02092173 staghound
n01688961 moloch
n02600298 goatfish
n04292572 squawk_box
n05581932 cuticle
n04969242 cerulean
n03801533 music_hall
n07770869 areca_nut
n04449290 tollbooth
n01649170 spadefoot
n07840395 curry_sauce
n02208280 honeybee
n04532831 vibes
n02979399 cassette_tape
n04072551 rein
n03505667 headset
n04560292 watering_can
n05259914 pigtail
n11666854 dicotyledon
n12498055 palo_verde
n02184473 pediculus_humanus
n01611472 peregrine_falcon
n02068206 beaked_whale
n02333546 rattus_norvegicus
n01697611 crocodylus_porosus
n02485371 grivet
n02248887 soft_scale
n04179126 cloaca
n02169023 sawyer
n02404432 texas_longhorn
n01504179 fledgeling
n04471148 transept
n04399537 tee
n02140049 flying_fox
n07625061 samosa
n04136161 saree
n04545858 walkie_talkie
n02926591 bustle
n07686634 simnel
n02689434 jackhammer
n02629716 swordfish
n07922955 criollo
n02413484 cotswold
n02378755 steed
n04401680 phone_booth
n02543565 lizardfish
n03751458 mess_kit
n02217563 chalcid
n11808299 sweet_william
n07564796 pap
n07900616 madeira
n01701859 stegosaurus
n03937931 pillion
n03536122 horizontal_stabiliser
n03548402 hula_hoop
n11885856 draba
n04304680 starting_gate
n03681813 local_oscillator
n03585875 ironing
n02731398 apsis
n07845702 raw_milk
n11931540 artemisia_vulgaris
n12312728 kangaroo_paw
n07886057 homebrew
n04454908 topiary
n03784793 mooring_mast
n04246731 smokehouse
n02793684 barndoor
n01647640 western_toad
n07890540 guinness
n02895438 breathalyzer
n07689003 johnnycake
n03233624 drawbar
n04592005 wine_barrel
n12485653 buddleia
n05459457 leydig_cell
n07607967 cough_drop
n04397452 teacup
n12905412 christmas_berry
n02190790 house_fly
n02028727 pectoral_sandpiper
n04389854 tank_locomotive
n12408280 slippery_elm
n02431976 sika
n03241335 water_fountain
n04381073 tablespoon
n14942411 lodestone
n12865824 salvia_officinalis
n13096779 lignum
n03649161 lavalliere
n03583419 ion_engine
n01912454 siphonophore
n04455048 topknot
n12766869 poison_oak
n02762725 donkey_boiler
n01332181 marburg_virus
n04439585 tine
n02967782 sweeper
n12305089 black_ash
n04127117 safety_net
n12855494 water_mint
n04280845 spirometer
n02624987 tinker
n04351550 rooms
n01381044 strep
n02255391 woolly_adelgid
n11828973 allgood
n01946630 nerita
n07891189 near_beer
n11666854 dicot
n04050066 rake
n04365328 surveillance_system
n06272612 voicemail
n02776205 decoy
n04446162 togs
n04023422 punchboard
n04034367 quilting
n04061969 recess
n02902916 broad_arrow
n03545470 houseboat
n04038338 single_shell
n04484432 triode
n02060133 fulmar
n03952576 pizza_parlor
n15090065 retinol
n03432129 gearshift
n01912152 hydra
n02288268 inchworm
n03956623 planking
n10341343 music_teacher
n12979829 white_fungus
n02045864 razorbill
n04343740 student_union
n04474187 transport_ship
n11877193 collard
n07563800 liquid_diet
n02738449 armband
n03240892 drill_press
n04962062 silver_grey
n03418618 gargoyle
n03632852 ladder_truck
n00478262 association_football
n03017835 chimney_corner
n03128248 crayon
n03920641 pet_shop
n01959492 tridacna_gigas
n04016240 pruner
n13866626 convex_polygon
n01857325 brant
n01996280 tadpole_shrimp
n04047139 railhead
n03123666 cover_plate
n01490670 lemon_shark
n03443149 goalpost
n07915491 mint_julep
n03301568 euphonium
n06359467 chat_room
n09899289 cashier
n02486908 mandrill
n04185804 shaver
n02681392 adobe_brick
n13060190 jelly_fungus
n02537525 rainbow_trout
n02152881 quarry
n01922717 parasitic_worm
n01462042 blastocyst
n03660562 liberty_ship
n02596381 croaker
n03040376 clean_room
n03836976 rayons
n04108822 rope_bridge
n07806043 cat_food
n14976759 pantile
n09834699 ballet_dancer
n07920540 iced_coffee
n08659861 oilfield
n12549192 black_medick
n11542137 bog_moss
n03155502 cyclopean_masonry
n04255346 socket_wrench
n06274092 long_distance
n03549732 promenade_deck
n03875955 paintball_gun
n03437430 gilding
n06273207 call_back
n01919385 beroe
n01819734 cockatiel
n10155849 hairdresser
n12649317 japanese_cherry
n01953361 cowry
n03332271 violin_bow
n12865562 purple_sage
n03430418 summerhouse
n04969952 purplish_blue
n11735570 goldenseal
n03244231 driveshaft
n03783430 monocle
n11618525 torrey_pine
n03877351 paisley
n12937130 wild_carrot
n04498873 turbogenerator
n04356925 sunroom
n04461570 towpath
n03075634 combine
n01323781 giant
n12523475 brazilian_rosewood
n03356279 flail
n04065909 recycling_plant
n02435216 musk_deer
n01756508 western_diamondback
n02678897 adaptor
n02752199 athenaeum
n01748906 king_cobra
n02365108 mara
n03849679 openwork
n04040247 radial_tire
n08494231 amusement_park
n03556679 piolet
n02864593 bollard
n02682569 aerator
n03718458 manor
n07928790 pepsi_cola
n04398951 tea_table
n03316873 factory_ship
n02568447 wreckfish
n03367410 florist_shop
n03672521 linen
n01777304 deer_tick
n03826186 quonset_hut
n04097760 roaster
n13880199 isosceles_triangle
n12622875 agrimonia
n03441345 glove_compartment
n09463226 tundra
n00449517 car_racing
n02408817 carabao
n04584373 wigwam
n06266633 fleet_street
n02341288 meadow_vole
n03606251 junk_shop
n07913882 collins
n11650558 yellowwood
n03408054 fuselage
n02945964 campaign_hat
n12675876 lonicera_japonica
n01959492 giant_clam
n03811444 navigational_system
n03628511 kremlin
n14975598 papyrus
n02700895 amati
n07852833 camembert
n11700058 mayapple
n12086012 vanda
n02332156 house_mouse
n04317063 sternwheeler
n01623880 spotted_owl
n04485884 triskelion
n03077616 common_room
n03632100 lacrosse_ball
n03842986 ohmmeter
n12263204 sweet_chestnut
n03015149 chesterfield
n02295390 cutworm
n04126244 safety_lock
n03580845 interphone
n03335461 fig_leaf
n09894445 heart_specialist
n02745492 artificial_heart
n04293258 squelch
n09403427 rainbow
n03698604 luxury_liner
n02951703 canopic_jar
n04052658 ranch_house
n10772092 weather_forecaster
n03011018 chatelaine
n12489815 poinciana
n04545984 walk_in
n13173488 leatherleaf
n03716228 mammogram
n02791665 barbican
n02305085 atlas_moth
n12903503 datura_stramonium
n07581249 antipasto
n02130086 tigon
n07905979 tequila
n00453396 ducking
n07891309 ginger_beer
n07869391 hash
n11661372 yew
n02095727 welsh_terrier
n02081927 pacific_walrus
n07846143 milk_powder
n02421136 addax
n07691650 croissant
n01594787 barn_swallow
n02961035 caravansary
n12448136 calochortus_luteus
n00453313 deer_hunting
n02613181 combtooth_blenny
n04973020 topaz
n09279986 fireball
n07886057 home_brew
n02878534 boudoir
n01668892 cooter
n02672371 accommodation
n07893642 bubbly
n07741461 pippin
n02344528 lemming
n02234355 american_cockroach
n04135315 kotex
n11680596 pollen_tube
n01930852 ascaris_lumbricoides
n03972372 poacher
n03652729 lean_to
n02287004 geometrid_moth
n02852360 blister_pack
n04431025 thumbhole
n03325941 homburg
n03172038 deflector
n11905392 california_poppy
n03141327 cruise_liner
n03495671 harpoon
n04950952 woodgrain
n04255899 soddy
n04349306 subway_train
n03423479 gas_heater
n04444218 toe
n02897097 bren_gun
n03639497 landline
n12020507 marigold
n03669534 limekiln
n08500989 interstellar_space
n03031012 cigarette_case
n02700258 altimeter
n04967674 sea_green
n02302969 luna_moth
n03745146 zoological_garden
n12834798 waterleaf
n02675522 achromatic_lens
n01487506 sand_tiger
n02871314 bookmobile
n03645577 lateen
n11949402 chamomile
n12119238 wild_rye
n01493541 spiny_dogfish
n02919792 cottage
n12321873 shagbark_hickory
n02487547 rhesus
n02033882 eskimo_curlew
n01566207 tailorbird
n12282737 downy_birch
n02709908 and_gate
n09294877 grot
n04029734 pyrometer
n01612476 hobby
n07759576 scuppernong
n02822064 bedsit
n12519563 crotalaria
n02262803 stonefly
n07731767 belgian_endive
n03099274 convenience_store
n13092078 ascus
n00446493 fight
n02126640 margay
n12665048 bedstraw
n03097362 control_center
n07880458 wiener_schnitzel
n03483823 pocket_calculator
n03915118 percolator
n03119203 trading_post
n04290079 spun_yarn
n11664418 ginkgo_biloba
n02871963 boomerang
n11685091 pip
n09376526 sea_floor
n11793779 calla
n02751067 astrodome
n11672269 bloomer
n02908951 brussels_lace
n08495908 aphelion
n06892775 concert
n04063154 changer
n04458843 touchscreen
n02587300 mangrove_snapper
n03402941 funeral_chapel
n01485479 basking_shark
n10316862 military_leader
n02685995 airbrush
n01916481 sea_fan
n03354207 fixer_upper
n04146862 school_ship
n01495701 ray
n10155849 styler
n00470966 rugger
n01623110 barred_owl
n04539053 vdu
n07822197 tomato_ketchup
n03496612 harrow
n02726210 apadana
n13155305 involucre
n01796019 blackcock
n03080731 compass_card
n15092227 vitamin_d
n04475309 trap_door
n01633781 giant_salamander
n02522399 codfish
n02990373 ceiling
n11839823 mirabilis_jalapa
n07577918 tea_break
n15091129 thiamine
n02081798 atlantic_walrus
n01791954 bantam
n04375615 synchronous_motor
n03915320 percussion_cap
n07812790 lemon_oil
n07605040 cotton_candy
n12199790 booyong
n04189282 sheeting
n12819728 blue_devil
n08652376 ski_resort
n02839110 billboard
n02352591 dormouse
n12282737 betula_pubescens
n04446162 threads
n03601638 jointer
n07867164 falafel
n04448361 token
n07866868 eggs_benedict
n04163530 secateurs
n02905036 broiler
n00449168 speed_skating
n07934282 ice_tea
n03325941 fedora
n03233905 drawer
n13908201 cleft
n09618957 face
n04266162 space_platform
n07729225 butterbean
n03567788 indiaman
n03528523 home_computer
n04305323 stately_home
n02310334 corn_earworm
n03770085 minicar
n02828427 belting
n04124098 saddlebag
n00454983 fly_casting
n12683791 field_scabious
n03496486 harris_tweed
n02460451 giant_anteater
n03067339 cold_cream
n03710421 maildrop
n04204081 shopping_bag
n12143215 emmer
n12757816 american_holly
n07709046 pulse
n03171228 defense_system
n01351315 spirillum
n02266050 dobsonfly
n03360133 flat_arch
n02433318 fallow_deer
n01556182 spotted_flycatcher
n06263762 storage_medium
n12982468 pythium
n02407625 whiteface
n01791107 gallina
n02129991 liger
n03026907 chronograph
n02475078 neanderthal
n07934282 iced_tea
n02027075 spotted_sandpiper
n04207763 shoulder_holster
n02461128 tamandua
n04591631 wine_bar
n03579538 interior_door
n04015908 protractor
n07846471 condensed_milk
n03717285 mangle
n06359657 portal
n03067212 cold_chisel
n09877951 buddy
n07709881 bean_curd
n02084732 barker
n12307240 jessamine
n04953296 glint
n02771547 backstop
n07730207 carrot
n02561381 esox_lucius
n11830906 saltbush
n04370774 sweats
n11709674 magnolia
n03617594 kinescope
n04045255 radome
n04404200 telex
n03190458 dibble
n12785889 stonecrop
n07895710 cabernet_sauvignon
n04346157 stun_gun
n02386310 workhorse
n03772674 minuteman
n02749670 assagai
n02878628 buhl
n02562796 crappie
n01971280 squid
n02950943 cannon_ball
n00441073 ski_jumping
n01911063 scyphozoan
n02462213 coronet
n04180888 sextant
n02424589 lesser_kudu
n09415671 riverbed
n04267165 spandex
n03029445 churn
n03517647 retreat
n12033709 immortelle
n03054605 cluster_bomb
n03762332 two_iron
n03108624 core_drill
n04238128 slide
n03837698 oast_house
n02883101 bowstring
n00440382 long_jump
n02058594 wandering_albatross
n04175574 service_club
n04344734 studio_apartment
n02098806 bird_dog
n03941684 tweezer
n02973904 carving_knife
n00453396 duck_hunting
n03256166 dump_truck
n03997875 praetorium
n03790953 motorized_wheelchair
n11603835 macrozamia
n03236093 dreadnaught
n07713074 eggplant
n08521623 burial_ground
n11613867 limber_pine
n02210427 mining_bee
n04131929 salver
n03992436 potsherd
n13181811 walking_fern
n12343480 fuchsia
n02846511 blackboard
n04307986 steak_knife
n11770256 dita
n04561965 water_pump
n04324387 stock_room
n07698543 reuben
n11996677 mutisia
n11696450 lancewood
n03474352 hacienda
n03329302 ferris_wheel
n07825850 applesauce
n03901750 pawn
n12725738 white_willow
n01937909 leech
n04383839 taffeta
n04422875 thermostat
n12737383 loranthaceae
n01664990 hawksbill_turtle
n02548689 toadfish
n04266162 space_laboratory
n03639497 land_line
n08644045 harborage
n11926833 arnica
n04513827 upholstery
n03193107 diesel_engine
n07588111 fish_chowder
n11873182 horseradish
n03169063 decoder
n12194147 silkwood
n09885866 furniture_maker
n12920204 poinsettia
