n02918112 bullring
n03492922 tin_hat
n03492922 hard_hat
n03456548 greasy_spoon
n00326094 rock_climbing
n04500060 turner
n03174079 delta_wing
n04542329 voussoir
n04431745 pushpin
n04431745 thumbtack
n12791329 syringa
n02367492 chinchilla
n04543772 wagon_wheel
n08677424 veldt
n08677424 veld
n11758122 lightwood
n03469832 gunnery
n03885904 pantyhose
n11668117 monocotyledon
n11668117 monocot
n02406647 charolais
n04545858 walkie_talkie
n11943660 ruddles
n03078670 commutator
n07852833 camembert
n12704041 oka
n12704041 oca
n09260907 tillage
n09260907 farmland
n09260907 tilth
n09260907 ploughland
n09260907 cultivated_land
n03297735 establishment
n03075946 command_module
n08652376 ski_resort
n04292080 square_sail
n03644378 lasso
n03644378 lariat
n03644378 reata
n01485479 basking_shark
n07828642 vanilla_bean
n04591887 wine_cooler
n03063199 coffee_filter
n09218641 ben
n02921756 burglar_alarm
n12872458 bladderwort
n03885293 pant_leg
n09990777 dancing_master
n09990777 dance_master
n01440242 mirror_carp
n02892499 brasserie
n04397452 teacup
n04307986 steak_knife
n03012897 chemical_plant
n07852229 stilton
n03849814 opera_house
n03849814 opera
n12721477 palo_santo
n01481498 rabbitfish
n01481498 chimaera_monstrosa
n11617878 knobcone_pine
n12646397 islay
n04614844 zill
n02762725 donkey_boiler
n03344642 firebrick
n07621264 nonpareil
n03236423 dredger
n04132603 shamisen
n02682569 aerator
n02313709 bryozoan
n03669245 limber
n12973791 rhizopus
n02824058 stein
n13918717 trapezohedron
n02878425 boucle
n02094721 manchester_terrier
n10772092 weather_forecaster
n10772092 weatherman
n11650558 yellowwood
n04208065 shoulder_patch
n11712282 liriodendron_tulipifera
n11712282 tulip_poplar
n11712282 yellow_poplar
n11712282 tulip_tree
n04240752 slipcover
n02040266 stone_curlew
n02692086 airscrew
n02692086 prop
n12906498 mandrake
n01674990 gecko
n09193551 alluvial_plain
n02901620 brigantine
n12926039 hevea_brasiliensis
n13007417 oyster_mushroom
n05491154 renal_cortex
n03726516 spectrometer
n03726516 mass_spectrometer
n03332271 violin_bow
n07900225 varietal
n03653833 lederhosen
n02592055 sheepshead
n12332030 pitanga
n04973291 ecru
n04973291 beige
n04267246 spandrel
n07685918 black_bread
n07685918 pumpernickel
n03759243 microfiche
n07616046 frozen_yogurt
n01904886 oyster_shell
n12612170 water_plantain
n02119359 silver_fox
n03992436 potsherd
n09438940 snowdrift
n01931520 pinworm
n01931520 enterobius_vermicularis
n01931520 threadworm
n02849885 blast_furnace
n03782794 monkey_wrench
n01646388 bufo_marinus
n01646388 agua
n02152740 predator
n02169023 sawyer
n07711080 fries
n07711080 chips
n07711080 french_fries
n09233446 canyon
n09233446 canon
n04397168 tea_chest
n02540983 sparling
n03170292 decoupage
n11640132 metasequoia
n11640132 dawn_redwood
n02796207 barrel_vault
n04514241 uplift
n01815601 sandgrouse
n03770834 miniver
n07896287 dessert_wine
n03540914 hospital_bed
n02868638 bomb_shelter
n02868638 bombproof
n09447666 strand
n02462213 coronet
n07723559 lettuce
n03344509 firebox
n12279458 black_oak
n11669786 floret
n07689842 rusk
n07689842 zwieback
n04028074 putter
n07823698 cranberry_sauce
n10655594 steward
n10655594 flight_attendant
n13915023 ovoid
n01541922 towhee
n07751737 damson
n04410086 tenor_drum
n04516354 used_car
n04325208 stockyard
n11974557 snakeweed
n03089477 cone_clutch
n02530421 shad
n03813078 nave
n04561965 water_pump
n04104925 rood_screen
n03383211 forestay
n04375615 synchronous_motor
n04459122 phaeton
n04459122 touring_car
n04459122 tourer
n13108323 pollard
n04427559 3d_radar
n03549589 hurdle
n04192521 sheraton
n02666943 slaughterhouse
n02666943 abattoir
n02666943 butchery
n02666943 shambles
n01777304 deer_tick
n03850492 operating_table
n03503997 headlight
n03503997 headlamp
n02936281 caff
n02869155 bone_china
n03767745 minaret
n03675235 linotype_machine
n03675235 linotype
n07624757 knish
n04528079 verdigris
n02448060 meles_meles
n01909906 polyp
n02530999 allis
n12095647 moneywort
n01462042 blastocyst
n04573281 welt
n03849679 openwork
n04265904 space_rocket
n12764008 sugar_bush
n04131368 saltbox
n07586485 oxtail_soup
n07703889 hasty_pudding
n10316862 military_leader
n02326862 european_hare
n04611916 yardstick
n04385536 tailpipe
n04389854 tank_engine
n04389854 tank_locomotive
n03981340 pontifical
n07744811 blackberry
n07829248 cider_vinegar
n03505015 headrace
n01379389 staph
n01379389 staphylococci
n01379389 staphylococcus
n02685995 airbrush
n00454983 fly_casting
n04072551 rein
n03374649 flywheel
n02312640 chrysalis
n04225222 sixpack
n04225222 six_pack
n02749670 assegai
n02749670 assagai
n02990758 celesta
n11838916 bougainvillea
n02207345 queen_bee
n03294833 eraser
n00455076 overcast
n04307767 staysail
n03981924 donkey_cart
n01714231 allosaurus
n02780315 roller_bearing
n02780315 ball_bearing
n02835724 bicycle_pump
n03233744 lift_bridge
n03233744 drawbridge
n02874750 bootstrap
n01967963 piddock
n00450866 pony_trekking
n03945928 pipe_cleaner
n02166229 bean_beetle
n03483823 pocket_calculator
n03586219 iron_lung
n03016868 chiffon
n03686924 log_cabin
n11619455 western_larch
n03843883 kerosene_heater
n04257223 soft_pedal
n04261281 souk
n01987076 pistol_shrimp
n01987076 snapping_shrimp
n04388473 tandoor
n03205143 directional_microphone
n04099003 rocker_arm
n03088707 conductor
n04104384 semicircular_arch
n04104384 roman_arch
n02360282 chipmunk
n01462803 morula
n14976871 blacktop
n03317889 faille
n03424630 petrol_engine
n03424630 gasoline_engine
n11610215 pinus_monophylla
n11610215 single_leaf
n04497801 tuning_fork
n07926442 orangeade
n05257476 bouffant
n06273743 call_waiting
n02333909 rattus_rattus
n02333909 black_rat
n07868830 galantine
n02856237 blunderbuss
n04060448 rebozo
n12413165 iris_cristata
n03519387 tower_block
n03519387 high_rise
n09344324 lunar_crater
n00449517 car_racing
n00449517 auto_racing
n02846733 black_box
n13003061 amanita_muscaria
n13003061 fly_agaric
n09452291 swale
n11846765 epiphyllum
n07890750 mead
n03823216 niblick
n03059103 coat_rack
n01339083 hs1
n01849676 shelduck
n12981954 white_rust
n01556182 spotted_flycatcher
n03393761 freewheel
n03145522 cue
n12932365 angelica_sylvestris
n01797601 sage_grouse
n02338145 musquash
n02338145 muskrat
n11898639 pennycress
n02531114 alewife
n03551582 hydraulic_pump
n03551582 hydraulic_ram
n04048441 railroad_tunnel
n09421799 sandbank
n02384741 steeplechaser
n04130257 salad_bowl
n04087709 ribbed_vault
n11664418 gingko
n11664418 ginkgo_biloba
n11664418 ginkgo
n12407222 dutch_elm
n01807828 grey_partridge
n02922578 burka
n02922578 burqa
n02181235 darkling_beetle
n02181235 tenebrionid
n11915214 composite
n02852043 bling_bling
n01709876 barosaurus
n03883054 panic_button
n12479537 dracaena
n01971620 loligo
n11905392 california_poppy
n03204436 dipstick
n02596381 croaker
n12267931 cupule
n01806467 green_peafowl
n04439585 tine
n12866162 clary
n04307878 steakhouse
n04307878 chophouse
n02424486 greater_kudu
n04325041 western_saddle
n09344724 maar
n07752514 dried_apricot
n12023108 feverfew
n01944955 garden_snail
n01826680 european_roller
n02977330 cashmere
n12949361 kapuka
n02184589 head_louse
n03572631 inlay
n02973904 carving_knife
n04570958 weighbridge
n02709101 anastigmat
n02855701 blucher
n07871588 porcupines
n04538249 viscometer
n03906463 pelham
n11759853 zaman
n11759853 monkeypod
n11759853 rain_tree
n11759853 saman
n11986511 lactuca_sativa
n02631628 striped_marlin
n01647640 western_toad
n02117900 spotted_hyena
n07718671 gherkin
n03316873 factory_ship
n02034129 godwit
n04462011 toy_box
n03011741 checkout
n12590499 elaeis_guineensis
n02857907 boards
n04194127 shin_guard
n04075468 removable_disk
n07914413 daiquiri
n11686912 sporophyte
n03751458 mess_kit
n02450677 beech_marten
n04349306 subway_train
n07765208 elderberry
n11617090 monterey_pine
n11617090 pinus_radiata
n01744100 reticulated_python
n02324587 bunny
n04488857 trouser_press
n12392549 urtica_dioica
n12392549 stinging_nettle
n03760310 microprocessor
n02814338 beach_house
n05581932 cuticle
n01381044 strep
n01381044 streptococci
n01381044 streptococcus
n01495006 bonnethead
n03758992 microbrewery
n02786837 band_saw
n02786837 bandsaw
n12449296 camas
n12449296 quamash
n02413717 lincoln
n05526957 foreskin
n05526957 prepuce
n03668803 lilo
n12307240 jessamine
n03652389 leaf_spring
n03011018 chatelaine
n00449796 hydroplane_racing
n10721321 traffic_cop
n01322685 cub
n09210862 atoll
n07927716 birch_beer
n11957678 calliopsis
n03228365 doubletree
n03885669 pantsuit
n12480895 sansevieria
n04368496 swallowtail
n04368496 morning_coat
n01461315 spawn
n04261767 sounder
n03374838 fob
n04064747 record_sleeve
n04064747 record_cover
n03289660 enlarger
n04293258 squelch
n03518305 tallboy
n04045644 balk
n04045644 baulk
n04045644 rafter
n04970398 indigo
n02885108 boxcar
n03451798 graffiti
n03451798 graffito
n02205673 black_fly
n10227266 junior
n11636204 japanese_cedar
n11636204 sugi
n02324850 oryctolagus_cuniculus
n02324850 european_rabbit
n06278475 hdtv
n03266749 duvet
n13897528 hypotenuse
n03474167 habit
n04185804 electric_razor
n04185804 electric_shaver
n04185804 shaver
n12826143 dichondra
n07569873 soy_flour
n07569873 soybean_meal
n03215191 dive_bomber
n07822687 chili_powder
n02470238 simian
n12728656 dwarf_willow
n13126050 taproot
n07823951 curry
n07642742 apple_butter
n02908951 brussels_lace
n02392434 indian_rhinoceros
n04064213 recording_system
n02411999 ewe
n02309242 instar
n07925116 pineapple_juice
n00453126 coursing
n01949499 keyhole_limpet
n10087434 fighter_pilot
n07803779 cracked_wheat
n09242389 chasm
n12596709 roystonea_regia
n12596709 royal_palm
n03498536 hatch
n03062122 cocktail_lounge
n10562135 scorer
n10562135 scorekeeper
n02793089 baritone
n02793089 baritone_horn
n12564083 winged_bean
n11902200 papaver_rhoeas
n02956393 capital_ship
n12353431 manila_hemp
n12353431 abaca
n02408817 carabao
n02979074 cassette_deck
n01632308 mole_salamander
n07901355 marsala
n12070016 laelia
n07704205 congee
n07704205 jook
n11790936 tuckahoe
n11790936 peltandra_virginica
n09463226 tundra
n04615644 zoot_suit
n07910152 grand_marnier
n03569494 inflator
n04249882 snifter
n04241042 slipknot
n01819734 cockatiel
n07881625 refried_beans
n01852400 mandarin_duck
n02244515 kissing_bug
n04574348 whaleboat
n07922955 criollo
n04181718 shade
n04034367 quilting
n02735268 arch_support
n12869478 germander
n12155009 pandanus_tectorius
n12606438 commelina
n12029635 coltsfoot
n04324515 stocks
n02256172 psyllid
n02256172 psylla
n01919385 beroe
n03811444 navigational_system
n04055180 ratchet
n07880325 rarebit
n07880325 welsh_rarebit
n03067518 cold_frame
n12496427 chicot
n04441662 tithe_barn
n07574504 refreshment
n04583212 fisheye_lens
n02378870 prancer
n08583455 heronry
n02629716 swordfish
n13868515 s_shape
n13024500 clavicipitaceae
n04509171 undies
n13095013 partial_veil
n07812790 lemon_oil
n03774461 miter
n03774461 mitre
n03302671 exercise_bike
n09436444 ski_slope
n04517408 vacation_home
n01542786 weaver
n02387093 percheron
n03057841 coatee
n03349020 firing_pin
n03515934 hermitage
n07650903 mince
n12691428 elephant_tree
n12691428 bursera_microphylla
n02964295 car_ferry
n07741706 stayman
n03049924 cloth_cap
n03049924 flat_cap
n11735570 golden_seal
n11735570 goldenseal
n03426574 gas_turbine
n07800740 fodder
n01655344 caecilian
n12590232 oil_palm
n02825961 bell_gable
n04338963 stringer
n07688624 pone
n07684164 matzah
n07684164 unleavened_bread
n07684164 matzo
n01850873 canvasback
n02987950 c_battery
n02767038 baby_powder
n01322983 bear_cub
n02106854 police_dog
n03036701 clack
n11769176 desert_rose
n11769176 adenium_obesum
n02803666 bass_drum
n03505667 headset
n01504179 fledgling
n01504179 fledgeling
n03585682 iron_foundry
n03622526 klystron
n03776877 moccasin
n00464478 water_polo
n03445617 golf_bag
n12696492 neem
n12696492 neem_tree
n12696492 azadirachta_indica
n12980840 downy_mildew
n12876899 figwort
n01631354 taricha_granulosa
n11800236 ginseng
n03980026 pomade
n04201733 shooting_brake
n02917521 bullion
n02302969 luna_moth
n02412629 lambkin
n12305089 black_ash
n02434712 brocket
n04267165 spandex
n02898585 bridal_gown
n02898585 wedding_dress
n02898585 wedding_gown
n04359500 supply_closet
n09403427 rainbow
n02892392 brassard
n03170872 deerstalker
n02445004 river_otter
n07881205 quesadilla
n03470948 gurney
n03220237 cromlech
n03220237 portal_tomb
n03220237 dolmen
n03881404 panchromatic_film
n02979516 cassock
n03129001 creamer
n02277268 viceroy
n03698360 lute
n03123553 coverlet
n01809752 hoatzin
n11536673 aquatic
n07605040 spun_sugar
n07605040 candyfloss
n07605040 cotton_candy
n02761696 car_factory
n02761696 automobile_factory
n04123123 sackbut
n03412906 gallows
n12086012 vanda
n03382413 foredeck
n03373943 flying_buttress
n12218274 grevillea_robusta
n12218274 silky_oak
n07831267 tomato_sauce
n02414209 longwool
n09294877 grotto
n09294877 grot
n10283170 major
n01357328 clostridium_botulinum
n01357328 botulinum
n11730015 blue_jasmine
n04326676 stoneware
n02675219 acetate
n12726528 arctic_willow
n03147156 culverin
n12627119 blackthorn
n01491006 blue_shark
n04396335 taximeter
n09415671 river_bottom
n09415671 riverbed
n03600285 riding_breeches
n03600285 jodhpurs
n02630281 sailfish
n04506895 ultrasuede
n11696450 lancewood
n13155095 bracteole
n12665048 bedstraw
n02582721 pomfret
n04469514 trampoline
n03610682 kepi
n03610682 peaked_cap
n03610682 service_cap
n02417242 cashmere_goat
n07761611 sugar_apple
n14900342 blood_agar
n11676850 gynophore
n12012111 ragwort
n01807105 tragopan
n04590553 windshield
n04590553 windscreen
n05454833 sickle_cell
n02003204 marabou
n02003204 marabout
n02003204 marabou_stork
n03215508 dual_carriageway
n03215508 divided_highway
n03548086 hubcap
n03952576 pizza_parlor
n03952576 pizzeria
n03952576 pizza_shop
n12549192 black_medick
n02439398 okapi
n04419868 thermal_printer
n03871371 liquor_store
n03006788 chantry
n07908411 absinth
n07908411 absinthe
n12312728 kangaroo_paw
n03279508 electron_microscope
n03344305 fire_bell
n11845793 hedgehog_cactus
n03108624 core_drill
n02652132 butterflyfish
n11646167 monkey_puzzle
n03653583 reading_desk
n03653583 lectern
n02168427 glowworm
n01543383 whydah
n04282231 splicer
n02881757 bowler
n02881757 bowler_hat
n02881757 derby
n03040376 white_room
n03040376 clean_room
n02122580 stray
n03503477 head_gasket
n09239302 cavern
n02653145 triggerfish
n03071552 colorimeter
n02822579 bedstead
n04953296 glint
n02613181 blenny
n02613181 combtooth_blenny
n13061172 tremella_fuciformis
n01995514 fairy_shrimp
n03343737 fire_alarm
n03343737 smoke_alarm
n01422185 sporozoite
n04172512 sennit
n10564098 screen_actor
n10564098 movie_actor
n03025165 choo_choo
n01683558 night_lizard
n03900194 patrol_boat
n03900194 patrol_ship
n12700088 honduras_mahogany
n03660124 levis
n01563128 warbler
n04495698 tudung
n04305323 stately_home
n01337734 poliovirus
n07561590 dietary
n03390673 frail
n03781683 money_belt
n07562379 diabetic_diet
n02413593 hampshire
n01839086 green_woodpecker
n04479287 trench_knife
n02723165 antiperspirant
n03887512 paper_mill
n04385079 tailor_made
n02776205 bait
n02776205 decoy
n02776205 lure
n04331639 straightener
n02835829 bicycle_rack
n02241008 backswimmer
n02974348 caryatid
n04255899 soddy
n04255899 sod_house
n04255899 adobe_house
n03915118 percolator
n03129848 creel
n07895839 merlot
n02563079 white_crappie
n02871824 boom
n12735160 santalum_album
n12735160 sandalwood_tree
n03221059 eye_mask
n03221059 domino
n03221059 half_mask
n04967882 bottle_green
n01537895 ortolan
n03209910 floppy
n03209910 diskette
n03209910 floppy_disk
n02701260 amen_corner
n11885856 draba
n03603442 jungle_gym
n09228055 brae
n11622184 fraser_fir
n07838811 mushroom_sauce
n12448136 calochortus_luteus
n01322898 lion_cub
n03999064 prefab
n02138169 palm_civet
n02733524 arch
n11635830 yellow_cedar
n11635830 alaska_cedar
n14786943 lagging
n02871963 throwing_stick
n02871963 boomerang
n02700064 alternator
n03143400 crystal_detector
n03819448 nest_egg
n01536035 chipping_sparrow
n02524524 hake
n01851895 wild_duck
n04250692 snood
n02405799 santa_gertrudis
n04239333 sliding_window
n04115456 rowing_boat
n01856553 greylag_goose
n01856553 greylag
n07854066 limburger
n03878828 palette_knife
n13003254 death_angel
n13003254 death_cap
n02685365 air_bag
n01589286 creeper
n07868200 french_toast
n03983499 popgun
n03536568 horizontal_tail
n04962062 silver_grey
n04962062 silver_gray
n04962062 ash_gray
n04962062 silver
n13001930 shiitake
n07936015 spring_water
n03399971 fruit_machine
n01397690 arame
n03772077 minster
n01961985 pearl_oyster
n12865824 salvia_officinalis
n12865824 ramona
n03917048 periscope
n04220250 silo
n02298218 fall_armyworm
n01672432 spiny_softshell
n04306592 stator
n01713764 tyrannosaurus_rex
n01713764 tyrannosaurus
n01713764 tyrannosaur
n04158956 sea_chest
n01914830 actinia
n07880458 schnitzel
n07880458 wiener_schnitzel
n03796522 mud_brick
n03516996 superheterodyne_receiver
n02922461 burin
n01595624 martin
n07903101 bitters
n12520406 guar
n12734070 populus_tremuloides
n07928887 root_beer
n02376679 filly
n03496486 harris_tweed
n10007995 hotel_clerk
n10007995 desk_clerk
n03173929 delivery_truck
n03173929 delivery_van
n05239437 skin_graft
n04198722 shiv
n03105306 coracle
n04006067 privateer
n03632963 powder_room
n01622959 tawny_owl
n07851767 cottage_cheese
n07851767 pot_cheese
n07846557 skimmed_milk
n07846557 skim_milk
n03842585 cyma_reversa
n03842585 ogee
n04072960 relay
n12773651 caimito
n03632100 lacrosse_ball
n04219424 silk
n02982599 catch
n01621635 owlet
n02900459 bridle_path
n12262018 weeping_beech
n00470830 hurling
n02161338 defoliator
n02780815 tutu
n04279063 spinning_jenny
n07774842 pine_nut
n13044375 giant_puffball
n03210552 dispensary
n13055577 boletus_edulis
n03518135 highball_glass
n14891255 greek_fire
n02421449 wildebeest
n02421449 gnu
n04387706 tamp
n04387706 tamper
n02564720 black_bass
n03053047 clove_hitch
n09189157 aerie
n09189157 eyrie
n03115014 cotter_pin
n04036776 rebate
n04036776 rabbet
n03085219 computer_monitor
n04482297 tricot
n02768655 back_brace
n03446268 club_head
n03446268 clubhead
n02786611 bandolier
n03738066 pianola
n03738066 player_piano
n03123917 cowbell
n12480456 tuberose
n03013006 chemical_reactor
n01623880 spotted_owl
n01623880 strix_occidentalis
n03405111 furnace_room
n03487886 hand_pump
n10080869 father
n10080869 male_parent
n01517966 carinate
n01517966 flying_bird
n03165466 day_nursery
n04375405 rotary_converter
n04375405 rotary
n12909421 petunia
n04271531 specialty_store
n12086778 vanilla_orchid
n12086778 vanilla_planifolia
n01314388 pest
n02137015 genet
n03617594 picture_tube
n03617594 kinescope
n00452152 cockfighting
n04157099 scullery
n04003241 primus
n02599347 weakfish
n07807594 potato_salad
n03811965 naval_gun
n01563945 goldcrest
n02027897 greenshank
n02130086 tigon
n07935737 bottled_water
n07588817 vichyssoise
n07868340 fried_rice
n02868240 bomblet
n03401721 fuel_system
n12117017 crabgrass
n07835331 barbecue_sauce
n07846143 milk_powder
n07846143 dried_milk
n07846143 powdered_milk
n02118176 aardwolf
n11906127 golden_cup
n03386544 foucault_pendulum
n02378755 steed
n12566954 kudzu
n01527917 skylark
n02080415 elephant_seal
n01930852 ascaris_lumbricoides
n01573240 eastern_meadowlark
n02065726 humpback
n02065726 humpback_whale
n03688405 long_sleeve
n03698815 lychgate
n01449980 molly
n01449980 mollie
n01880716 bettong
n03521076 hinge
n02030035 ruff
n02809241 batiste
n04145863 schmidt_telescope
n04145863 schmidt_camera
n09428628 seaboard
n09428628 seaside
n10536416 rock_star
n10341343 music_teacher
n12585629 borassus_flabellifer
n12585629 lontar
n12585629 palmyra
n12585629 palmyra_palm
n01499732 cownose_ray
n12496949 logwood
n02970408 carryall
n02970408 tote
n02970408 tote_bag
n02925519 business_suit
n07591162 oyster_stew
n03529629 homestead
n04951071 graining
n04533802 videocassette_recorder
n04533802 vcr
n04283585 spokeshave
n02442336 stoat
n01849157 pintail
n00446980 archery
n04059947 rearview_mirror
n12437513 kniphofia
n03668279 light_pen
n04356925 solarium
n04356925 sun_porch
n04356925 sunroom
n04290507 spur_gear
n04290507 spur_wheel
n11970586 gaillardia
n01848648 widgeon
n01848648 wigeon
n12245319 azalea
n03681813 local_oscillator
n07859951 molasses
n03212114 garbage_disposal
n03212114 disposal
n09327077 kopje
n04316498 stereoscope
n03454442 grass_skirt
n01786646 millipede
n04439712 tinfoil
n04439712 tin_foil
n03994008 powder
n02702989 ammeter
n03495941 harpoon_gun
n01882125 flying_squirrel
n03541393 hospital_train
n02076402 crabeater_seal
n03225108 dormitory_room
n03225108 dormitory
n03225108 dorm_room
n03657511 cat_suit
n03657511 leotard
n03657511 body_suit
n03326475 fell
n04360798 support_column
n02061217 stormy_petrel
n08524735 metropolis
n08524735 urban_center
n08524735 city
n02904927 brogan
n02904927 brogue
n07905979 tequila
n04210591 shrink_wrap
n03239607 drift_net
n11860555 bitterroot
n12052787 coelogyne
n02048353 tufted_puffin
n02124313 abyssinian
n03941231 pinata
n11602478 ceratozamia
n09454153 talus
n09454153 scree
n03718789 mansard_roof
n03718789 mansard
n03645577 lateen
n03645577 lateen_sail
n04137773 satellite_receiver
n07727458 black_bean
n07910048 triple_sec
n10514429 referee
n10514429 ref
n02365108 mara
n07866015 croquette
n02043063 tern
n03600475 jodhpur
n07842753 omelette
n07842753 omelet
n03326948 magic_marker
n03085781 computer_store
n04253168 snuffer
n12070381 liparis
n02877642 bottlebrush
n11614039 whitebark_pine
n04125541 safe_house
n03002341 chairlift
n03002341 chair_lift
n07870167 lasagna
n07870167 lasagne
n04126066 safety_bicycle
n07899292 sweet_vermouth
n04213353 sickle
n01457852 trumpetfish
n03646296 lathe
n02278024 comma
n03280216 electroscope
