n01536035 chipping_sparrow
n03010915 chateau
n03690168 lorgnette
n01821076 rainbow_lorikeet
n13013534 lepiota
n04584056 wiffle
n03386544 foucault_pendulum
n04357121 sunroof
n03186285 dhow
n07754894 cocoa_bean
n01791107 jungle_fowl
n03297226 espalier
n03547229 hovercraft
n02772101 backup_system
n12340581 water_gum
n03187751 dialyzer
n04271531 specialty_store
n03141455 crupper
n03274265 electric_toothbrush
n07845166 pasteurized_milk
n04357930 supercharger
n07684517 raisin_bread
n02536456 chinook
n01557185 thrush
n00470682 touch_football
n01381044 strep
n02822762 beefcake
n04001661 pwr
n01903498 sclerite
n03781055 petrol_bomb
n13901858 dewdrop
n13081999 dry_rot
n10316862 military_leader
n07871065 lutefisk
n02545841 opah
n01566645 babbler
n07849733 whey
n04419642 theremin
n07931612 white_russian
n02829596 bench_press
n03923379 ampule
n00483705 real_tennis
n04506289 ukulele
n07562379 diabetic_diet
n04595028 wifi
n13155611 glume
n07928696 coca_cola
n03180865 detached_house
n03536122 tailplane
n04036303 qwerty_keyboard
n02337902 grasshopper_mouse
n04355511 sundress
n03367321 flophouse
n07762740 ackee
n01491006 blue_shark
n04607242 wringer
n02476870 australopithecus_africanus
n12321873 shagbark
n01665932 snapping_turtle
n04036155 quoit
n01987545 prawn
n03062122 cocktail_lounge
n04288272 spring
n04131208 beauty_salon
n04219580 silks
n12974987 slime_mould
n03099147 convector
n02432291 whitetail_deer
n07708398 raw_vegetable
n03487090 handlebar
n04284572 sporran
n04176295 servomechanism
n03149135 curb
n02539424 lake_whitefish
n12615710 pondweed
n07730708 celeriac
n03192543 dictaphone
n03973839 pocket_watch
n07826653 aniseed
n04147793 scimitar
n12522188 rosewood
n04568841 webbing
n02527271 moray
n02243209 water_boatman
n03201638 formal
n08596076 littoral_zone
n11549895 zoospore
n07828642 vanilla_bean
n02579928 permit
n04213105 sickbay
n03707766 magnetic_stripe
n03548086 hubcap
n02428089 puku
n03325941 stetson
n03849679 openwork
n01937909 leech
n02542958 argentine
n02921592 burette
n02775039 luggage_van
n11661372 yew
n01712752 ceratosaur
n02803809 basset_horn
n02084732 doggy
n03788601 motel_room
n03233624 drawbar
n02485371 grivet
n03596543 jetliner
n02259708 treehopper
n02772435 badminton_court
n13880994 parallel
n02769669 backlighting
n07696728 chicken_sandwich
n13092078 ascus
n03616428 kickstand
n04389854 tank_locomotive
n14858292 litter
n04979002 aposematic_coloration
n03396074 fret
n02822579 bedstead
n02435216 musk_deer
n03364156 flipper
n05468739 oligodendrocyte
n07890617 kvass
n07584332 bisque
n13090871 aril
n02099997 pointer
n04412416 tepee
n12124818 lolium_perenne
n02418770 goral
n02692232 airdrome
n01581730 nutcracker
n11668117 monocotyledon
n07870167 lasagna
n10007995 desk_clerk
n04335886 street_lamp
n01922717 parasitic_worm
n11926833 arnica
n02184720 cootie
n07890226 porter
n02327656 arctic_hare
n02709637 anchor_chain
n01668665 slider
n03695857 luger
n12409840 sugarberry
n04404200 teleprinter
n03742019 medicine_ball
n13001529 agaricus_campestris
n03653583 reading_desk
n05244934 macula
n04114428 roundhouse
n07740597 empire
n04045255 radar_dome
n10405694 patient
n03067339 cold_cream
n02917607 bullnose
n07858978 honey
n02256172 psyllid
n04282872 split_rail
n03844550 oil_pump
n03288742 cor_anglais
n01617766 egyptian_vulture
n15006012 roughcast
n13173488 leatherleaf
n09228055 brae
n12691428 elephant_tree
n04313628 stela
n04273285 speculum
n02208498 killer_bee
n02393940 malayan_tapir
n15091669 pyridoxamine
n11970586 gaillardia
n12320627 pignut_hickory
n04592465 winery
n07822197 tomato_ketchup
n04398688 teaspoon
n03963483 playbox
n02309242 instar
n02037464 phalarope
n02636854 mojarra
n12937130 wild_carrot
n07906572 blended_whiskey
n07909593 drambuie
n03767459 mimeograph_machine
n03319167 fallout_shelter
n04226464 skein
n03917814 permanent_press
n02030287 tattler
n02862916 body_lotion
n03686924 log_cabin
n05242928 squamous_cell
n03585438 irons
n03370387 fluorescent_lamp
n01919385 beroe
n02962414 car_carrier
n11793779 arum_lily
n02156871 quadruped
n03583419 ion_engine
n13108481 sapling
n04265428 space_helmet
n02692232 drome
n01318894 pet
n04538403 viscose
n02202678 biting_midge
n07881404 tostada
n02804123 bass_guitar
n03836976 nylons
n03813946 nebuchadnezzar
n01795088 grouse
n03187751 dialysis_machine
n07887967 light_beer
n01411450 chlorella
n07880751 taco
n01386007 pathogen
n02852173 flasher
n03115014 cotter_pin
n12981954 white_rust
n06596607 pulp
n05459101 spermatid
n03797390 mug
n04596492 witness_stand
n04028315 puzzle
n03244919 driving_wheel
n03801533 vaudeville_theatre
n03129001 creamer
n03688504 long_tom
n07835331 barbecue_sauce
n04439585 tine
n02012185 least_bittern
n07613815 jello
n12049562 calypso
n03842012 office_building
n03498536 hatch
n11818069 stellaria_media
n07889814 bitter
n02918112 bullring
n09295210 growler
n04603399 workstation
n03165466 day_nursery
n03267821 elastic_bandage
n02431976 sika
n11652039 podocarp
n02095050 fox_terrier
n11616852 pinus_virginiana
n13190747 dicksonia_antarctica
n01541102 pine_grosbeak
n03129753 credence
n01947396 whelk
n04590553 windshield
n11628793 oregon_pine
n03753077 meter
n11640132 metasequoia
n02814338 beach_house
n12421137 hippeastrum
n02861286 bodega
n12291959 bluebell
n02834642 bicorne
n04324387 stock_room
n04323519 stockinette
n09210862 atoll
n03674731 link_trainer
n02286089 lymantria_dispar
n12585629 lontar
n03989349 postern
n04157099 scullery
n07866723 egg_roll
n03225108 dormitory_room
n07730708 celery_root
n01559804 wood_thrush
n07822687 chili_powder
n03385295 formica
n04206356 shotgun
n04332580 straitjacket
n01421333 cryptophyte
n07921834 scrumpy
n04529962 vertical_fin
n03911767 penlight
n02361587 woodchuck
n03314608 faceplate
n12329260 crape_myrtle
n09219233 berm
n04402746 phone_system
n03198500 dildo
n04415257 test_equipment
n03923379 phial
n03842986 ohmmeter
n03617594 picture_tube
n01804163 golden_pheasant
n01449980 mollie
n04164868 secretaire
n01683558 night_lizard
n07592768 ratatouille
n02879087 bouquet
n01891633 shrew
n02230187 field_cricket
n07927931 dope
n03221059 half_mask
n13152339 yerba_mansa
n07823105 chutney
n07869611 jambalaya
n02333546 rattus_norvegicus
n04471148 transept
n03345837 fire_extinguisher
n13131028 umbel
n04964878 maroon
n01652026 chorus_frog
n04174234 serial_port
n03500209 hawser
n03342127 finger_painting
n04158002 scuttle
n05262698 walrus_moustache
n02136103 binturong
n04030846 quadrant
n02816656 beanbag
n03285578 encaustic
n04246855 smoker
n02699770 altarpiece
n02964934 cargo_door
n03204436 dipstick
n01570676 yellowthroat
n02208280 honeybee
n03875955 paintball_gun
n04095577 riveting_machine
n02387254 dobbin
n12807251 london_plane
n07886057 homebrew
n11857696 portulaca
n11916696 yarrow
n09436444 ski_slope
n04351550 suite
n03556173 i_beam
n03294604 eprom
n02757927 audiovisual
n03365374 flood
n02127678 caracal
n12279772 quercus_virginiana
n03544238 hour_hand
n04976319 pigmentation
n04506506 ultracentrifuge
n12726528 arctic_willow
n01495701 ray
n04265904 space_rocket
n02962938 heart_monitor
n09217230 beach
n03985069 portable
n02697221 a_line
n03335846 figure_eight
n02494383 woolly_monkey
n02043063 tern
n12014355 artemisia_maritima
n03212114 garbage_disposal
n02060569 manx_shearwater
n04130907 sallet
n01857079 snow_goose
n12190410 ceiba_tree
n02542017 ladyfish
n02542432 bonefish
n02992795 scotch_tape
n04133114 sampan
n03983612 poplin
n01748686 spitting_cobra
n04497442 tun
n02448318 honey_badger
n04963111 sanguine
n01928517 nemertean
n03680858 lobster_pot
n04370955 sweep
n04329681 storm_cellar
n03629520 kylix
n02656301 burrfish
n04335693 street_clothes
n03533014 kalian
n12110236 wild_oat
n02406647 charolais
n02311748 leptocephalus
n01577035 sturnus_vulgaris
n02424589 lesser_kudu
n07928696 coke
n02127381 canada_lynx
n02065726 humpback_whale
n04604806 worm_gear
n04063154 changer
n04414675 tesla_coil
n02976455 casement_window
n02838345 bilge_pump
n02843158 birdbath
n04472563 transmission_shaft
n02960690 carabiner
n04973291 beige
n07621618 garnish
n02332156 house_mouse
n00478262 soccer
n02197689 drosophila_melanogaster
n02666501 derelict
n02979399 cassette_tape
n03943266 pinnacle
n07605040 cotton_candy
n04206570 shotgun_shell
n09245515 cwm
n07842308 scrambled_eggs
n02689434 jackhammer
n03982895 poorhouse
n02826886 bell_tower
n03324928 fatigues
n04321453 stob
n04150980 scraper
n02125081 felis_silvestris
n07802246 stover
n12303083 forsythia
n07893642 bubbly
n05482922 subarachnoid_space
n00467320 quoits
n07817315 cilantro
n03776877 moccasin
n04409806 tennis_racket
n03034405 circuitry
n03653110 imitation_leather
n02505238 columbian_mammoth
n03334912 spare
n11719286 peony
n02998841 chaddar
n04126066 safety_bicycle
n00453396 ducking
n07845087 formula
n12859986 catnip
n12392549 urtica_dioica
n11849871 mammillaria
n04465358 traction_engine
n03316105 facsimile
n03731019 mattock
n09327077 kopje
n04477725 treasure_ship
n01481498 chimaera_monstrosa
n02852173 blinker
n03772674 minuteman
n01830479 wood_hoopoe
n12631331 avens
n03632963 powder_room
n03941231 pinata
n02387722 poster
n02407276 galloway
n03918737 organizer
n09269341 down
n12455950 gloriosa_superba
n03128085 cravat
n02127292 lynx_lynx
n05469861 dendrite
n01811243 dodo
n02011805 american_bittern
n12801520 parnassia
n03140292 crucifix
n01330497 arenavirus
n11944954 carduus_nutans
n07607967 troche
n07879659 tamale
n04251701 snowbank
n04233715 slacks
n03492922 hard_hat
n01586941 mockingbird
n09233446 canon
n11646955 hoop_pine
n05581932 cuticle
n03324629 fast_reactor
n03256631 dunce_cap
n02565324 largemouth
n04128710 sailcloth
n13098962 bast
n01712752 ceratosaurus
n01442710 rudd
n02689144 airframe
n02710429 anemometer
n04459122 tourer
n01603600 waxwing
n04246855 smoking_car
n03678729 little_theater
n03796974 muff
n01664990 hawksbill_turtle
n02921029 bunsen
n02204249 sandfly
n01504179 fledgling
n02919890 bungee
n02117900 spotted_hyena
n00444846 scuba_diving
n04017571 psychrometer
n02059852 giant_petrel
n04476116 dragger
n01365885 neisseria_gonorrhoeae
n02407390 friesian
n04185946 shaving_brush
n03730494 maternity_ward
n03956331 epicyclic_gear
n04399537 tee
n12665048 bedstraw
n08596076 litoral
n12865824 salvia_officinalis
n01931520 threadworm
n10443032 pipe_fitter
n12552309 sainfoin
n03443149 goalpost
n03512452 heliograph
n07875436 risotto
n04262530 sounding_rocket
n03447358 golliwog
n12286826 hornbeam
n07801779 alfalfa
n01814549 squab
n09428628 seaside
n01315213 peeper
n02791665 barbican
n01623880 spotted_owl
n01548301 kingbird
n01876326 bandicoot
n00467320 horseshoes
n02981024 catacomb
n03318294 fairy_light
n02578771 amberjack
n02042759 kittiwake
n01792955 broody
n11782036 elephant_ear
n07697699 sloppy_joe
n04969952 purplish_blue
n02770830 backseat
n01884476 thylacine
n07823951 curry
n03500699 haymaker
n04309049 steam_engine
n03840823 octant
n13155305 involucre
n03785721 morion
n02450677 beech_marten
n08583455 heronry
n07685918 pumpernickel
n03978815 polonaise
n02137888 ichneumon
n11603835 macrozamia
n04403925 telescopic_sight
n02055107 tropicbird
n02786331 bandbox
n02901481 brigandine
n02305085 atlas_moth
n02499808 bushbaby
n01316422 scavenger
n04053508 rangefinder
n02970408 tote
n03019806 chin_strap
n03262932 lounge_chair
n03124590 cattle_pen
n02177196 water_beetle
n11552976 biennial
n12261808 fagus_grandifolia
n04202142 shooting_lodge
n09454153 talus
n04185529 sharpie
n11614420 pinus_ponderosa
n07886176 hooch
n07720084 sugar_beet
n01615458 erne
n02918964 bumper_car
n09411189 riparian_forest
n01664369 ridley
n07721195 pimiento
n03885028 panty
n07818995 marjoram
n04158250 scythe
n03426134 petrol_tank
n02881757 bowler
n03818343 neon_tube
n07741706 stayman
n04483925 trimmer
n01915811 coral
n01984245 nephrops_norvegicus
n03451798 graffiti
n04328054 stopper_knot
n04246731 smokehouse
n09376526 ocean_bottom
n02146201 red_bat
n01504344 nestling
n03031012 cigarette_case
n03268790 electric_automobile
n07741461 pippin
n04036776 rebate
n07924443 cranberry_juice
n01943087 ormer
n01690149 anguis_fragilis
n01618503 secretary_bird
n12051103 red_helleborine
n04061969 niche
n07896994 plonk
n07713074 eggplant
n03325941 trilby
n09445008 steep
n11617878 knobcone_pine
n04086663 rheometer
n01382033 spirochete
n04055180 ratchet
n03122295 conestoga_wagon
n03709363 magnum
n03238131 dressing_room
n12274358 quercus_macrocarpa
n02621258 surgeonfish
n03435593 geodesic_dome
n01339801 cmv
n03114839 cotter
n03981760 floating_bridge
n03409920 gadgetry
n02734835 architrave
n03391613 frame_buffer
n07925608 carrot_juice
n01701859 stegosaur
n12399384 white_mulberry
n03868643 oximeter
n04526800 ventilation_shaft
n11623815 cedrus_libani
n12276477 quercus_petraea
n02562796 crappie
n07880458 schnitzel
n03652100 lead_pencil
n04322801 stock_car
n05467758 astrocyte
n14853210 high_explosive
n03306385 limited
n03615300 khadi
n11635830 alaska_cedar
n01556182 spotted_flycatcher
n13238375 stapelia
n02686379 air_conditioner
n02987950 c_battery
n04220250 silo
n03209477 disk_controller
n07580253 special
n02793089 baritone
n04261767 sounder
n02432291 odocoileus_virginianus
n02757337 audiometer
n03637898 lancet_window
n03326795 felt
n02416964 nanny
n12950126 valerian
n02811618 battle_cruiser
n03914583 pepper_spray
n02990758 celesta
n07926346 limeade
n01794158 meleagris_gallopavo
n02178717 boll_weevil
n01423302 eimeria
n01999767 peripatus
n02979516 cassock
n03568117 indicator
n07894965 pinot_noir
n07704205 congee
n00449977 greyhound_racing
n07896060 california_wine
n02771286 backstay
n02688273 air_filter
n02411206 musk_ox
n03452594 grandfather_clock
n01641391 leopard_frog
n12274358 burr_oak
n12267931 cupule
n02970408 tote_bag
n02803666 bass_drum
n02084732 doggie
n02831237 beret
n04470741 skin_patch
n04410886 tensiometer
n07625324 timbale
n03658635 levee
n01481498 rabbitfish
n04209509 shower_room
n03423224 gas_furnace
n12305654 green_ash
n03223686 threshold
n12441958 asphodel
n13079073 monilia
n02925519 business_suit
n12103894 shortgrass
n01319685 bycatch
n10721321 traffic_cop
n01670535 testudo_graeca
n12762896 sumac
n04290762 spy_satellite
n02045864 razorbill
n03779884 moldboard
n02708711 analyser
n04112252 rotor_blade
n03146846 tiller
n07888465 wheat_beer
n03915118 percolator
n03600475 jodhpur
n07567139 colouring
n04344734 studio
n03317889 faille
n07611148 dumpling
n02966545 clawhammer
n03436417 gift_shop
n12131405 bluegrass
n03318136 fairlead
n05263448 attilio
n03031152 cigarette_holder
n03474779 hacksaw
n03510244 heat_sink
n07818995 oregano
n12506991 kidney_vetch
n04034367 quilting
n03016868 chiffon
n02895328 breast_pocket
n12340383 tupelo
n02816768 beanie
n02812949 bayonet
n02486908 mandrill
n02803539 bass_clarinet
n02904927 brogan
n03637787 lancet_arch
n03405111 furnace_room
n03137579 crosspiece
n02843029 birchbark
n01803893 argus
n02438173 guanaco
n12311579 syringa_vulgaris
n09248399 coastland
n01588002 brown_thrasher
n02065407 minke_whale
n02968074 carport
n13067330 ustilago_maydis
n03089753 conference_house
n02377291 stud
n03593222 japan
n01814217 mourning_dove
n09289331 glacier
n03313333 frontal
n04083800 retractor
n04130143 salad_bar
n08521623 cemetery
n04533700 videocassette
n03499468 hauberk
n03072201 color_television
n08547544 crest
n03116008 couchette
n12277800 quercus_rubra
n07868830 galantine
n02905886 bronchoscope
n02379183 quarter_horse
n04241573 slip_ring
n03516996 superheterodyne_receiver
n02922461 burin
n04431745 thumbtack
n02485536 vervet
n11678299 petiolule
n11615607 jack_pine
n02336826 vesper_mouse
n12982468 pythium
n03141327 cruise_ship
n02425086 mountain_nyala
n03943115 pinion
n06359467 chatroom
n04524941 velours
n02709101 anastigmat
n02540983 sparling
n02184473 pediculus_humanus
n01734808 house_snake
n00449517 auto_racing
n07860629 manna
n04219424 silk
n03793850 mouse_button
n03499354 hatpin
n01828556 kookaburra
n11666854 dicotyledon
n02793296 bar_magnet
n02540412 smelt
n12987056 lichen
n12656369 framboise
n07592481 beef_stew
n09270735 sand_dune
n07917133 sazerac
n04401680 telephone_booth
n11762433 leucaena_leucocephala
n04391445 tapa
n15092227 ergocalciferol
n12590499 elaeis_guineensis
n01646802 american_toad
n03683708 locker_room
n03191451 dicer
n02666624 a_battery
n09376526 seabed
n02805283 baster
n04452615 tool_chest
n03533014 narghile
n07887099 draft_beer
n03855333 oriel_window
n07928578 phosphate
n01847170 duckling
n02794474 barouche
n02572196 cardinalfish
n03956331 planetary_gear
n07620145 roly_poly
n02068206 beaked_whale
n07936459 ice_water
n03382856 foremast
n12766595 poison_sumac
n04189651 sheet_piling
n12139196 broomcorn
n02522722 atlantic_cod
n03297103 espadrille
n01641206 wood_frog
n02784124 banana_boat
n04355821 sun_gear
n02324587 bunny
n07741357 pearmain
n11628456 douglas_fir
n03493792 hardware
n03987376 portrait_lens
n11859472 spring_beauty
n01790398 cornish
n12266528 myrtle_beech
n01916481 sea_fan
n04151108 scratcher
n04393808 tappet
n03814817 neckerchief
n03698604 luxury_liner
n07846557 skimmed_milk
n07919310 fizz
n02563079 white_crappie
n03628831 crumhorn
n10297234 mascot
n04122685 sachet
n03760310 microprocessor
n02892948 brass_knuckles
n01415626 eukaryote
n03522100 hip_roof
n12180168 hibiscus_tiliaceus
n12278371 post_oak
n07883384 elixir
n07891309 ginger_beer
n03343047 fin_keel
n07583978 alphabet_soup
n07591162 oyster_stew
n07581607 canape
n03882611 panelling
n03950647 pitch_pipe
n04064747 record_cover
n09475179 watercourse
n11632619 mediterranean_cypress
n02505998 mastodon
n12531727 gliricidia
n13154388 pinna
n00447221 tobogganing
n07693590 danish
n03006788 chantry
n02590987 porgy
n02147947 pipistrel
n04245508 small_stores
n02850732 blender
n04083649 retort
n03657511 body_suit
n02855701 blucher
n03017835 chimney_corner
n04963588 deep_red
n01499732 cownose_ray
n11626826 picea_rubens
n01964271 mytilus_edulis
n07690585 yorkshire_pudding
n02010272 cattle_egret
n02434954 barking_deer
n07904637 sloe_gin
n10443032 plumber
n04137089 sash_window
n13911045 node
n14891255 greek_fire
n01839598 flicker
n03675235 linotype_machine
n02065726 humpback
n11709674 magnolia
n03759661 micrometer
n02931836 caber
n03378005 food_court
n12819728 blue_devil
n07914413 daiquiri
n04356925 sun_porch
n11666854 dicot
n11636204 sugi
n11728945 black_cohosh
n04298661 stairwell
n13883763 spherical_triangle
n03757604 metronome
n02969323 carriageway
n04119478 playroom
n07900958 sherry
n12753245 acer_saccharum
n03224490 doppler_radar
n03548402 hula_hoop
n02742753 arrow
n12934985 water_hemlock
n12593994 phoenix_dactylifera
n07624924 pirozhki
n12345899 mangrove
n03401721 fuel_system
n02028727 pectoral_sandpiper
n07621264 nonpareil
n12282527 silver_birch
n04318787 stile
n03582508 ivp
n02878628 boule
n11628087 tsuga_heterophylla
n12721477 palo_santo
n07887099 draught_beer
n09461069 trapezium
n07625061 samosa
n02601767 striped_mullet
n04142434 scalpel
n02900705 briefcase
n07689842 zwieback
n02462213 coronet
n04436992 time_capsule
n03829954 noria
n03330665 festoon
n11674332 inflorescence
n09279986 fireball
n02065026 fin_whale
n02868240 bomblet
n01382033 spirochaete
n07894703 montrachet
n02389261 pinto
n04081699 rest_house
n02407625 whiteface
n02738449 armband
n12711398 rangpur
n03836976 rayons
n07749312 valencia_orange
n07900225 varietal
n11647703 kauri
n02846511 chalkboard
n01577941 crested_myna
n03557840 ice_pack
n07866868 eggs_benedict
n13862552 equilateral
n03221351 dongle
n12761905 terebinth
n03062336 cocotte
n02197185 medfly
n07600394 butterscotch
n01664990 hawkbill
n04457910 torque_wrench
n03615790 khukuri
n07712959 nacho
n02387254 farm_horse
n13061172 tremella_fuciformis
n02922798 gunny
n03615563 khakis
n15092650 biotin
n12270946 quercus_chrysolepis
n13145040 vitis_labrusca
n03349020 firing_pin
n01379389 staphylococci
n11793403 malanga
n03645577 lateen_sail
n03039827 cleaners
n02288268 looper
n04107598 roomette
n04121426 rya
n07919787 decaffeinated_coffee
n09885866 cabinetmaker
n00470966 rugby
n03186199 dhoti
n11916696 milfoil
n01623706 scops_owl
n02417785 markhor
n04541320 voltmeter
n03127408 crankshaft
n01668091 diamondback_terrapin
n12363301 dillenia
n11782761 amorphophallus
n02852043 bling_bling
n03847471 onion_dome
n01368672 klebsiella
n04358117 supercomputer
n07608245 marzipan
n03541393 hospital_train
n07585557 chicken_soup
n12735160 santalum_album
n02746978 art_school
n02118176 aardwolf
n14938389 linoleum
n09260907 ploughland
n03011018 chatelaine
n11890150 isatis_tinctoria
n03826186 quonset_hut
n02520147 goujon
n12536291 anil
n02734725 architecture
n02755140 attache
n12730143 creeping_willow
n03260504 dynamo
n02610664 parrotfish
n07839730 soubise
n12622875 agrimonia
n04479939 trestle_bridge
n03724756 masjid
n01857325 brent
n01396048 paramecia
n04574348 whaleboat
n02960903 carafe
n07600696 candy_apple
n03553248 hydrogen_bomb
n07903543 applejack
n07921615 hard_cider
n11712282 yellow_poplar
n04441093 tire_iron
n04213530 sickroom
n11866248 cleome
n02655848 porcupinefish
n04420720 thermocouple
n00434075 tumbling
n07903101 bitters
n12055516 cymbidium
n04237423 slicer
n07608866 praline
n12443323 aspidistra
n12344283 evening_primrose
n02207345 queen_bee
n03122295 prairie_schooner
n01594787 barn_swallow
n12335664 mallee
n03049924 cloth_cap
n12643313 myrobalan
