n03205304 direction_finder
n02310334 corn_earworm
n03115180 cotton
n08495908 aphelion
n07827130 juniper_berries
n11835251 greasewood
n04521863 variometer
n01514752 gamecock
n03437741 gingham
n04537436 virginal
n01744100 reticulated_python
n02340358 eastern_woodrat
n02381004 buckskin
n02814860 lighthouse
n04225987 skateboard
n01915700 sea_pen
n02124484 manx
n02919890 bungee_cord
n11889619 candytuft
n01612275 merlin
n04324515 stocks
n12119238 wild_rye
n07618119 duff
n04023422 punchboard
n03035832 gittern
n04346157 stun_gun
n07803779 cracked_wheat
n03483971 handcar
n04049585 rain_gauge
n07591162 oyster_stew
n03647423 launch
n03334382 fieldwork
n11791341 philodendron
n13001529 agaricus_campestris
n04061969 niche
n03844233 oil_paint
n01849157 pintail
n01341090 rotavirus
n04054361 rapier
n11877193 collard
n02962938 heart_monitor
n09436444 ski_slope
n01734104 pine_snake
n02414209 longwool
n01831360 tody
n01714231 allosaurus
n02191273 glossina
n11622591 subalpine_fir
n02278024 comma
n07876189 sauerkraut
n04397452 teacup
n07889990 burton
n04503593 twist_drill
n03693860 lowboy
n02561803 chain_pickerel
n01396617 stentor
n02256656 cicada
n02871824 boom
n02961451 carbine
n12949361 kapuka
n03744684 memory_chip
n12454159 tulip
n12932173 archangel
n04346328 tope
n03047052 clock_tower
n04107598 roomette
n04482297 tricot
n03899768 terrace
n04529962 vertical_fin
n02968074 carport
n02895328 breast_pocket
n05314075 canthus
n03418618 gargoyle
n12510343 dhak
n12669803 lemonwood
n07876026 sauerbraten
n02836607 bifocals
n03596543 jetliner
n02130308 acinonyx_jubatus
n11791569 pistia
n02405929 aberdeen_angus
n02809105 batik
n03900194 patrol_boat
n03819448 nest_egg
n02762725 donkey_boiler
n02966193 roundabout
n04976319 pigmentation
n03432360 geiger_counter
n04391445 tappa
n02725872 anvil
n12049562 calypso
n04030846 quadrant
n02524202 pollack
n02306825 egger
n12604228 rumex_acetosa
n01825278 turaco
n02557182 yellow_perch
n04592596 wineskin
n01904806 scallop_shell
n01610226 northern_harrier
n03277149 electron_gun
n03614782 keyhole
n02237581 mirid
n07881205 quesadilla
n04034367 quilting
n04238763 slide_rule
n03837606 oast
n02415829 mouflon
n04554998 washhouse
n04044716 radio_telescope
n04610013 yacht
n15006012 roughcast
n10701644 tennis_pro
n03317889 faille
n02527622 conger
n07890750 mead
n03209910 floppy
n07868340 fried_rice
n04457767 torque_converter
n02163297 springtail
n03657511 cat_suit
n04186051 shaving_soap
n12324056 combretum
n06794110 street_sign
n03125588 crackle
n02763306 secondary_storage
n03270695 electric_bell
n02696165 alehouse
n00445055 surfing
n03556173 i_beam
n04241573 slip_ring
n02896074 breechblock
n07592317 chicken_stew
n03788914 muumuu
n04492157 trunk_line
n04499062 tureen
n01995514 fairy_shrimp
n03727465 master_bedroom
n03186199 dhoti
n02105162 malinois
n07770869 areca_nut
n02378870 prancer
n03107488 cords
n04419868 thermal_printer
n09818022 cosmonaut
n02414763 argal
n03895170 parvis
n02432704 blacktail
n02909706 buckboard
n01695060 komodo_dragon
n12307756 privet
n03796605 mudguard
n07904934 ouzo
n04409625 tennis_camp
n01596273 sand_martin
n02601767 striped_mullet
n03912821 penthouse
n03342127 finger_painting
n03037404 clapperboard
n12782915 dionaea_muscipula
n01674990 gecko
n11958499 brass_buttons
n12782530 sundew
n03801353 music_box
n04458843 touch_screen
n03140652 cruise_control
n11860555 bitterroot
n09260907 tillage
n02925107 bushing
n03716887 mandola
n01563945 goldcrest
n02870880 bookcase
n00825773 judo
n03509608 heat_pump
n04132603 shamisen
n07723039 leek
n02869563 boneshaker
n04033901 quill
n04603729 work_table
n03533654 hookup
n08645104 scrubland
n04349401 subwoofer
n02454794 dasypus_novemcinctus
n03600722 joinery
n07617051 frozen_custard
n07920663 instant_coffee
n01849676 shelduck
n11866248 cleome
n04295777 staddle
n01991520 pill_bug
n04127117 safety_net
n07768318 seckel
n02624987 chub_mackerel
n12580012 keurboom
n01411450 chlorella
n03587205 irrigation_ditch
n04285008 sports_car
n01930852 ascaris_lumbricoides
n02406533 brown_swiss
n04300643 stanchion
n04579230 whispering_gallery
n07854266 muenster
n01424420 malaria_parasite
n03421324 garter_belt
n03187595 dial_telephone
n12282737 betula_pubescens
n02992211 violoncello
n12564083 winged_bean
n12697152 cedrela_odorata
n02425887 sable_antelope
n02927053 butcher_knife
n12128490 knotgrass
n04084517 return
n12099342 statice
n02672371 accommodation
n03668488 lightship
n04532670 viaduct
n03829954 noria
n04186268 shaving_foam
n02324587 bunny
n12723062 creosote_bush
n03529860 home_theatre
n03436549 gift_wrapping
n03431570 gearbox
n02086240 shih_tzu
n01392380 amoeba
n01855476 hooded_merganser
n12908093 nicotiana_rustica
n03195959 dat
n04050066 rake
n03908714 pencil_sharpener
n01819734 cockatiel
n03598930 jigsaw_puzzle
n04257790 solar_battery
n13895262 belly
n03974070 pogo_stick
n04075715 rendering
n02008041 heron
n07708398 raw_vegetable
n02040266 stone_curlew
n02971473 cartouche
n12922763 croton
n02793842 barn_door
n03212114 garbage_disposal
n05263448 attilio
n02422699 impala
n11652039 podocarp
n12110778 brome
n12402348 banyan_tree
n02259708 treehopper
n04241042 slipknot
n04548280 wall_clock
n02762508 autostrada
n07765073 date
n12138248 kaoliang
n03512030 helicon
n02450295 pine_marten
n11623815 cedrus_libani
n12641007 prunus_armeniaca
n07852614 brie
n07817315 cilantro
n01555305 scissortail
n02709637 anchor_chain
n12753007 silver_maple
n01620735 king_vulture
n02147591 cave_bat
n02105855 shetland_sheepdog
n04266162 space_platform
n03891332 parking_meter
n02205673 black_fly
n02447366 badger
n03219483 dollhouse
n03585438 chains
n03579538 interior_door
n03971218 plywood
n02029087 curlew_sandpiper
n03725506 masonite
n04557522 water_bed
n04261116 sorter
n02238594 lace_bug
n08649711 bedside
n02105412 kelpie
n02003037 adjutant
n02451415 taira
n03829857 norfolk_jacket
n01964271 mytilus_edulis
n10467179 president
n02412210 wether
n02173373 japanese_beetle
n11916696 milfoil
n02581482 mackerel_scad
n07588193 wonton
n04389430 tankard
n03722646 marlinspike
n02953197 cantilever_bridge
n02228341 katydid
n12263204 castanea_sativa
n12656369 framboise
n03223686 threshold
n12980840 downy_mildew
n03119396 coupe
n02734835 architrave
n03465718 guestroom
n13882276 hexagon
n05239437 skin_graft
n03374838 fob
n07880213 terrine
n01423302 eimeria
n08182379 crowd
n02006364 sacred_ibis
n03041810 clerestory
n03643491 lgb
n03228254 doublet
n07568241 farina
n09308743 ice_cap
n02927887 butterfly_valve
n07688898 hushpuppy
n12866459 salvia_divinorum
n02169974 potato_beetle
n02962414 car_carrier
n02166229 bean_beetle
n03885194 panting
n03667235 lighting
n01381044 strep
n01857079 snow_goose
n04146976 school_system
n03361550 flats
n03374570 flytrap
n03221059 eye_mask
n03367321 flophouse
n02029378 sanderling
n11625632 white_spruce
n01971620 loligo
n01589286 creeper
n04096733 roadbed
n12779603 pitcher_plant
n03268790 electric_automobile
n03485198 hand_mirror
n07901355 marsala
n01469723 salpa
n12675876 lonicera_japonica
n08633683 waterfront
n09618880 ex_president
n04278605 spinner
n12001707 cineraria
n01633406 hellbender
n07855510 peanut_butter
n04312154 steelyard
n09400987 pulsar
n04255346 socket_wrench
n02315487 brachiopod
n02533834 anchovy
n12304286 swamp_ash
n12402840 rubber_plant
n07819303 mustard_seed
n12862512 plectranthus
n04189092 sheet_bend
n03788047 mosaic
n12190410 ceiba_pentandra
n03736147 meat_hook
n04495555 tudor_arch
n02864504 bolero
n01632777 axolotl
n03376279 folder
n02786837 band_saw
n04458201 torture_chamber
n02504458 african_elephant
n09305898 hot_spring
n03875806 paintball
n03216710 paper_cup
n01987076 pistol_shrimp
n13022709 mycelium
n07583978 alphabet_soup
n04452757 toolshed
n07897116 retsina
n03795976 movie_projector
n02964934 cargo_door
n03781594 moneybag
n02884859 box_beam
n04540397 voltage_regulator
n03445924 golf_cart
n03062122 cocktail_lounge
n03610682 kepi
n03200231 dining_area
n12850906 dagga
n01542786 weaver
n02381609 tarpan
n04375615 synchronous_motor
n03391770 framework
n03674270 data_link
n02319555 sand_dollar
n04003359 prince_albert
n04467899 trailing_edge
n07855317 velveeta
n04600912 work_clothing
n04308273 stealth_bomber
n03730494 maternity_ward
n03070193 collider
n01847806 mallard
n12928307 candelilla
n07921615 hard_cider
n03787032 mortarboard
n09208496 asterism
n02406859 devon
n03063485 coffee_mill
n04961062 alabaster
n01339336 herpes_zoster
n02910542 buckram
n02147328 serotine
n03059103 coat_rack
n03196990 dsl
n02099997 pointer
n01604968 accipitriformes
n01982347 giant_crab
n04371979 swing_door
n02387887 coach_horse
n03360133 flat_arch
n11709674 magnolia
n04303497 stapler
n02907873 brownstone
n01319001 stayer
n09228055 brae
n03256788 dune_buggy
n02363351 castor_canadensis
n07890068 pale_ale
n02699770 altarpiece
n03347617 fire_tower
n02524524 hake
n03607923 kameez
n14853210 high_explosive
n02618827 dragonet
n04488857 trouser_press
n12399899 osage_orange
n02826068 bell_jar
n03885293 pant_leg
n02979516 cassock
n03422771 gas_engine
n07927070 negus
n02245111 firebug
n04589593 window_frame
n03469903 gunny_sack
n07870167 lasagna
n11757017 gidgee
n01634227 olm
n02998003 cereal_box
n07928163 cream_soda
n01527917 skylark
n02169023 sawyer
n12428076 martagon
n03609235 kayak
n00449517 car_racing
n02324514 lapin
n08256735 wedding
n11783920 anthurium
n02387722 poster
n02469472 tadpole
n02614978 gunnel
n02094433 yorkshire_terrier
n02587300 mangrove_snapper
n04204347 shopping_cart
n02970408 carryall
n02359324 prairie_dog
n02388832 liver_chestnut
n01736375 ground_snake
n03610524 dog_house
n02759700 autoinjector
n02890662 brake_pad
n03783430 eyeglass
n02286089 gipsy_moth
n04324387 stock_room
n04328054 stopper_knot
n04585318 wimple
n07805594 birdseed
n03779128 mohair
n07765208 elderberry
n07605804 penuche
n02396088 sow
n01758757 carcase
n03594148 javelin
n11685091 pip
n12732491 black_poplar
n03970546 plush
n03420801 garrison_cap
n02182045 seed_weevil
n11769176 desert_rose
n07611148 dumpling
n03423877 gas_lamp
n03465500 guarnerius
n12773651 caimito
n11666854 dicotyledon
n04037873 race
n03268311 elbow
n09858165 black_belt
n04530283 vertical_tail
n04274985 sphygmomanometer
n02931836 caber
n03577672 interceptor
n04228581 ski_boot
n11627908 mountain_hemlock
n07858336 tapenade
n07573347 spam
n02405440 banting
n02935387 caddy
n04093775 riot_gun
n03624400 knife_blade
n13917785 truncated_cone
n03914831 percale
n02344528 lemming
n07876550 scampi
n07838811 mushroom_sauce
n10304914 medalist
n03668279 light_pen
n11800236 ginseng
n03177059 departure_lounge
n12070381 liparis
n07752782 sultana
n11623967 cedrus_deodara
n09403427 rainbow
n02052204 white_pelican
n07854184 mozzarella
n03568117 indicator
n12281788 yellow_birch
n04280845 spirometer
n07560652 fare
n01317294 draft_animal
n04950952 wood_grain
n01925270 planaria
n04036776 rebate
n04131368 saltbox
n01422335 trophozoite
n03349020 firing_pin
n04431925 thunderer
n04317063 sternwheeler
n04017571 psychrometer
n02877642 bottlebrush
n07937461 couscous
n02023992 kildeer
n04395651 tattoo
n04202142 shooting_lodge
n04251701 snowbank
n04134008 sandbag
n03687928 longbow
n12592058 nipa_palm
n03408264 fusil
n02846733 black_box
n03793850 mouse_button
n12766043 mombin
n01449374 mosquitofish
n08555710 crawl_space
n02090379 redbone
n02405799 santa_gertrudis
n02431976 sika
n02757927 audiovisual
n01858281 coscoroba
n02092173 staghound
n07589543 brunswick_stew
n03382292 forecourt
n00324978 tightrope_walking
n11690455 petal
n01800424 chachalaca
n00451635 motorcycling
n02410011 gaur
n02421136 addax
n01833112 swiftlet
n02310717 woolly_bear
n03899933 patisserie
n01852142 wood_duck
n04028315 puzzle
n03165616 day_school
n03256631 dunce_cap
n03553248 hydrogen_bomb
n08583292 hemline
n04284572 sporran
n03351151 fishhook
n07829248 cider_vinegar
n02481500 silverback
n02622955 hairtail
n04045644 balk
n02476870 australopithecus_africanus
n04119091 rumble
n03441345 glove_compartment
n07808587 slaw
n01530439 chaffinch
n03723781 martello_tower
n01531512 siskin
n03976467 polaroid_camera
n03646148 lath
n11653126 totara
n07925608 carrot_juice
n03141823 crutch
n04542595 vox_humana
n02874537 bootlace
n01859496 tundra_swan
n02871963 throwing_stick
n04410565 tenpin
n03343560 fire
n07925327 lime_juice
n12437513 kniphofia
n02114855 coyote
n07803213 pearl_barley
n01534155 bullfinch
n04404200 teletypewriter
n04128710 sailcloth
n03016737 chicken_run
n07580253 special
n03153246 cutlass
n03799240 multiprocessor
n02450561 american_marten
n04484432 triode
n03875955 paintball_gun
n07842753 omelette
n04390577 tank_top
n02643836 stonefish
n07818995 oregano
n12833985 streptocarpus
n02062744 whale
n03981340 pontifical
n04205505 short_sleeve
n03688605 long_pants
n04253057 snuffbox
n02532272 atlantic_herring
n02023855 piping_plover
n07851443 double_cream
n03164929 davit
n03810952 national_monument
n00470830 hurling
n03095699 container_ship
n02100877 irish_setter
n03500090 hawse
n03099147 convector
n04311174 steel_drum
n10560106 schoolmate
n02823335 beer_barrel
n01818299 amazon
n02520147 mudcat
n04142175 scaler
n03708962 magnetron
n02804123 bass_guitar
n03572107 inkle
n04293744 squinch
n04525038 velvet
n02584145 cardinal_tetra
n02862916 body_lotion
n05244755 bacterial_plaque
n03620967 kitchen_table
n03709363 magnum
n02027897 greenshank
n04380916 table_saw
n03643737 laser_printer
n01841679 wryneck
n04414909 tessera
n04206790 shot_tower
n04185804 electric_razor
n02778294 baldric
n03724756 masjid
n00450070 horse_racing
n04245508 small_stores
n02339922 pack_rat
n12286826 hornbeam
n07643200 strawberry_jam
n02582721 pomfret
n02425228 bushbuck
n11728945 black_cohosh
n03067518 cold_frame
n07928696 coca_cola
n01623110 barred_owl
n02658531 plaice
n12855494 mentha_aquatica
n09885866 furniture_maker
n02382039 cayuse
n02565072 smallmouth_bass
n12491017 orchid_tree
n03743279 megaphone
n03628071 kohl
n03516996 superheterodyne_receiver
n03677682 lisle
n02921406 burberry
n03236217 dredge
n02750070 assembly_hall
n03124043 cowboy_boot
n07806043 cat_food
n01573627 cacique
n03136369 crossbow
n04457910 torque_wrench
n12851469 motherwort
n02643112 scorpionfish
n02095889 sealyham
n07749870 key_lime
n04312916 steering_linkage
n02811618 battle_cruiser
n04608923 xerox
n11737125 nigella_sativa
n04533499 victrola
n03865288 overmantel
n01330497 arenavirus
n03425595 gas_stove
n02287004 geometrid_moth
n09224725 bluff
n04267435 spanker
n03457451 greave
n07689003 johnny_cake
n10007995 hotel_clerk
n02132580 grizzly
n02389559 donkey
n02783994 baluster
n02653786 filefish
n02429456 pronghorn_antelope
n03180865 detached_house
n02317335 starfish
n01847407 dabbling_duck
n02962200 carburettor
n03025165 choo_choo
n07894965 pinot_noir
n12365900 clusia
n11678299 petiolule
n11680596 pollen_tube
n01799302 guan
n11924445 burdock
n04150371 scow
n12771390 diospyros_kaki
n02632039 spearfish
n04356925 solarium
n03543254 hotplate
n03002341 chairlift
n03871628 packet
n04354487 sump_pump
n03718335 manometer
n07840395 curry_sauce
n04955160 gloss
n01841102 sapsucker
n03200539 dining_hall
n12443323 aspidistra
n03565830 in_basket
n04121228 rushlight
n12189987 baobab
n06892775 concert
n09214916 barrier_reef
n04104925 rood_screen
n04343511 student_center
n01314663 critter
n03186285 dhow
n02375302 roan
n01322508 wolf_cub
n02099712 labrador_retriever
n02901481 brigandine
n02122580 stray
n03890514 totalisator
n03390786 fraise
n04355267 sun_deck
n03871371 liquor_store
n07826653 aniseed
n03173270 delft
n12215022 honeypot
n03071552 colorimeter
n01698640 american_alligator
n03365231 floatplane
n04158956 sea_chest
n04119478 playroom
n04102618 roller_skate
n02960903 carafe
n02981321 catalytic_converter
n07708124 julienne
n01688961 moloch
n13028611 cup_fungus
n05263183 stubble
n12138444 milo
n07926346 limeade
n13155611 glume
n04124573 saddle_seat
n07763987 mangosteen
n04050600 ram_disk
n04538552 vise
n12114590 chloris_gayana
n04355115 sunday_best
n13882563 octagon
n02926591 bustle
n02963987 cardroom
n02654745 cowfish
n02710324 anechoic_chamber
n13006631 milkcap
n07740461 red_delicious
n01665541 leatherback_turtle
n02660208 halibut
n02732572 arabesque
n03967562 plough
n04064862 recovery_room
n07893425 sacramental_wine
n05526957 foreskin
n07918706 swizzle
n00447463 bobsledding
n04422875 thermostat
n04359034 supertanker
n03628511 kremlin
n02535759 landlocked_salmon
n07877675 steak_tartare
n01333610 reoviridae
n03204558 dip_switch
n11599324 welwitschia_mirabilis
n04255499 socle
n13108545 shade_tree
n02805283 baster
n04517211 uzi
n07870069 souvlaki
n01519563 cassowary
n03600285 riding_breeches
n04459018 toupee
n02123597 siamese
n08658309 soil_horizon
n01997825 ostracod
n03030880 cigarette_butt
n03195332 digester
n01914830 actinia
n07601290 orange_peel
n07567139 food_color
n04023695 punch_bowl
n02128757 ounce
n04506506 ultracentrifuge
n02856013 blue_chip
n02976123 sheath_knife
n01632601 tiger_salamander
n02240517 cimex_lectularius
n12023108 feverfew
n12365285 laurelwood
n12849416 henbit
n01836673 poorwill
n02102318 cocker_spaniel
n02434712 brocket
n03835197 nude
n03935883 pilaster
n02125689 jaguarundi
n02312640 chrysalis
n03630383 lab_coat
n01826680 european_roller
n02382850 exmoor
n07919441 irish_coffee
n07592768 ratatouille
n01583495 currawong
n04219424 silk
n07613266 tiramisu
n01557962 mistle_thrush
n12737383 loranthaceae
n11753355 trifolium_pratense
n01663782 green_turtle
n11613867 limber_pine
n04325041 western_saddle
n03102859 cooling_system
n02368116 viscacha
n01897667 alula
n04261638 sound_camera
n03267821 elastic_bandage
n02754656 atrium
n03016609 chicken_wire
n03450974 grab_bag
n04220250 silo
n01768244 trilobite
n03028596 church_bell
n07839055 nantua
n02435853 mouse_deer
n04131208 beauty_parlor
n14867545 fish_meal
n03850053 operating_microscope
n02775483 bagpipe
n02419336 chamois
n08571275 midfield
n03134394 crookes_tube
n02013706 limpkin
n01792429 cockerel
n02776205 bait
n11661372 yew
n03915320 percussion_cap
n04132985 samovar
n07599649 bonbon
n11906127 golden_cup
n04151108 scratcher
n09403086 rabbit_hole
n04369282 flyswatter
n02699915 altazimuth
n03535780 high_bar
n07896893 muscadet
n03391613 frame_buffer
n07745661 saskatoon
n03669245 limber
n03097362 control_center
n01612628 caracara
n12245319 azalea
n02799323 baseball_cap
n15102455 chipboard
n01884834 tasmanian_devil
n04403413 zoom_lens
n04114069 roundel
n02507148 digitigrade
n04257986 solar_cell
n12884260 toadflax
n07607492 life_saver
n02105505 komondor
n02539424 lake_whitefish
n04395024 tarp
n03416775 garand_rifle
n02378755 steed
n02829596 bench_press
n07934032 tisane
n03374372 fly_rod
n01830479 wood_hoopoe
n12365462 calophyllum_inophyllum
n02826886 bell_tower
n05258051 forelock
n03986949 portmanteau
n03632963 powder_room
n07831663 wine_sauce
n01563449 gnatcatcher
n04595855 wiring
n12590232 oil_palm
n02542958 argentine
n05468739 oligodendrocyte
n07599911 peanut_brittle
n01859190 mute_swan
n03938244 pillow
n03620353 kitchenette
n03718789 mansard_roof
n02971167 rubber_tire
n01806467 green_peafowl
n05241485 melanocyte
n07584938 bouillon
n12766869 toxicodendron_radicans
n11905392 california_poppy
n04590021 window_seat
n04167346 seeder
n02627532 yellowfin_tuna
n03574243 instep
n04192521 sheraton
n11619227 tamarack
n03629100 kurdistan
n03855333 oriel
n07814203 cinnamon
n12275317 quercus_mongolica
n02584449 caribe
n04282494 splint
n12905135 lycium_barbarum
n01740131 night_snake
n04184880 sharkskin
n04075813 rep
n02981792 catamaran
n03774461 miter
n04298661 stairwell
n03522990 hitching_post
n03842986 ohmmeter
n03792782 mountain_bike
n03671914 linear_accelerator
n14976871 blacktop
n12596709 roystonea_regia
n01751472 taipan
n11785668 caladium
n04611351 yardarm
n12047345 brassavola
n02107908 appenzeller
n03918737 pda
n07890540 guinness
n04592465 wine_maker
n04357121 sunroof
n04458633 totem_pole
n03586219 iron_lung
n12038898 rampion
n12663359 coffea_canephora
n00470554 professional_football
n04963111 sanguine
n01614556 tawny_eagle
n07932454 spruce_beer
n07853560 goat_cheese
n09410224 rift_valley
n02842573 biplane
n03031012 cigarette_case
n01560419 bulbul
n11643835 arborvitae
n12269406 quercus_agrifolia
n07709172 potherb
n07857170 miso
n07730406 celery
n02598878 queenfish
n03168217 beach_chair
n04127395 guardrail
n04562262 water_ski
n00442437 bathe
n09262690 dale
n03874487 paddock
n11882237 coralroot
n02105641 bobtail
n07919165 zombi
n04614844 zill
n01880473 potoroo
n04506289 uke
n11611758 stone_pine
n03036022 city_hall
n07709881 bean_curd
n02003577 openbill
n09245515 cwm
n04414476 terry
n07678586 mincemeat
n02499022 slow_loris
n09193705 alp
n04289027 sprinkler
n05260240 pompadour
n02530999 allis
n12146311 zoysia
n03999064 prefab
n04272928 spectrophotometer
n03181667 detention_camp
n07815839 black_pepper
n04358117 supercomputer
n06259898 channel
n04518764 valise
n02563079 white_crappie
n12345899 rhizophora_mangle
n07852302 roquefort
n01563128 warbler
n02088839 coonhound
n13868515 s_shape
n04087709 ribbed_vault
n07822053 caper
n01858906 cygnet
n02536165 red_salmon
n12753762 striped_maple
n04095577 riveter
n04208065 shoulder_patch
n03075946 command_module
n09452760 swell
n12407222 dutch_elm
n12414329 iris_pallida
n03191451 dicer
n04518643 valenciennes
n04238321 zipper
n03307792 external_drive
n04266375 spacesuit
n03251533 dry_dock
n02106550 rottweiler
n04517408 vacation_home
n03460899 gristmill
n13898207 conformation
n02882190 bowling_alley
n04533700 videocassette
n03936466 pile_driver
n02682407 aeolian_harp
n03284981 enamelware
n13190747 dicksonia_antarctica
n03892178 parquet_floor
n04465358 traction_engine
n03557590 ice_machine
n03085781 computer_store
n03649161 lavalliere
n13149970 betel
n03503477 head_gasket
n02748491 aspirator
n07835331 barbecue_sauce
n03797264 mufti
n09348460 massif
n02307325 tent_caterpillar
n01484285 shortfin_mako
n07561848 balanced_diet
n01491006 blue_shark
n01927159 blood_fluke
n07903643 calvados
n02814338 beach_house
n04055180 ratchet
n03140126 crucible
n02686227 air_compressor
n12306717 jasmine
n04251791 snowboard
n03397947 frisbee
n03272562 electric_locomotive
n02557318 european_perch
n02337001 deer_mouse
n11602873 dioon
n04390873 tannoy
n02573704 bluefish
n12031927 vernonia
n07742313 granny_smith
n01635027 dicamptodon
n03146449 dead_end
n04539407 viyella
n03698360 lute
n03733281 labyrinth
n09462600 troposphere
n04976952 skin_color
n11668117 monocotyledon
n03736064 meat_grinder
n03204436 dipstick
n01448594 guppy
n04358874 superstructure
n07895710 cabernet_sauvignon
n07741461 pippin
n02869155 bone_china
n01912454 siphonophore
n07871436 meatball
n04132158 salwar
n11657585 nagi
n04550676 wardroom
n04210120 shredder
n03861048 output_device
n12584715 sugar_palm
n07903101 bitters
n02379743 appaloosa
n07910970 kahlua
n02803809 basset_horn
n03973839 pocket_watch
n04282992 spode
n04410086 tenor_drum
n02772435 badminton_court
n01790398 cornish
n04509260 uneven_bars
n04310604 steam_turbine
n12299640 salvadora_persica
n09874862 bridesmaid
n02775039 luggage_van
n04307767 staysail
n03600475 jodhpur
n02287799 cankerworm
n03678729 little_theatre
n11614039 whitebark_pine
n04439712 tinfoil
n04013600 proscenium_arch
n04232312 skybox
n07695742 pretzel
n12279772 quercus_virginiana
n12012111 ragwort
n07601175 lemon_peel
n07827750 poppy_seed
n03902125 pay_phone
n02831595 bermuda_shorts
n11885856 draba
n09391386 photosphere
n13894154 rut
n02758863 autobahn
n03584254 ipod
n01614038 harpy
n04085574 reversible
n03649797 lawn_furniture
n13061172 tremella_fuciformis
n03224490 doppler_radar
n02770211 back_porch
n13065089 puccinia_graminis
n01405616 ascophyllum_nodosum
n09210862 atoll
n12338146 spotted_gum
n07562881 fad_diet
n04233124 skyscraper
n02907082 broomstick
n02808185 bath_salts
n01649170 spadefoot
n01582220 magpie
n07720084 sugar_beet
n03439348 glebe_house
n03396580 friary
n03595264 jerkin
n03343234 fipple
n02201000 aedes_albopictus
n01829413 hornbill
n03610418 keg
n07697313 cheeseburger
n01797601 sage_grouse
n04518343 vacuum_gauge
n08659331 coalface
n02578771 amberjack
n04153330 screening
n11762433 leucaena_leucocephala
n01440242 mirror_carp
n01856155 gander
n04063868 recording
n02118643 vixen
n07840520 worcestershire
n03003091 chalk
n01444339 electric_eel
n09447666 strand
n04592356 winepress
n03370387 fluorescent_lamp
n02979074 cassette_deck
n11625391 engelmann_spruce
n04102872 roll_film
n04255899 soddy
n02695627 alcazar
n03115014 cotter_pin
n07878283 stuffed_cabbage
n13030337 elf_cup
n04205062 short_iron
n03293741 equaliser
n11846765 epiphyllum
n02692513 vacuum_pump
n04355338 sundial
n11931540 artemisia_vulgaris
n02278980 purple_emperor
n04091466 rigger
n01622959 tawny_owl
n02814774 beachwear
n02655848 porcupinefish
n09327077 kopje
n03514129 hematocrit
n03967270 plimsoll
n02850732 blender
n03781683 money_belt
n03460297 grindstone
n07869937 kedgeree
n04310157 steamroller
n02462213 coronet
n11930038 artemisia_campestris
n03499907 hawaiian_guitar
n01828096 belted_kingfisher
n12807624 platanus_orientalis
n09445289 steppe
n02215770 digger_wasp
n03908618 pencil_case
n04103094 rolling_mill
n09295210 growler
n01351315 spirillum
n11640132 metasequoia
n05459457 leydig_cell
n03135030 croquet_mallet
n02377291 stud
n02574271 cobia
n02917607 bullnose
n07904637 sloe_gin
n03643149 laryngoscope
n12266528 myrtle_beech
n03980478 pommel_horse
n01697178 crocodile
n00468299 shinny
n02776978 balalaika
n12658846 service_tree
n02499808 bushbaby
n03447358 golliwog
n13001930 shiitake
n04570815 weekender
n04350458 suede
n01790304 plymouth_rock
n03916031 perfume
n03772584 minute_hand
n03483316 hair_dryer
n01443831 crucian_carp
n02427576 lechwe
n03306385 limited
n02545841 opah
n03727067 mastaba
n03435593 geodesic_dome
n12220829 lomatia
n07584332 bisque
n11692792 thistledown
n02926426 bustier
n04200258 shoebox
n02127678 caracal
n06614901 outtake
n14786943 lagging
n03637181 lamppost
n04150980 scraper
n04123123 sackbut
n02835412 bicycle_chain
n03436075 ghat
n06618653 spaghetti_western
n02391373 mountain_zebra
n13003254 death_angel
n01986806 shrimp
n03098959 control_tower
n03027625 chukka
n15093298 vitamin_c
n01613807 eaglet
n03174079 delta_wing
n04187233 overlay
n11533212 basidiocarp
n03005033 chancellery
n03147156 culverin
n07690892 scone
n03849679 openwork
n02425086 mountain_nyala
n02106662 alsatian
n07727868 green_bean
n02542432 bonefish
n13141797 cascara
n03760944 microtome
n02418465 mountain_goat
n02561381 esox_lucius
n03448031 gordian_knot
n02053425 solan
n03561169 ignition_switch
n03919096 personnel_carrier
n03717447 manhole
n03225988 double_bed
n03593222 japan
n01959492 giant_clam
n02761696 car_factory
n00448126 professional_wrestling
n04210591 shrink_wrap
n12305089 black_ash
n03721047 marble
n11808299 sweet_william
n04212165 shuttle_bus
n03690473 lorry
n13150894 peperomia
n04174705 serration
n01559477 hermit_thrush
n02006656 spoonbill
n03718458 manor_house
n04532504 sacristy
n04532831 vibraharp
n01815601 sandgrouse
n01490670 lemon_shark
n07731767 belgian_endive
n11552806 annual
n02392434 indian_rhinoceros
n03335846 figure_eight
n07881625 refried_beans
n02093991 irish_terrier
n02184473 pediculus_humanus
n03228967 dovetail_joint
n07905979 tequila
n04438643 time_switch
n07711569 mashed_potato
n02904803 brocade
n01664369 ridley
n12663023 coffea_arabica
n03015478 chest_protector
n01791954 bantam
n12091953 polyanthus
n13181811 walking_fern
n01903498 sclerite
n07869391 hash
n04146862 school_ship
n03602365 joss_house
n01853195 eider_duck
n04615644 zoot_suit
n07749312 valencia_orange
n12321873 shellbark_hickory
n04273285 speculum
n01636829 dusky_salamander
n02749479 assault_gun
n02404432 longhorn
