n04351699 suiting
n03864139 overhand_knot
n01857079 snow_goose
n13132656 panicle
n02710324 anechoic_chamber
n03890358 pargeting
n03890358 pargetting
n04165675 security_blanket
n02578454 lookdown
n03865557 flyover
n03865557 overpass
n04601938 workpiece
n03220237 cromlech
n03220237 portal_tomb
n03220237 dolmen
n02424589 lesser_kudu
n03408054 fuselage
n01443831 crucian_carp
n09454412 tangle
n13064457 blister_rust
n04050066 rake
n09257843 cove
n00464277 tetherball
n02406533 brown_swiss
n01750437 tiger_snake
n12073991 odontoglossum
n10147710 grocer
n04295353 stabling
n01483830 porbeagle
n03948242 piste
n07837545 cream_sauce
n07843464 souffle
n02378870 prancer
n07826250 tomato_paste
n03035832 gittern
n03035832 cittern
n03035832 citole
n03409920 gadgetry
n07839055 nantua
n02031298 eurasian_woodcock
n02413917 cheviot
n12732966 eastern_cottonwood
n02987379 slouch_hat
n02003037 adjutant
n07840520 worcestershire
n07840520 worcestershire_sauce
n03044801 clip_on
n11958499 brass_buttons
n12408280 slippery_elm
n03711999 mainmast
n07916041 martini
n01646802 american_toad
n02408817 carabao
n09452760 swell
n03474167 habit
n02927053 butcher_knife
n07770869 areca_nut
n07770869 betel_nut
n03517509 hibachi
n02925519 business_suit
n04524941 velours
n04524941 velour
n01665932 snapping_turtle
n12414329 iris_pallida
n07680313 bap
n04590021 window_seat
n02487547 rhesus
n02487547 rhesus_monkey
n02487547 macaca_mulatta
n00448872 rollerblading
n00449054 skateboarding
n05245192 lentigo
n05245192 freckle
n03267113 eight_ball
n03779128 mohair
n07935504 water
n03850492 operating_table
n07756951 watermelon
n04449449 toll_bridge
n10772092 weather_forecaster
n10772092 weatherman
n09217230 beach
n04262161 sounding_board
n04262161 soundboard
n03549199 humvee
n03802393 muslin
n07857356 wasabi
n02392824 white_rhinoceros
n03724417 masher
n02734835 architrave
n12708941 bergamot_orange
n12708941 bergamot
n12345899 rhizophora_mangle
n12345899 mangrove
n09461069 trapezium
n03490884 hanger
n04287747 spray_gun
n03616763 kick_starter
n03616763 kick_start
n13190747 dicksonia_antarctica
n04328703 storage_ring
n01818832 kea
n01646648 natterjack
n02527271 moray_eel
n02527271 moray
n04953296 glint
n03548533 hulk
n04136161 saree
n04136161 sari
n04119091 rumble
n04146343 schoolbag
n02923682 machine_pistol
n03027625 chukka
n04255499 socle
n02916179 dozer
n02916179 bulldozer
n03500209 hawser
n12253229 epacris
n03370387 fluorescent_lamp
n02524202 pollack
n02524202 pollock
n07721325 hot_pepper
n07866723 egg_roll
n07866723 spring_roll
n03819448 nest_egg
n10151760 guitarist
n10151760 guitar_player
n01857325 brent
n01857325 brent_goose
n01857325 brant_goose
n01857325 brant
n07815839 black_pepper
n02442336 stoat
n09410224 rift_valley
n02749670 assegai
n02749670 assagai
n07600696 candy_apple
n07600696 caramel_apple
n02409038 anoa
n04590263 windowsill
n04230603 ski_pole
n01415626 eukaryote
n08539276 outskirts
n07908812 benedictine
n03535024 hope_chest
n04189816 sheetrock
n07893425 sacramental_wine
n02037464 phalarope
n12882945 digitalis_purpurea
n12882945 fingerroot
n04325041 western_saddle
n13866626 convex_polygon
n02807616 bathrobe
n11719286 peony
n04185529 sharpie
n11508382 snowfall
n11508382 snow
n04338963 stringer
n01894207 tenrec
n12092262 pimpernel
n02749169 headache_powder
n07871436 meatball
n03600475 jodhpur
n01881564 cuscus
n03505015 headrace
n02058747 gooney
n02058747 gooney_bird
n09846755 beekeeper
n12338979 manna_gum
n03244919 driving_wheel
n02182045 seed_weevil
n03688605 long_pants
n03688605 long_trousers
n03979377 polyester
n01614038 harpy
n01614038 harpy_eagle
n11762433 leucaena_leucocephala
n12850906 dagga
n02379430 walking_horse
n02992368 cellophane
n03426574 gas_turbine
n02757061 audio_cd
n02621258 surgeonfish
n11765568 honey_mesquite
n04042985 radiometer
n01384164 zooplankton
n02696246 alembic
n03543112 hot_pants
n04414476 terry
n04414476 terrycloth
n12741222 soapberry
n03662452 lie_detector
n04127117 safety_net
n04145863 schmidt_telescope
n04145863 schmidt_camera
n12380761 wild_peach
n01359762 trichodesmium
n03725600 mason_jar
n04431436 thumbscrew
n03237992 dressing_gown
n11647703 kauri
n07868830 galantine
n04003856 print
n01319001 stayer
n12876899 figwort
n01622120 athene_noctua
n01622120 little_owl
n13141797 cascara
n11928858 mugwort
n03505133 headrest
n02877642 bottlebrush
n04414909 tessera
n07827750 poppy_seed
n12176953 upland_cotton
n03555564 hypodermic_needle
n13003061 amanita_muscaria
n13003061 fly_agaric
n07763987 mangosteen
n02563079 white_crappie
n04354487 sump_pump
n01927456 tapeworm
n01927456 cestode
n13862407 leaf_form
n13862407 leaf_shape
n02481366 mountain_gorilla
n03305953 etd
n11939180 balsamroot
n03459328 griddle
n02286089 gipsy_moth
n02286089 gypsy_moth
n02286089 lymantria_dispar
n04598318 woodshed
n12304286 swamp_ash
n03269073 electrical_contact
n11552806 annual
n12762896 sumac
n12762896 sumach
n02340640 rice_rat
n01622959 tawny_owl
n03582508 ivp
n12937130 wild_carrot
n12937130 daucus_carota
n04412416 teepee
n04412416 tipi
n04412416 tepee
n03103563 coonskin
n03103563 coonskin_cap
n01577941 crested_myna
n07903101 bitters
n03443149 goalpost
n02076402 crabeater_seal
n07727252 pinto_bean
n13007034 fairy_ring
n03836976 nylons
n03836976 silk_stocking
n03836976 rayons
n09457979 tidal_basin
n04499062 tureen
n03487331 handloom
n07919165 zombi
n07919165 zombie
n07906718 bourbon
n07611267 flan
n07853648 gouda
n07853648 gouda_cheese
n04139395 sauna
n03745146 zoo
n03745146 menagerie
n03745146 zoological_garden
n04484432 triode
n09428628 seaboard
n09428628 seaside
n04164002 secondary_winding
n04164002 secondary
n03233744 lift_bridge
n03233744 drawbridge
n04414675 tesla_coil
n12606438 commelina
n10474064 princess
n07617708 christmas_pudding
n07617708 plum_pudding
n03231819 dragunov
n10806113 zoo_keeper
n04056413 rattrap
n03025165 choo_choo
n03361550 flats
n03610524 dog_house
n03610524 doghouse
n03610524 kennel
n03831382 noseband
n03555217 hypercoaster
n01563128 warbler
n03767745 minaret
n04110178 rose_window
n04110178 rosette
n11745817 zebrawood
n11717577 american_lotus
n11717577 nelumbo_lutea
n02419634 takin
n02731398 apse
n02731398 apsis
n03128248 crayon
n07741235 northern_spy
n03824713 night_light
n04492157 trunk_line
n12643313 myrobalan
n04373089 switchblade
n12360108 begonia
n07683617 pita
n01446760 killifish
n01824344 ani
n03204134 dipole
n03204134 dipole_antenna
n02539424 lake_whitefish
n02389261 pinto
n10334009 motorcyclist
n02281136 large_white
n12173069 velvetleaf
n03622526 klystron
n02888569 bracket
n01829869 hoopoe
n13879049 quadrate
n03436417 gift_shop
n03193107 diesel
n03193107 diesel_engine
n03193107 diesel_motor
n02878534 boudoir
n12945177 water_parsnip
n08256735 wedding
n08256735 wedding_party
n04107984 roost
n02994573 center_punch
n02429456 pronghorn_antelope
n02429456 pronghorn
n02429456 antilocapra_americana
n07926250 lemonade
n12204730 corchorus
n02871005 bookend
n01977485 stone_crab
n03726516 spectrometer
n03726516 mass_spectrometer
n02739427 armlet
n02739427 arm_band
n00445685 sculling
n12112008 grama
n12112008 gramma
n07643026 lemon_curd
n04327682 stopcock
n05467758 astrocyte
n11628087 western_hemlock
n11628087 tsuga_heterophylla
n03199488 dimmer
n07848196 whipping_cream
n12782530 sundew
n12365900 clusia
n03533654 hookup
n03115180 cotton
n02413593 hampshire
n08613733 open
n08613733 outdoors
n08613733 open_air
n00288384 piaffe
n03066359 coil_spring
n04091466 rigger
n10721321 traffic_cop
n07924834 orange_juice
n04282992 spode
n01566207 tailorbird
n12981954 white_rust
n04448070 toilet_water
n06273986 local_call
n07741138 macoun
n07768318 seckel
n03180865 detached_house
n03180865 single_dwelling
n02085272 lapdog
n02426481 steenbok
n06359467 chatroom
n06359467 chat_room
n01815601 sandgrouse
n12780563 trumpets
n04045085 radio_transmitter
n02814116 bb_gun
n03135532 cross
n04322801 stock_car
n07720084 sugar_beet
n03683708 locker_room
n02281015 small_white
n07899434 dry_vermouth
n02870772 bookbindery
n07925327 lime_juice
n01813088 wood_pigeon
n01445429 buffalo_fish
n03577672 interceptor
n03456447 greasepaint
n04449550 tollgate
n03001115 chain_store
n02024185 dotterel
n09906704 champ
n09906704 champion
n03306385 limited
n03306385 express
n02365480 capybara
n03389889 four_wheeler
n07907831 sour_mash
n07823698 cranberry_sauce
n03560430 igloo
n02795978 hurdy_gurdy
n02795978 barrel_organ
n01880473 potoroo
n11946051 safflower
n11552133 cryptogam
n03996004 power_pack
n02166229 bean_beetle
n03543603 hot_tub
n11934239 goldilocks
n03732020 mauser
n03523506 hobble_skirt
n01422450 merozoite
n03565830 in_basket
n02672371 accommodation
n02831894 besom
n03695753 luge
n02360282 chipmunk
n04973020 tan
n04973020 topaz
n12138444 milo
n02775039 luggage_van
n02775039 baggage_car
n03221059 eye_mask
n03221059 domino
n03221059 half_mask
n02792409 bareboat
n01469103 sea_squirt
n03405111 furnace_room
n03518305 tallboy
n06267564 daily
n03396580 friary
n12584715 sugar_palm
n02922461 burin
n00452152 cockfighting
n03034244 breaker
n03034244 circuit_breaker
n02312640 chrysalis
n02532272 atlantic_herring
n07605380 fondant
n07880080 teriyaki
n11926833 arnica
n07740342 golden_delicious
n04158956 sea_chest
n03307037 extension_cord
n03690168 lorgnette
n01777304 deer_tick
n01368672 klebsiella
n01668892 river_cooter
n01668892 cooter
n03082280 compound_microscope
n02209354 carpenter_bee
n11717399 nelumbo_nucifera
n11717399 sacred_lotus
n11717399 lotus
n12128490 knotgrass
n12731835 balsam_poplar
n01322983 bear_cub
n12784371 roridula
n07710952 baked_potato
n03882960 panhandle
n01341090 rotavirus
n04284572 sporran
n03844550 oil_pump
n02931294 cabana
n03401129 fuel_gauge
n04470741 transdermal_patch
n04470741 skin_patch
n07852614 brie
n02475078 neanderthal_man
n02475078 neanderthal
n00449168 speed_skating
n01972131 giant_squid
n01972131 architeuthis
n12278107 shumard_oak
n05259914 pigtail
n11853356 christmas_cactus
n01884834 tasmanian_devil
n03971321 pneumatic_drill
n04215153 sidesaddle
n03017698 chimney_breast
n03885028 panty
n03885028 scanty
n12049562 calypso
n03463381 first_floor
n03463381 ground_level
n03463381 ground_floor
n03474779 hacksaw
n04304215 starship
n04304215 spaceship
n01668665 slider
n03844673 oil_refinery
n03844673 petroleum_refinery
n04431925 thunderer
n02900160 bridle
n01830915 motmot
n04084889 revers
n04084889 revere
n01322604 puppy
n03324928 fatigues
n12594989 raffia_palm
n03871860 packing_plant
n03415252 gamp
n03415252 brolly
n04186268 shaving_foam
n01996280 tadpole_shrimp
n04452757 toolshed
n04013176 proscenium
n11756669 wattle
n03140126 crucible
n03140126 melting_pot
n12276477 quercus_petraea
n12827537 moonflower
n04569063 webcam
n03978966 polo_shirt
n03332271 violin_bow
n01922948 woodworm
n12610328 eichhornia_crassipes
n12610328 water_hyacinth
n02505063 woolly_mammoth
n00453478 fox_hunting
n03716887 mandola
n03165466 day_nursery
n01839086 green_woodpecker
n07609407 taffy
n01992773 amphipod
n03612010 ketch
n02853218 blockade
n12705013 milkwort
n12121610 fescue
n07825194 dill_pickle
n03529629 homestead
n00444937 snorkeling
n04185946 shaving_brush
n12564083 winged_bean
n09436708 sky
n01797020 capercaillie
n03408264 fusil
n04219580 silks
n03367410 florist_shop
n03367410 florist
n03657511 cat_suit
n03657511 leotard
n03657511 body_suit
n03676087 lip_gloss
n07894102 beaujolais
n07752514 dried_apricot
n03222857 doorpost
n03222857 doorjamb
n04968056 emerald
n02965216 cargo_liner
n03173929 delivery_truck
n03173929 delivery_van
n09337048 leak
n01570676 yellowthroat
n04121342 russet
n03009794 charnel
n03009794 charnel_house
n07579917 adobo
n07878283 stuffed_cabbage
n01517966 carinate
n01517966 flying_bird
n03668488 lightship
n02809105 batik
n07889814 bitter
n12110778 brome
n04497801 tuning_fork
n01821554 carolina_parakeet
n02829596 bench_press
n04310157 steamroller
n04310157 road_roller
n02885108 boxcar
n03365374 flood
n03365374 floodlight
n02892499 brasserie
n07686720 sourdough_bread
n02536165 red_salmon
n02536165 sockeye_salmon
n02536165 sockeye
n12717644 dika
n02387346 shire
n02387346 shire_horse
n00447463 bobsledding
n03858183 otoscope
n08558770 sheikhdom
n01906749 sponge
n02217563 chalcid_wasp
n02217563 chalcid
n04348070 submarine_torpedo
n07842308 scrambled_eggs
n02390738 kiang
n07599649 bonbon
n03334382 fieldwork
n01692523 beaded_lizard
n02713364 anklet
n11775340 rauvolfia
n03016737 chicken_run
n07922955 criollo
n02262803 stonefly
n07812790 lemon_oil
n01944955 garden_snail
n12269406 quercus_agrifolia
n02072493 narwal
n02072493 narwhal
n07870894 lobster_thermidor
n00441073 ski_jumping
n03981566 pontoon
n12700088 honduras_mahogany
n03809211 spikenard
n03809211 nard
n14891255 greek_fire
n11723227 monkshood
n02428508 gemsbok
n03674842 linocut
n03437941 girder
n12496949 logwood
n04290079 spun_yarn
n10080869 father
n10080869 male_parent
n02012185 least_bittern
n07569873 soy_flour
n07569873 soybean_meal
n07928790 pepsi_cola
n07928790 pepsi
n03071021 cologne
n02485536 vervet
n04449290 tollbooth
n04449290 tollhouse
n04449290 tolbooth
n09400987 pulsar
n12726528 arctic_willow
n02631330 blue_marlin
n04963307 turkey_red
n02979399 cassette_tape
n02971167 rubber_tire
n02971167 automobile_tire
n02971167 car_tire
n03781055 petrol_bomb
n03781055 molotov_cocktail
n02332156 house_mouse
n02332156 mus_musculus
n03282401 embellishment
n11998888 cotton_thistle
n11998888 scotch_thistle
n07598256 candy_bar
n03900393 pave
n11849871 mammillaria
n04310721 steam_whistle
n02895328 breast_pocket
n02884859 box_beam
n02884859 box_girder
n12882779 foxglove
n12882779 digitalis
n10092794 first_lady
n04613939 zamboni
n07846557 skimmed_milk
n07846557 skim_milk
n04573281 welt
n04367371 suture
n07904072 kirsch
n03785721 morion
n04126066 safety_bicycle
n03373611 flying_boat
n12596709 roystonea_regia
n12596709 royal_palm
n04426184 third_rail
n09384106 pallasite
n07918879 toddy
n03251533 dry_dock
n03251533 graving_dock
n03251533 drydock
n12324056 combretum
n03619050 kirpan
n02350989 jumping_mouse
n01573898 bobolink
n02956393 capital_ship
n07935737 bottled_water
n03260206 dye_works
n02363351 castor_canadensis
n04555600 washtub
n07721195 pimento
n07721195 pimiento
n03394649 french_door
n02070776 vaquita
n07727458 black_bean
n11602091 coontie
n02733524 arch
n04303357 tacker
n04303357 staple_gun
n04393549 tapestry
n04393549 tapis
n02136452 fossa
n07919310 fizz
n11958080 cosmos
n02357911 antelope_squirrel
n02685253 aileron
n03586219 iron_lung
n11622368 grand_fir
n08521623 burial_ground
n08521623 cemetery
n08521623 burying_ground
n08521623 memorial_park
n08521623 burial_site
n08521623 graveyard
n08521623 necropolis
n02378755 steed
n11650558 yellowwood
n04375775 synchrotron
n02190790 musca_domestica
n02190790 house_fly
n02190790 housefly
n03277149 electron_gun
n02759700 autoinjector
n13055577 boletus_edulis
n11960245 dahlia
n02988679 cd_rom
n07843636 fried_egg
n04158250 scythe
n07628068 phyllo
n04093775 riot_gun
n01542786 weaver
n03914831 percale
n01664674 olive_ridley
n11735570 golden_seal
n11735570 goldenseal
n03846431 olympian_zeus
n03360133 flat_arch
n07613266 tiramisu
n03257210 duplex
n04312916 steering_linkage
n07895710 cabernet_sauvignon
n07895710 cabernet
n04467506 trailer_park
n03487090 handlebar
n03883054 panic_button
n03028596 church_bell
n03452594 grandfather_clock
n03452594 longcase_clock
n01531512 siskin
n03620353 kitchenette
n04969242 sapphire
n04969242 cerulean
n04969242 azure
n04542595 vox_humana
n03351151 fishhook
n11675025 rosebud
n01488038 whale_shark
n04000592 press_box
n03477410 halberd
n03832144 nosewheel
n01971280 squid
n02403740 heifer
n01557962 mistle_thrush
n13171797 water_sprite
n02169705 flea_beetle
n03180732 destroyer_escort
n07921615 hard_cider
n02643836 stonefish
n05263448 attilio
n09210862 atoll
n02060569 manx_shearwater
n02662993 brill
n09260907 tillage
n09260907 farmland
n09260907 tilth
n09260907 ploughland
n09260907 cultivated_land
n02768655 back_brace
n03903133 peavy
n03903133 peavey
n04025633 purdah
n00442437 bathe
n12856287 spearmint
n03322704 greenmarket
n03322704 green_market
n02880842 bowie_knife
n03253279 duckpin
n02814428 beach_towel
n09283866 foreshore
n02726017 ao_dai
n01990516 squilla
n04498873 turbogenerator
n03781683 money_belt
n07904934 ouzo
n12306717 jasmine
n01332181 marburg_virus
n01596608 purple_martin
n03279508 electron_microscope
n02124623 wildcat
n03465818 guidance_system
n04559620 water_filter
n03499468 hauberk
n03178674 derringer
n04202142 shooting_lodge
n03572631 inlay
n03441345 glove_compartment
n04052658 ranch_house
n02243209 water_boatman
n04344734 studio_apartment
n04344734 studio
n04124202 saddle_blanket
n11603835 macrozamia
n03999160 presbytery
n03229526 downstage
n03994008 powder
n02941845 aventail
n02941845 camail
n01946630 nerita
n11625632 white_spruce
n11793779 calla
n11793779 arum_lily
n11793779 calla_lily
n12303083 forsythia
n10735984 umpire
n10735984 ump
n03716228 mammogram
n14820180 concrete
n12604460 rumex_acetosella
n07582441 relish
n03149135 curb
n03149135 curb_bit
n04561965 water_pump
n03828020 nonsmoker
n04591631 wine_bar
n03163381 dashiki
n03469903 gunny_sack
n03635032 lamasery
n01596273 sand_martin
n03128427 crazy_quilt
n07859796 sugar_syrup
n02065263 sei_whale
n04341288 strop
n03840823 octant
n12862512 plectranthus
n07818133 fenugreek
n03708962 magnetron
n03446268 club_head
n03446268 clubhead
n02327028 jackrabbit
n03759661 micrometer
n04381073 tablespoon
n04151108 scratcher
n04524594 velcro
n03173270 delft
n04070964 refrigerator_car
n13050397 bracket_fungus
n03423224 gas_furnace
n10041887 earner
n05257476 bouffant
n02476567 australopithecus_afarensis
n03052464 haberdashery
n03052464 clothing_store
n02270623 silverfish
n03129001 creamer
n09262690 dale
n03177708 depressor
n07574176 potluck
n12658308 rowan_tree
n12658308 sorbus_aucuparia
n12658308 rowan
n07898247 soave
n03302938 exhaust
n03302938 exhaust_system
n04266375 spacesuit
n03606251 junk_shop
n12631331 avens
n10253296 legal_representative
n12647376 bird_cherry
n01407798 green_algae
n14810561 choline
n03131967 cricket_ball
n07591961 paella
n03229244 joggle
n03229244 dowel
n03268918 electrical_cable
n07774842 pine_nut
n03844233 oil_paint
n04180229 sewing_room
n00453396 duck_hunting
n00453396 ducking
n04107598 roomette
n02127381 canada_lynx
n11676850 gynophore
n04403413 zoom_lens
n04403413 telephoto_lens
n02073831 manatee
n03528523 home_computer
n07859142 saccharin
n04208065 shoulder_patch
n12294124 gentianella
n03668803 lilo
n01790398 cornish
n07828378 msg
n07828378 monosodium_glutamate
n02578771 amberjack
n01947139 neritina
n12168565 lobelia
n12286826 hornbeam
n02843029 birchbark
n02843029 birch_bark
n06596474 news_magazine
n03162460 darkroom
n03225458 dosimeter
n03011018 chatelaine
n02186153 flea
n02352591 dormouse
n09239302 cavern
n01854700 goosander
n02015357 weka
n12477163 agave_americana
n03320519 fancy_dress
n03320519 masquerade
n07924276 nectar
n02415829 mouflon
n03127531 crash_barrier
n11771924 carissa_macrocarpa
n03906224 pegboard
n12047345 brassavola
n03519387 tower_block
n03519387 high_rise
n02407071 durham
n02407071 shorthorn
n02685995 airbrush
n02378415 warhorse
n02655848 porcupinefish
n01904806 scallop_shell
n12773651 caimito
n07609215 sugar_candy
n02117512 striped_hyena
n01323068 tiger_cub
n01340522 polyoma_virus
n01340522 polyoma
n04251701 snowbank
n02327842 snowshoe_hare
n04585318 wimple
n07894551 chablis
n03536122 horizontal_stabiliser
n03536122 tailplane
n03536122 horizontal_stabilizer
n03123809 cowhouse
n03123809 cow_barn
n03123809 cowshed
n03123809 byre
n12304703 fraxinus_excelsior
n15091473 vitamin_b2
n15091473 riboflavin
n03439631 glengarry
n02425086 mountain_nyala
n03226880 double_door
n03864692 overhead_projector
n03529175 home_room
n03529175 homeroom
n07835701 bercy
n07904865 grog
n02587300 mangrove_snapper
n07913393 bloody_mary
n04579230 whispering_gallery
n02184589 head_louse
n03963483 playbox
n12621945 cherokee_rose
n11758276 golden_wattle
n11758276 acacia_pycnantha
n03362639 fleece
n07605597 chocolate_fudge
n02565072 smallmouth_bass
n02565072 smallmouth
n03518135 highball_glass
n11662128 pacific_yew
n02764398 axe_handle
n03002816 chalet
n07616748 banana_split
n12402840 rubber_plant
n13139647 husk
n03593222 japan
n03957315 planter
n02418770 goral
n12926039 hevea_brasiliensis
n12753573 red_maple
n03134394 crookes_tube
n04488202 trophy_case
n03516844 wellington
n03516844 jackboot
n03516844 hessian
n03516844 wellington_boot
n01396617 stentor
n12737383 loranthaceae
n12737383 family_loranthaceae
n08579352 grainfield
n03796605 mudguard
n03983712 popper
n03788047 mosaic
n07597263 sweetmeat
n12117695 barnyard_grass
n03688405 long_sleeve
n04332074 straight_razor
n05258051 forelock
n03753077 meter
n01350226 bacillus_anthracis
n02881757 bowler
n02881757 bowler_hat
n02881757 derby
n04570958 weighbridge
n11682659 gemma
n12180168 hibiscus_tiliaceus
n12180168 mahoe
n11736694 nigella
n04434531 tie_rod
n04518643 valenciennes
n01668436 redbelly
n12475774 pia
n12782915 dionaea_muscipula
n07932614 rickey
n13001529 agaricus_campestris
n04175574 service_club
n04137089 sash_window
n03340723 finder
n03340723 viewfinder
n09398076 pothole
n04083649 retort
n07804543 brown_rice
n01495701 ray
n03236093 dreadnought
n03236093 dreadnaught
n01397690 arame
n02407521 guernsey
n01876667 bilby
n03518631 high
n03518631 high_gear
n07621264 nonpareil
n01808291 rock_partridge
n03222722 doorframe
n03222722 doorcase
n12552893 restharrow
n01612628 caracara
n01671479 desert_tortoise
n13896217 crescent
