n06281040 reception
n04542858 wading_pool
n03528523 home_computer
n03776877 moccasin
n02643836 stonefish
n03508485 heat_exchanger
n13004423 chanterelle
n02898585 bridal_gown
n02898585 wedding_dress
n02898585 wedding_gown
n04050066 rake
n03811444 navigational_system
n03717285 mangle
n11785668 caladium
n11624192 atlas_cedar
n11624192 cedrus_atlantica
n07835331 barbecue_sauce
n07684517 raisin_bread
n11621950 canada_balsam
n11621950 balsam_fir
n04041243 radiator_cap
n11902709 argemone
n02434712 brocket
n12263038 american_chestnut
n03629520 kylix
n11694469 ilama
n12393269 ramee
n12393269 ramie
n03487331 handloom
n03425595 gas_stove
n03425595 gas_range
n04189816 sheetrock
n02055107 tropicbird
n01959985 cockle
n02247655 bemisia_tabaci
n02247655 superbug
n02756977 audiocassette
n01678343 chuckwalla
n13024500 clavicipitaceae
n13862552 equilateral
n10469874 press_photographer
n04192361 sheltered_workshop
n01797307 spruce_grouse
n02831237 beret
n00470830 hurling
n12412355 bearded_iris
n02588794 margate
n04355821 sun_gear
n06266878 news_photography
n03543254 hotplate
n03543254 hot_plate
n11946051 safflower
n02953455 cantle
n02562971 black_crappie
n03887512 paper_mill
n02680512 adit
n08547468 cow_pasture
n12554526 locoweed
n02532451 pacific_herring
n11678299 petiolule
n07887967 light_beer
n07804771 wild_rice
n01917611 staghorn_coral
n02931294 cabana
n02898369 brickwork
n04431025 thumbhole
n02631475 black_marlin
n07839730 soubise
n04583212 fisheye_lens
n12304703 fraxinus_excelsior
n03920867 pew
n07864756 chicken_kiev
n09405078 rangeland
n03232417 drainage_system
n07924747 grapefruit_juice
n04168541 seine
n02762169 automatic_pilot
n02762169 autopilot
n07862611 beef_wellington
n07741235 northern_spy
n12188635 thespesia_populnea
n12583401 palmetto
n02538216 speckled_trout
n02538216 brook_trout
n12782530 sundew
n03435743 georgette
n04387706 tamp
n04387706 tamper
n13067330 ustilago_maydis
n12723062 creosote_bush
n12723062 coville
n12723062 larrea_tridentata
n03832144 nosewheel
n02340640 rice_rat
n03039259 clay_pigeon
n00450866 pony_trekking
n03861271 outrigger
n03474779 hacksaw
n02852043 bling_bling
n12680864 viburnum_opulus
n01830915 motmot
n07813579 seasoned_salt
n03079616 companionway
n09403427 rainbow
n01438581 loach
n03195959 dat
n03436549 gift_wrapping
n02700258 altimeter
n09451237 supernova
n02648625 greenling
n04449449 toll_bridge
n03618101 king
n03855756 orlon
n12311579 syringa_vulgaris
n12639376 beach_plum
n01634227 olm
n01891633 shrew
n08524735 metropolis
n08524735 urban_center
n08524735 city
n10564098 screen_actor
n10564098 movie_actor
n01815036 carrier_pigeon
n03487444 hand_lotion
n03781055 petrol_bomb
n03781055 molotov_cocktail
n01340522 polyoma_virus
n01340522 polyoma
n01859190 mute_swan
n03652100 lead_pencil
n02880842 bowie_knife
n01611472 peregrine
n01611472 falco_peregrinus
n01611472 peregrine_falcon
n02043063 tern
n07873464 pilaf
n10721321 traffic_cop
n04003241 primus
n03225458 dosimeter
n12658603 sorbus_americana
n01790398 cornish
n01469723 salpa
n01469723 salp
n06596727 slick
n06596727 glossy
n02979290 cassette_recorder
n04608923 xerox
n03219010 doyley
n03301568 euphonium
n02653786 filefish
n09269472 downhill
n02599347 weakfish
n04021503 pulse_generator
n11626826 picea_rubens
n11626826 red_spruce
n01690149 anguis_fragilis
n01690149 slowworm
n03524150 hockey_stick
n02754656 atrium
n03699591 panga
n03699591 machete
n12590715 palm_kernel
n11688069 microsporophyll
n01631354 taricha_granulosa
n01563449 gnatcatcher
n00467320 quoits
n00467320 horseshoes
n03931765 picture_frame
n04082710 retaining_wall
n07913393 bloody_mary
n06592281 rock_opera
n03374838 fob
n00454395 fly_fishing
n12230540 manzanita
n12230540 madrona
n09421799 sandbank
n04132158 salwar
n04132158 shalwar
n04255346 socket_wrench
n02306825 egger
n02306825 eggar
n02828427 belting
n01623110 barred_owl
n01546039 scrubbird
n11683838 nectary
n09445008 steep
n03225108 dormitory_room
n03225108 dormitory
n03225108 dorm_room
n07745197 dewberry
n04973291 ecru
n04973291 beige
n02846874 blackface
n07903962 grappa
n09339810 lithosphere
n09339810 geosphere
n04538403 viscose
n04538403 viscose_rayon
n12826143 dichondra
n02976455 casement_window
n04613939 zamboni
n02281136 large_white
n04513827 upholstery
n01341090 rotavirus
n12969425 scleroderma_citrinum
n02298218 fall_armyworm
n01925270 planaria
n01925270 planarian
n03949317 piston_rod
n02395694 piglet
n02395694 piggy
n11545350 pecopteris
n02287799 cankerworm
n02973904 carving_knife
n01982347 giant_crab
n03655720 leisure_wear
n09224725 bluff
n09462600 troposphere
n02757061 audio_cd
n02522722 atlantic_cod
n03171228 defence_system
n03171228 defense_system
n02745492 artificial_heart
n04255499 socle
n02731629 scuba
n02731629 aqualung
n11998888 cotton_thistle
n11998888 scotch_thistle
n03963483 playbox
n03401279 fuel_injection
n07920663 instant_coffee
n12604228 rumex_acetosa
n07840520 worcestershire
n07840520 worcestershire_sauce
n07934373 sun_tea
n07869937 kedgeree
n07844786 sour_milk
n02010453 night_raven
n02010453 night_heron
n03785237 moquette
n11761650 inga
n03244775 one_iron
n00446493 fight
n02990758 celesta
n03077741 communications_satellite
n11723452 wolfsbane
n13865904 heart
n03668803 lilo
n07594066 cake_mix
n04529962 vertical_fin
n04529962 vertical_stabiliser
n04529962 tailfin
n04529962 vertical_stabilizer
n04529962 tail_fin
n09248399 coastland
n03563460 impeller
n07858978 honey
n12729729 red_willow
n03349771 first_base
n03587205 irrigation_ditch
n07875560 roulade
n07936459 ice_water
n04471912 transit_instrument
n03165616 day_school
n04103206 rolling_pin
n04041747 radio_antenna
n01384164 zooplankton
n03101517 cookie_cutter
n07720277 chard
n01709876 barosaurus
n01821554 carolina_parakeet
n13882201 pentagon
n02747802 ashtray
n02513248 rough_fish
n02207345 queen_bee
n04472563 transmission_shaft
n02675219 acetate
n03837698 oast_house
n04449550 tollgate
n00448232 sumo
n03842377 auxiliary_equipment
n07932454 spruce_beer
n03370387 fluorescent_lamp
n02485371 grivet
n02805845 bastinado
n07688898 hushpuppy
n03108624 core_drill
n01422185 sporozoite
n04002629 primary_winding
n04002629 primary_coil
n04002629 primary
n02621258 surgeonfish
n04001661 pwr
n04003856 print
n07807834 macaroni_salad
n03396074 fret
n01368672 klebsiella
n02010272 cattle_egret
n15092650 biotin
n03571439 injector
n04082562 retainer
n12545635 lotus_corniculatus
n01415626 eukaryote
n03149135 curb
n03149135 curb_bit
n11960245 dahlia
n02950943 round_shot
n02950943 cannonball
n02950943 cannon_ball
n02926426 bustier
n03844965 oil_slick
n02932693 cabin_class
n02932693 second_class
n02932693 economy_class
n01526521 songster
n01526521 songbird
n04393549 tapestry
n04393549 tapis
n03309465 ocular
n03309465 eyepiece
n12764008 sugar_bush
n02796207 barrel_vault
n03582508 ivp
n01655344 caecilian
n12110085 avena_sativa
n03492250 harbor
n03492250 harbour
n02030837 willet
