n04410886 tensiometer
n04397168 tea_chest
n01958435 cherrystone
n09452395 swampland
n09452395 swamp
n03043693 clinker
n03043693 clinker_brick
n02428508 gemsbok
n04384910 rear_lamp
n04384910 tail_lamp
n04384910 rear_light
n04384910 taillight
n11960245 dahlia
n12522188 rosewood
n02966545 claw_hammer
n02966545 clawhammer
n03391770 framework
n04532504 sacristy
n04532504 vestry
n03474352 hacienda
n02682811 aerial_torpedo
n02922798 burlap
n02922798 gunny
n03334492 fife
n04404200 teletypewriter
n04404200 teleprinter
n04404200 telex
n02855701 blucher
n04124098 saddlebag
n03344642 firebrick
n04603399 workstation
n03005285 pendant
n03005285 pendent
n03005285 chandelier
n01397871 seagrass
n02324514 lapin
n11934239 goldilocks
n03846431 olympian_zeus
n01847978 black_duck
n03253279 duckpin
n13141797 cascara
n03360133 flat_arch
n04359034 supertanker
n07893642 champagne
n07893642 bubbly
n12865562 purple_sage
n04184880 sharkskin
n02425086 mountain_nyala
n07730207 carrot
n03356279 flail
n03557840 ice_pack
n02010272 cattle_egret
n10341343 music_teacher
n05581932 cuticle
n12409840 sugarberry
n02321170 feather_star
n03844673 oil_refinery
n03844673 petroleum_refinery
n02475669 modern_man
n12284821 alnus_glutinosa
n01842235 barbet
n04967801 sage_green
n04412416 teepee
n04412416 tipi
n04412416 tepee
n00466273 professional_golf
n03187751 dialysis_machine
n03187751 dialyzer
n07889990 burton
n02861286 bodega
n04013176 proscenium
n09289596 glen
n01959985 cockle
n04973585 brick_red
n02403740 heifer
n07740461 red_delicious
n07754894 cocoa_bean
n03340723 finder
n03340723 viewfinder
n07932454 spruce_beer
n12680864 viburnum_opulus
n01536644 song_sparrow
n03153246 cutlass
n03274265 electric_toothbrush
n02413717 lincoln
n03062985 coffee_can
n04083649 retort
n07887099 draft_beer
n07887099 draught_beer
n04064862 recovery_room
n02416964 nanny
n02803666 bass_drum
n08524735 metropolis
n08524735 urban_center
n08524735 city
n11704620 camphor_tree
n07715221 brussels_sprouts
n12791329 syringa
n04526800 ventilation_shaft
n12454159 tulip
n12844939 coleus
n12015959 goldenrod
n02168427 glowworm
n03027505 chuck_wagon
n03284981 enamelware
n12762896 sumac
n12762896 sumach
n12722071 lignum_vitae
n02476567 australopithecus_afarensis
n03614782 keyhole
n04420024 thermal_reactor
n12190410 ceiba_pentandra
n12190410 ceiba_tree
n12190410 kapok
n04573281 welt
n07871065 lutefisk
n02786611 bandolier
n07820497 sage
n07902121 ethyl_alcohol
n08583292 hemline
n07759576 scuppernong
n12324056 combretum
n02692513 vacuum_pump
n02692513 air_pump
n12926039 hevea_brasiliensis
n02438173 guanaco
n08558770 sheikhdom
n03786313 morning_room
n03572321 inkwell
n03097535 control_circuit
n01530439 chaffinch
n05259914 pigtail
n07894102 beaujolais
n07560331 finger_food
n02262449 mayfly
n07924443 cranberry_juice
n11931540 artemisia_vulgaris
n04472726 transmitter
n04472726 sender
n11661909 taxus_baccata
n02163297 springtail
n04592005 wine_barrel
n05454833 sickle_cell
n02823124 pager
n02823124 beeper
n03729482 matchlock
n00468299 shinny
n07693590 danish_pastry
n07693590 danish
n04168541 seine
n11970586 gaillardia
n03982895 poorhouse
n09899289 cashier
n03724538 five_iron
n03171635 defibrillator
n02951703 canopic_jar
n02910864 buckskins
n04447028 toilet_bowl
n02536456 oncorhynchus_tshawytscha
n02536456 chinook_salmon
n02536456 king_salmon
n02536456 chinook
n12285049 grey_alder
n12833985 streptocarpus
n02053584 booby
n09881358 busboy
n02762508 autostrada
n02136452 fossa
n11725623 thimbleweed
n07910048 triple_sec
n03313333 frontal
n03313333 facade
n03313333 frontage
n07879072 succotash
n03805725 nail_polish
n03743279 megaphone
n03082656 tourniquet
n01593553 verdin
n13171797 water_sprite
n15091473 vitamin_b2
n15091473 riboflavin
n03759243 microfiche
n11717399 nelumbo_nucifera
n11717399 sacred_lotus
n11717399 lotus
n11632619 cupressus_sempervirens
n11632619 mediterranean_cypress
n01903346 scute
n02387346 shire
n02387346 shire_horse
n02977438 cash_register
n02977438 register
n03318136 fairlead
n04383839 taffeta
n04108822 rope_bridge
n03031012 cigarette_case
n03541269 hospital_ship
n11675025 rosebud
n10283170 major
n02542017 ladyfish
n04107598 roomette
n11602873 dioon
n02286089 gipsy_moth
n02286089 gypsy_moth
n02286089 lymantria_dispar
n04439585 tine
n03992436 potsherd
n02127482 lynx_rufus
n02127482 bobcat
n02831237 beret
n11759609 siris
n02745492 artificial_heart
n11923174 mayweed
n02106854 police_dog
n04064213 recording_system
n02099997 pointer
n04095109 ritz
n02833040 bethel
n09270735 sand_dune
n09270735 dune
n03320519 fancy_dress
n03320519 masquerade
n12624568 japonica
n03085781 computer_store
n09415584 riverbank
n09415584 riverside
n01319467 sea_creature
n01319467 marine_animal
n02287004 geometrid_moth
n02287004 geometrid
n12663023 coffea_arabica
n01580870 jaybird
n01580870 blue_jay
n07920540 iced_coffee
n07721325 hot_pepper
n02161457 pollinator
n03112719 corselet
n07837545 cream_sauce
n03323096 farmstead
n04125257 deposit_box
n04125257 lockbox
n04125257 safe_deposit
n02876084 bosom
n03657239 iol
n12107710 meadow_foxtail
n12855494 mentha_aquatica
n12855494 water_mint
n12486574 flax
n01617443 bearded_vulture
n01617443 lammergeier
n02429456 pronghorn_antelope
n02429456 pronghorn
n02429456 antilocapra_americana
n03779128 mohair
n07730708 celeriac
n07730708 celery_root
n02023855 piping_plover
n03029445 churn
n03029445 butter_churn
n02775178 baggage_claim
n07915918 margarita
n04021164 pull_through
n11785668 caladium
n04409384 tenement
n04409384 tenement_house
n01852400 mandarin_duck
n02749169 headache_powder
n11646694 araucaria_bidwillii
n11646694 bunya_bunya
n03199488 dimmer
n00470554 professional_football
n12866459 salvia_divinorum
n01938454 hirudo_medicinalis
n12477401 sisal
n12696492 neem
n12696492 neem_tree
n12696492 azadirachta_indica
n02406859 devon
n04370288 sweatpants
n04517211 uzi
n12980840 downy_mildew
n03628831 crumhorn
n04426184 third_rail
n03941417 pinball_machine
n02125081 felis_silvestris
n02125081 european_wildcat
n04285803 athletic_wear
n04285803 activewear
n04285803 sportswear
n02935387 caddy
n01912152 hydra
n07588947 stew
n04245218 scsi
n07870894 lobster_thermidor
n04127395 guardrail
n09344724 maar
n11625391 engelmann_spruce
n07808587 slaw
n07808587 coleslaw
n02801184 basilica
n03131967 cricket_ball
n04973816 indian_red
n12639584 prunus_domestica
n04359217 supplejack
n03089753 conference_center
n03089753 conference_house
n04370600 sweatshop
n01621635 owlet
n12677612 snowberry
n02988679 cd_rom
n11882426 toothwort
n02253127 greenfly
n02128598 leopardess
n12726159 golden_willow
n04307878 steakhouse
n04307878 chophouse
n08521623 burial_ground
n08521623 cemetery
n08521623 burying_ground
n08521623 memorial_park
n08521623 burial_site
n08521623 graveyard
n08521623 necropolis
